"Indicator","Time","Value (USD/GTQ)"
"Currency","2013/02/22",7.80
"Currency","2013/02/21",7.82
"Currency","2013/02/20",7.82
"Currency","2013/02/19",7.82
"Currency","2013/02/18",7.82
"Currency","2013/02/15",7.83
"Currency","2013/02/14",7.83
"Currency","2013/02/13",7.81
"Currency","2013/02/12",7.84
"Currency","2013/02/11",7.88
"Currency","2013/02/08",7.88
"Currency","2013/02/07",7.85
"Currency","2013/02/06",7.84
"Currency","2013/02/05",7.83
"Currency","2013/02/04",7.82
"Currency","2013/02/01",7.83
"Currency","2013/01/31",7.83
"Currency","2013/01/30",7.85
"Currency","2013/01/29",7.87
"Currency","2013/01/28",7.86
"Currency","2013/01/25",7.85
"Currency","2013/01/24",7.84
"Currency","2013/01/23",7.85
"Currency","2013/01/22",7.85
"Currency","2013/01/21",7.85
"Currency","2013/01/18",7.86
"Currency","2013/01/17",7.86
"Currency","2013/01/16",7.87
"Currency","2013/01/15",7.88
"Currency","2013/01/14",7.90
"Currency","2013/01/11",7.91
"Currency","2013/01/10",7.91
"Currency","2013/01/09",7.93
"Currency","2013/01/08",7.97
"Currency","2013/01/07",7.97
"Currency","2013/01/04",7.96
"Currency","2013/01/03",7.94
"Currency","2013/01/02",7.90
"Currency","2013/01/01",7.90
"Currency","2012/12/31",7.90
"Currency","2012/12/28",7.90
"Currency","2012/12/27",7.92
"Currency","2012/12/26",7.95
"Currency","2012/12/25",7.95
"Currency","2012/12/24",7.95
"Currency","2012/12/21",7.95
"Currency","2012/12/20",7.94
"Currency","2012/12/19",7.91
"Currency","2012/12/18",7.88
"Currency","2012/12/17",7.89
"Currency","2012/12/14",7.89
"Currency","2012/12/13",7.88
"Currency","2012/12/12",7.83
"Currency","2012/12/11",7.82
"Currency","2012/12/10",7.84
"Currency","2012/12/07",7.86
"Currency","2012/12/06",7.86
"Currency","2012/12/04",7.89
"Currency","2012/12/03",7.89
"Currency","2012/11/29",7.91
"Currency","2012/11/28",7.94
"Currency","2012/11/27",7.94
"Currency","2012/11/26",7.93
"Currency","2012/11/23",7.92
"Currency","2012/11/22",7.88
"Currency","2012/11/21",7.88
"Currency","2012/11/20",7.88
"Currency","2012/11/19",7.88
"Currency","2012/11/16",7.87
"Currency","2012/11/15",7.85
"Currency","2012/11/14",7.83
"Currency","2012/11/13",7.82
"Currency","2012/11/12",7.83
"Currency","2012/11/09",7.83
"Currency","2012/11/08",7.83
"Currency","2012/11/07",7.82
"Currency","2012/11/06",7.81
"Currency","2012/11/05",7.82
"Currency","2012/11/02",7.83
"Currency","2012/11/01",7.84
"Currency","2012/10/31",7.84
"Currency","2012/10/30",7.84
"Currency","2012/10/29",7.87
"Currency","2012/10/26",7.88
"Currency","2012/10/25",7.86
"Currency","2012/10/24",7.85
"Currency","2012/10/23",7.84
"Currency","2012/10/22",7.84
"Currency","2012/10/19",7.84
"Currency","2012/10/18",7.84
"Currency","2012/10/17",7.86
"Currency","2012/10/16",7.87
"Currency","2012/10/15",7.88
"Currency","2012/10/12",7.89
"Currency","2012/10/11",7.89
"Currency","2012/10/10",7.89
"Currency","2012/10/09",7.90
"Currency","2012/10/08",7.92
"Currency","2012/10/05",7.94
"Currency","2012/10/04",7.94
"Currency","2012/10/03",7.94
"Currency","2012/10/02",7.95
"Currency","2012/10/01",7.95
"Currency","2012/09/28",7.96
"Currency","2012/09/27",7.96
"Currency","2012/09/26",7.96
"Currency","2012/09/25",7.96
"Currency","2012/09/24",7.96
"Currency","2012/09/21",7.94
"Currency","2012/09/20",7.94
"Currency","2012/09/19",7.95
"Currency","2012/09/18",7.96
"Currency","2012/09/17",7.98
"Currency","2012/09/14",7.98
"Currency","2012/09/13",8.00
"Currency","2012/09/12",8.00
"Currency","2012/09/11",8.02
"Currency","2012/09/10",8.02
"Currency","2012/09/07",8.02
"Currency","2012/09/06",7.96
"Currency","2012/09/05",7.96
"Currency","2012/09/04",7.96
"Currency","2012/09/03",7.94
"Currency","2012/08/31",7.94
"Currency","2012/08/30",7.94
"Currency","2012/08/29",7.94
"Currency","2012/08/28",7.92
"Currency","2012/08/27",7.90
"Currency","2012/08/24",7.90
"Currency","2012/08/23",7.88
"Currency","2012/08/22",7.87
"Currency","2012/08/21",7.86
"Currency","2012/08/20",7.87
"Currency","2012/08/17",7.87
"Currency","2012/08/16",7.87
"Currency","2012/08/15",7.87
"Currency","2012/08/14",7.87
"Currency","2012/08/13",7.87
"Currency","2012/08/10",7.86
"Currency","2012/08/09",7.86
"Currency","2012/08/08",7.83
"Currency","2012/08/07",7.83
"Currency","2012/08/06",7.84
"Currency","2012/08/03",7.84
"Currency","2012/08/02",7.84
"Currency","2012/08/01",7.84
"Currency","2012/07/31",7.84
"Currency","2012/07/30",7.83
"Currency","2012/07/27",7.83
"Currency","2012/07/26",7.83
"Currency","2012/07/25",7.83
"Currency","2012/07/24",7.83
"Currency","2012/07/23",7.83
"Currency","2012/07/20",7.83
"Currency","2012/07/19",7.82
"Currency","2012/07/18",7.81
"Currency","2012/07/17",7.82
"Currency","2012/07/16",7.83
"Currency","2012/07/13",7.83
"Currency","2012/07/12",7.82
"Currency","2012/07/11",7.82
"Currency","2012/07/10",7.82
"Currency","2012/07/09",7.82
"Currency","2012/07/06",7.82
"Currency","2012/07/05",7.84
"Currency","2012/07/04",7.84
"Currency","2012/07/03",7.84
"Currency","2012/07/02",7.85
"Currency","2012/06/29",7.85
"Currency","2012/06/28",7.85
"Currency","2012/06/27",7.85
"Currency","2012/06/26",7.78
"Currency","2012/06/25",7.78
"Currency","2012/06/22",7.86
"Currency","2012/06/21",7.84
"Currency","2012/06/20",7.83
"Currency","2012/06/19",7.85
"Currency","2012/06/18",7.85
"Currency","2012/06/15",7.87
"Currency","2012/06/14",7.88
"Currency","2012/06/13",7.88
"Currency","2012/06/12",7.88
"Currency","2012/06/11",7.86
"Currency","2012/06/08",7.86
"Currency","2012/06/07",7.85
"Currency","2012/06/06",7.83
"Currency","2012/06/05",7.83
"Currency","2012/06/04",7.83
"Currency","2012/06/01",7.80
"Currency","2012/05/31",7.80
"Currency","2012/05/30",7.80
"Currency","2012/05/29",7.80
"Currency","2012/05/28",7.79
"Currency","2012/05/25",7.79
"Currency","2012/05/24",7.79
"Currency","2012/05/23",7.78
"Currency","2012/05/22",7.77
"Currency","2012/05/21",7.76
"Currency","2012/05/18",7.76
"Currency","2012/05/17",7.76
"Currency","2012/05/16",7.76
"Currency","2012/05/15",7.76
"Currency","2012/05/14",7.78
"Currency","2012/05/11",7.78
"Currency","2012/05/10",7.77
"Currency","2012/05/09",7.78
"Currency","2012/05/08",7.79
"Currency","2012/05/07",7.79
"Currency","2012/05/04",7.80
"Currency","2012/05/03",7.79
"Currency","2012/05/02",7.78
"Currency","2012/05/01",7.78
"Currency","2012/04/30",7.78
"Currency","2012/04/27",7.77
"Currency","2012/04/26",7.77
"Currency","2012/04/25",7.78
"Currency","2012/04/24",7.78
"Currency","2012/04/23",7.77
"Currency","2012/04/20",7.79
"Currency","2012/04/19",7.77
"Currency","2012/04/18",7.77
"Currency","2012/04/17",7.76
"Currency","2012/04/16",7.73
"Currency","2012/04/13",7.73
"Currency","2012/04/12",7.72
"Currency","2012/04/11",7.72
"Currency","2012/04/10",7.71
"Currency","2012/04/09",7.70
"Currency","2012/04/06",7.69
"Currency","2012/04/05",7.69
"Currency","2012/04/04",7.69
"Currency","2012/04/03",7.68
"Currency","2012/04/02",7.68
"Currency","2012/03/30",7.69
"Currency","2012/03/29",7.71
"Currency","2012/03/28",7.71
"Currency","2012/03/27",7.73
"Currency","2012/03/26",7.75
"Currency","2012/03/23",7.76
"Currency","2012/03/22",7.75
"Currency","2012/03/21",7.72
"Currency","2012/03/20",7.71
"Currency","2012/03/19",7.70
"Currency","2012/03/16",7.70
"Currency","2012/03/15",7.69
"Currency","2012/03/14",7.71
"Currency","2012/03/13",7.72
"Currency","2012/03/12",7.73
"Currency","2012/03/09",7.74
"Currency","2012/03/08",7.75
"Currency","2012/03/07",7.76
"Currency","2012/03/06",7.77
"Currency","2012/03/05",7.77
"Currency","2012/03/02",7.77
"Currency","2012/03/01",7.78
"Currency","2012/02/29",7.80
"Currency","2012/02/28",7.80
"Currency","2012/02/27",7.83
"Currency","2012/02/24",7.83
"Currency","2012/02/23",7.83
"Currency","2012/02/22",7.82
"Currency","2012/02/21",7.80
"Currency","2012/02/20",7.78
"Currency","2012/02/17",7.78
"Currency","2012/02/16",7.76
"Currency","2012/02/15",7.76
"Currency","2012/02/14",7.76
"Currency","2012/02/13",7.76
"Currency","2012/02/10",7.76
"Currency","2012/02/09",7.75
"Currency","2012/02/08",7.77
"Currency","2012/02/07",7.78
"Currency","2012/02/06",7.79
"Currency","2012/02/03",7.77
"Currency","2012/02/02",7.74
"Currency","2012/02/01",7.76
"Currency","2012/01/31",7.78
"Currency","2012/01/30",7.81
"Currency","2012/01/27",7.81
"Currency","2012/01/26",7.81
"Currency","2012/01/25",7.81
"Currency","2012/01/24",7.81
"Currency","2012/01/23",7.81
"Currency","2012/01/20",7.78
"Currency","2012/01/19",7.77
"Currency","2012/01/18",7.77
"Currency","2012/01/17",7.78
"Currency","2012/01/16",7.81
"Currency","2012/01/13",7.82
"Currency","2012/01/12",7.83
"Currency","2012/01/11",7.83
"Currency","2012/01/10",7.82
"Currency","2012/01/09",7.85
"Currency","2012/01/06",7.86
"Currency","2012/01/05",7.84
"Currency","2012/01/04",7.82
"Currency","2012/01/03",7.81
"Currency","2012/01/02",7.81
"Currency","2011/12/30",7.81
"Currency","2011/12/29",7.81
"Currency","2011/12/28",7.82
"Currency","2011/12/27",7.82
"Currency","2011/12/26",7.83
"Currency","2011/12/23",7.83
"Currency","2011/12/22",7.83
"Currency","2011/12/21",7.80
"Currency","2011/12/20",7.79
"Currency","2011/12/19",7.78
"Currency","2011/12/16",7.78
"Currency","2011/12/15",7.78
"Currency","2011/12/14",7.79
"Currency","2011/12/13",7.79
"Currency","2011/12/12",7.79
"Currency","2011/12/09",7.78
"Currency","2011/12/08",7.78
"Currency","2011/12/07",7.79
"Currency","2011/12/06",7.81
"Currency","2011/12/05",7.82
"Currency","2011/12/02",7.85
"Currency","2011/12/01",7.86
"Currency","2011/11/30",7.87
"Currency","2011/11/29",7.86
"Currency","2011/11/28",7.83
"Currency","2011/11/25",7.82
"Currency","2011/11/24",7.82
"Currency","2011/11/23",7.82
"Currency","2011/11/22",7.80
"Currency","2011/11/21",7.79
"Currency","2011/11/18",7.80
"Currency","2011/11/17",7.81
"Currency","2011/11/16",7.79
"Currency","2011/11/15",7.78
"Currency","2011/11/14",7.79
"Currency","2011/11/11",7.79
"Currency","2011/11/10",7.81
"Currency","2011/11/09",7.82
"Currency","2011/11/08",7.82
"Currency","2011/11/07",7.83
"Currency","2011/11/04",7.84
"Currency","2011/11/03",7.83
"Currency","2011/11/02",7.84
"Currency","2011/11/01",7.84
"Currency","2011/10/31",7.84
"Currency","2011/10/28",7.85
"Currency","2011/10/27",7.85
"Currency","2011/10/26",7.84
"Currency","2011/10/25",7.81
"Currency","2011/10/24",7.80
"Currency","2011/10/21",7.81
"Currency","2011/10/20",7.82
"Currency","2011/10/19",7.82
"Currency","2011/10/18",7.83
"Currency","2011/10/17",7.85
"Currency","2011/10/14",7.86
"Currency","2011/10/13",7.87
"Currency","2011/10/12",7.88
"Currency","2011/10/11",7.88
"Currency","2011/10/10",7.88
"Currency","2011/10/07",7.88
"Currency","2011/10/06",7.88
"Currency","2011/10/05",7.89
"Currency","2011/10/04",7.88
"Currency","2011/10/03",7.88
"Currency","2011/09/30",7.87
"Currency","2011/09/29",7.86
"Currency","2011/09/28",7.86
"Currency","2011/09/27",7.86
"Currency","2011/09/26",7.87
"Currency","2011/09/23",7.83
"Currency","2011/09/22",7.83
"Currency","2011/09/21",7.82
"Currency","2011/09/20",7.82
"Currency","2011/09/19",7.83
"Currency","2011/09/16",7.84
"Currency","2011/09/15",7.83
"Currency","2011/09/14",7.83
"Currency","2011/09/13",7.85
"Currency","2011/09/12",7.86
"Currency","2011/09/09",7.86
"Currency","2011/09/08",7.88
"Currency","2011/09/07",7.87
"Currency","2011/09/06",7.87
"Currency","2011/09/05",7.85
"Currency","2011/09/02",7.85
"Currency","2011/09/01",7.84
"Currency","2011/08/31",7.82
"Currency","2011/08/30",7.84
"Currency","2011/08/29",7.86
"Currency","2011/08/26",7.85
"Currency","2011/08/25",7.83
"Currency","2011/08/24",7.84
"Currency","2011/08/23",7.84
"Currency","2011/08/22",7.84
"Currency","2011/08/19",7.82
"Currency","2011/08/18",7.81
"Currency","2011/08/17",7.83
"Currency","2011/08/16",7.84
"Currency","2011/08/15",7.81
"Currency","2011/08/12",7.85
"Currency","2011/08/11",7.86
"Currency","2011/08/10",7.85
"Currency","2011/08/09",7.83
"Currency","2011/08/08",7.83
"Currency","2011/08/05",7.80
"Currency","2011/08/04",7.80
"Currency","2011/08/03",7.80
"Currency","2011/08/02",7.79
"Currency","2011/08/01",7.78
"Currency","2011/07/29",7.79
"Currency","2011/07/28",7.78
"Currency","2011/07/27",7.77
"Currency","2011/07/26",7.76
"Currency","2011/07/25",7.77
"Currency","2011/07/22",7.79
"Currency","2011/07/21",7.78
"Currency","2011/07/20",7.74
"Currency","2011/07/19",7.74
"Currency","2011/07/18",7.74
"Currency","2011/07/15",7.74
"Currency","2011/07/14",7.73
"Currency","2011/07/13",7.73
"Currency","2011/07/12",7.74
"Currency","2011/07/11",7.76
"Currency","2011/07/08",7.77
"Currency","2011/07/07",7.79
"Currency","2011/07/06",7.79
"Currency","2011/07/05",7.78
"Currency","2011/07/04",7.77
"Currency","2011/07/01",7.77
"Currency","2011/06/30",7.77
"Currency","2011/06/29",7.77
"Currency","2011/06/28",7.78
"Currency","2011/06/27",7.81
"Currency","2011/06/24",7.81
"Currency","2011/06/23",7.79
"Currency","2011/06/22",7.76
"Currency","2011/06/21",7.74
"Currency","2011/06/20",7.73
"Currency","2011/06/17",7.74
"Currency","2011/06/16",7.75
"Currency","2011/06/15",7.78
"Currency","2011/06/14",7.80
"Currency","2011/06/13",7.82
"Currency","2011/06/10",7.84
"Currency","2011/06/09",7.85
"Currency","2011/06/08",7.85
"Currency","2011/06/07",7.85
"Currency","2011/06/06",7.84
"Currency","2011/06/03",7.81
"Currency","2011/06/02",7.79
"Currency","2011/06/01",7.79
"Currency","2011/05/31",7.80
"Currency","2011/05/30",7.79
"Currency","2011/05/27",7.78
"Currency","2011/05/26",7.76
"Currency","2011/05/25",7.73
"Currency","2011/05/24",7.72
"Currency","2011/05/23",7.72
"Currency","2011/05/20",7.68
"Currency","2011/05/19",7.65
"Currency","2011/05/18",7.62
"Currency","2011/05/17",7.60
"Currency","2011/05/16",7.59
"Currency","2011/05/13",7.59
"Currency","2011/05/12",7.59
"Currency","2011/05/11",7.59
"Currency","2011/05/10",7.58
"Currency","2011/05/09",7.58
"Currency","2011/05/06",7.58
"Currency","2011/05/05",7.58
"Currency","2011/05/04",7.58
"Currency","2011/05/03",7.58
"Currency","2011/05/02",7.58
"Currency","2011/04/29",7.58
"Currency","2011/04/28",7.59
"Currency","2011/04/27",7.61
"Currency","2011/04/26",7.60
"Currency","2011/04/25",7.59
"Currency","2011/04/22",7.59
"Currency","2011/04/21",7.59
"Currency","2011/04/20",7.59
"Currency","2011/04/19",7.61
"Currency","2011/04/18",7.61
"Currency","2011/04/15",7.63
"Currency","2011/04/14",7.63
"Currency","2011/04/13",7.67
"Currency","2011/04/12",7.66
"Currency","2011/04/11",7.68
"Currency","2011/04/08",7.67
"Currency","2011/04/07",7.66
"Currency","2011/04/06",7.65
"Currency","2011/04/05",7.65
"Currency","2011/04/04",7.65
"Currency","2011/04/01",7.68
"Currency","2011/03/31",7.69
"Currency","2011/03/30",7.71
"Currency","2011/03/29",7.69
"Currency","2011/03/28",7.68
"Currency","2011/03/25",7.68
"Currency","2011/03/24",7.69
"Currency","2011/03/23",7.69
"Currency","2011/03/22",7.69
"Currency","2011/03/21",7.69
"Currency","2011/03/18",7.69
"Currency","2011/03/17",7.69
"Currency","2011/03/16",7.71
"Currency","2011/03/15",7.70
"Currency","2011/03/14",7.70
"Currency","2011/03/11",7.71
"Currency","2011/03/10",7.72
"Currency","2011/03/09",7.72
"Currency","2011/03/08",7.75
"Currency","2011/03/07",7.76
"Currency","2011/03/04",7.77
"Currency","2011/03/03",7.77
"Currency","2011/03/02",7.77
"Currency","2011/03/01",7.78
"Currency","2011/02/28",7.78
"Currency","2011/02/25",7.77
"Currency","2011/02/24",7.77
"Currency","2011/02/23",7.77
"Currency","2011/02/22",7.77
"Currency","2011/02/21",7.80
"Currency","2011/02/18",7.78
"Currency","2011/02/17",7.77
"Currency","2011/02/16",7.77
"Currency","2011/02/15",7.78
"Currency","2011/02/14",7.78
"Currency","2011/02/11",7.79
"Currency","2011/02/10",7.81
"Currency","2011/02/09",7.84
"Currency","2011/02/08",7.85
"Currency","2011/02/07",7.85
"Currency","2011/02/04",7.85
"Currency","2011/02/03",7.84
"Currency","2011/02/02",7.85
"Currency","2011/02/01",7.86
"Currency","2011/01/31",7.88
"Currency","2011/01/28",7.90
"Currency","2011/01/27",7.92
"Currency","2011/01/26",7.92
"Currency","2011/01/25",7.93
"Currency","2011/01/24",7.95
"Currency","2011/01/21",7.95
"Currency","2011/01/20",7.96
"Currency","2011/01/19",7.96
"Currency","2011/01/18",7.96
"Currency","2011/01/17",7.97
"Currency","2011/01/14",7.97
"Currency","2011/01/13",7.98
"Currency","2011/01/12",7.96
"Currency","2011/01/11",7.98
"Currency","2011/01/10",8.00
"Currency","2011/01/07",8.01
"Currency","2011/01/06",8.01
"Currency","2011/01/05",8.03
"Currency","2011/01/04",8.01
"Currency","2011/01/03",8.02
"Currency","2010/12/31",8.02
"Currency","2010/12/30",8.02
"Currency","2010/12/29",8.00
"Currency","2010/12/28",7.98
"Currency","2010/12/27",7.97
"Currency","2010/12/24",7.94
"Currency","2010/12/23",7.94
"Currency","2010/12/22",7.93
"Currency","2010/12/21",7.96
"Currency","2010/12/20",7.97
"Currency","2010/12/17",7.96
"Currency","2010/12/16",7.95
"Currency","2010/12/15",7.97
"Currency","2010/12/14",7.98
"Currency","2010/12/13",7.99
"Currency","2010/12/10",7.99
"Currency","2010/12/09",7.99
"Currency","2010/12/08",7.99
"Currency","2010/12/07",8.00
"Currency","2010/12/06",8.00
"Currency","2010/12/03",7.99
"Currency","2010/12/02",7.98
"Currency","2010/12/01",7.98
"Currency","2010/11/30",7.99
"Currency","2010/11/29",8.00
"Currency","2010/11/26",8.01
"Currency","2010/11/25",8.01
"Currency","2010/11/24",8.01
"Currency","2010/11/23",8.02
"Currency","2010/11/22",8.02
"Currency","2010/11/19",8.03
"Currency","2010/11/18",8.02
"Currency","2010/11/17",8.02
"Currency","2010/11/16",8.00
"Currency","2010/11/15",8.00
"Currency","2010/11/12",8.01
"Currency","2010/11/11",8.01
"Currency","2010/11/10",8.03
"Currency","2010/11/09",8.02
"Currency","2010/11/08",8.00
"Currency","2010/11/05",7.99
"Currency","2010/11/04",8.00
"Currency","2010/11/03",8.01
"Currency","2010/11/02",8.03
"Currency","2010/11/01",8.04
"Currency","2010/10/29",8.04
"Currency","2010/10/28",8.06
"Currency","2010/10/27",8.06
"Currency","2010/10/26",8.05
"Currency","2010/10/25",8.02
"Currency","2010/10/22",8.01
"Currency","2010/10/21",8.02
"Currency","2010/10/20",8.04
"Currency","2010/10/19",8.04
"Currency","2010/10/18",8.06
"Currency","2010/10/15",8.06
"Currency","2010/10/14",8.07
"Currency","2010/10/13",8.08
"Currency","2010/10/12",8.09
"Currency","2010/10/11",8.09
"Currency","2010/10/08",8.10
"Currency","2010/10/07",8.11
"Currency","2010/10/06",8.12
"Currency","2010/10/05",8.13
"Currency","2010/10/04",8.13
"Currency","2010/10/01",8.14
"Currency","2010/09/30",8.14
"Currency","2010/09/29",8.14
"Currency","2010/09/28",8.13
"Currency","2010/09/27",8.11
"Currency","2010/09/24",8.10
"Currency","2010/09/23",8.10
"Currency","2010/09/22",8.09
"Currency","2010/09/21",8.08
"Currency","2010/09/20",8.08
"Currency","2010/09/17",8.07
"Currency","2010/09/16",8.06
"Currency","2010/09/15",8.07
"Currency","2010/09/14",8.06
"Currency","2010/09/13",8.06
"Currency","2010/09/10",8.07
"Currency","2010/09/09",8.06
"Currency","2010/09/08",8.05
"Currency","2010/09/07",8.05
"Currency","2010/09/06",8.03
"Currency","2010/09/03",8.03
"Currency","2010/09/02",8.02
"Currency","2010/09/01",8.06
"Currency","2010/08/31",8.07
"Currency","2010/08/30",8.06
"Currency","2010/08/27",8.05
"Currency","2010/08/26",8.04
"Currency","2010/08/25",8.04
"Currency","2010/08/24",8.03
"Currency","2010/08/23",8.03
"Currency","2010/08/20",8.03
"Currency","2010/08/19",8.02
"Currency","2010/08/18",7.91
"Currency","2010/08/17",8.00
"Currency","2010/08/16",8.00
"Currency","2010/08/13",8.00
"Currency","2010/08/12",8.00
"Currency","2010/08/11",8.00
"Currency","2010/08/10",8.00
"Currency","2010/08/09",7.99
"Currency","2010/08/06",8.00
"Currency","2010/08/05",8.01
"Currency","2010/08/04",8.00
"Currency","2010/08/03",8.01
"Currency","2010/08/02",8.02
"Currency","2010/07/30",8.02
"Currency","2010/07/29",8.03
"Currency","2010/07/28",8.04
"Currency","2010/07/27",8.03
"Currency","2010/07/26",8.03
"Currency","2010/07/23",8.01
"Currency","2010/07/22",8.00
"Currency","2010/07/21",8.00
"Currency","2010/07/20",7.99
"Currency","2010/07/19",7.97
"Currency","2010/07/16",7.96
"Currency","2010/07/15",7.97
"Currency","2010/07/14",7.98
"Currency","2010/07/13",7.99
"Currency","2010/07/12",7.99
"Currency","2010/07/09",8.00
"Currency","2010/07/08",8.02
"Currency","2010/07/07",8.02
"Currency","2010/07/06",8.02
"Currency","2010/07/05",8.03
"Currency","2010/07/02",8.04
"Currency","2010/07/01",8.03
"Currency","2010/06/30",8.03
"Currency","2010/06/29",8.03
"Currency","2010/06/28",8.02
"Currency","2010/06/25",8.02
"Currency","2010/06/24",8.00
"Currency","2010/06/23",8.00
"Currency","2010/06/22",8.00
"Currency","2010/06/21",8.00
"Currency","2010/06/18",8.00
"Currency","2010/06/17",8.00
"Currency","2010/06/16",8.00
"Currency","2010/06/15",8.00
"Currency","2010/06/14",8.01
"Currency","2010/06/11",8.02
"Currency","2010/06/10",8.02
"Currency","2010/06/09",8.02
"Currency","2010/06/08",8.02
"Currency","2010/06/07",8.02
"Currency","2010/06/04",8.01
"Currency","2010/06/03",8.01
"Currency","2010/06/02",8.01
"Currency","2010/06/01",8.01
"Currency","2010/05/31",8.00
"Currency","2010/05/28",8.01
"Currency","2010/05/27",8.01
"Currency","2010/05/26",8.00
"Currency","2010/05/25",8.00
"Currency","2010/05/24",8.00
"Currency","2010/05/21",7.99
"Currency","2010/05/20",7.99
"Currency","2010/05/19",7.99
"Currency","2010/05/18",7.99
"Currency","2010/05/17",7.99
"Currency","2010/05/14",8.00
"Currency","2010/05/13",8.00
"Currency","2010/05/12",8.00
"Currency","2010/05/11",8.00
"Currency","2010/05/10",8.01
"Currency","2010/05/07",8.01
"Currency","2010/05/06",8.00
"Currency","2010/05/05",8.01
"Currency","2010/05/04",8.01
"Currency","2010/05/03",8.02
"Currency","2010/04/30",8.02
"Currency","2010/04/29",8.03
"Currency","2010/04/28",8.02
"Currency","2010/04/27",8.01
"Currency","2010/04/26",8.00
"Currency","2010/04/23",8.00
"Currency","2010/04/22",8.00
"Currency","2010/04/21",8.00
"Currency","2010/04/20",7.99
"Currency","2010/04/19",8.00
"Currency","2010/04/16",8.01
"Currency","2010/04/15",8.01
"Currency","2010/04/14",8.00
"Currency","2010/04/13",7.99
"Currency","2010/04/12",8.00
"Currency","2010/04/09",8.01
"Currency","2010/04/08",8.01
"Currency","2010/04/07",8.01
"Currency","2010/04/06",7.98
"Currency","2010/04/05",7.98
"Currency","2010/04/02",7.99
"Currency","2010/04/01",7.99
"Currency","2010/03/31",7.99
"Currency","2010/03/30",8.00
"Currency","2010/03/29",8.03
"Currency","2010/03/26",8.02
"Currency","2010/03/25",8.02
"Currency","2010/03/24",7.99
"Currency","2010/03/23",7.99
"Currency","2010/03/22",8.00
"Currency","2010/03/19",8.02
"Currency","2010/03/18",8.04
"Currency","2010/03/17",8.00
"Currency","2010/03/16",8.00
"Currency","2010/03/15",8.03
"Currency","2010/03/12",8.05
"Currency","2010/03/11",8.05
"Currency","2010/03/10",8.06
"Currency","2010/03/09",8.05
"Currency","2010/03/08",8.02
"Currency","2010/03/05",8.02
"Currency","2010/03/04",8.03
"Currency","2010/03/03",8.11
"Currency","2010/03/02",8.11
"Currency","2010/03/01",8.16
"Currency","2010/02/26",8.16
"Currency","2010/02/25",8.04
"Currency","2010/02/24",8.19
"Currency","2010/02/23",8.19
"Currency","2010/02/22",8.19
"Currency","2010/02/19",8.19
"Currency","2010/02/18",8.19
"Currency","2010/02/17",8.19
"Currency","2010/02/16",8.19
"Currency","2010/02/15",8.16
"Currency","2010/02/12",8.16
"Currency","2010/02/11",8.17
"Currency","2010/02/10",8.19
"Currency","2010/02/09",8.21
"Currency","2010/02/08",8.24
"Currency","2010/02/05",8.24
"Currency","2010/02/04",8.26
"Currency","2010/02/03",8.29
"Currency","2010/02/02",8.29
"Currency","2010/02/01",8.32
"Currency","2010/01/29",8.32
"Currency","2010/01/28",8.34
"Currency","2010/01/27",8.36
"Currency","2010/01/26",8.36
"Currency","2010/01/25",8.36
"Currency","2010/01/22",8.36
"Currency","2010/01/21",8.34
"Currency","2010/01/20",8.34
"Currency","2010/01/19",8.33
"Currency","2010/01/18",8.37
"Currency","2010/01/15",8.37
"Currency","2010/01/14",8.37
"Currency","2010/01/13",8.37
"Currency","2010/01/12",8.36
"Currency","2010/01/11",8.34
"Currency","2010/01/08",8.34
"Currency","2010/01/07",8.34
"Currency","2010/01/06",8.33
"Currency","2010/01/05",8.33
"Currency","2010/01/04",8.33
"Currency","2010/01/01",8.33
"Currency","2009/12/31",8.33
"Currency","2009/12/30",8.33
"Currency","2009/12/29",8.32
"Currency","2009/12/28",8.32
"Currency","2009/12/25",8.32
"Currency","2009/12/24",8.32
"Currency","2009/12/23",8.31
"Currency","2009/12/22",8.31
"Currency","2009/12/21",8.32
"Currency","2009/12/18",8.30
"Currency","2009/12/17",8.30
"Currency","2009/12/16",8.30
"Currency","2009/12/15",8.31
"Currency","2009/12/14",8.30
"Currency","2009/12/11",8.30
"Currency","2009/12/10",8.30
"Currency","2009/12/09",8.29
"Currency","2009/12/08",8.29
"Currency","2009/12/07",8.29
"Currency","2009/12/04",8.29
"Currency","2009/12/03",8.29
"Currency","2009/12/02",8.29
"Currency","2009/12/01",8.29
"Currency","2009/11/30",8.29
"Currency","2009/11/27",8.29
"Currency","2009/11/26",8.29
"Currency","2009/11/25",8.29
"Currency","2009/11/24",8.29
"Currency","2009/11/23",8.29
"Currency","2009/11/20",8.28
"Currency","2009/11/19",8.28
"Currency","2009/11/18",8.28
"Currency","2009/11/17",8.28
"Currency","2009/11/16",8.28
"Currency","2009/11/13",8.28
"Currency","2009/11/12",8.28
"Currency","2009/11/11",8.28
"Currency","2009/11/10",8.27
"Currency","2009/11/09",8.27
"Currency","2009/11/06",8.27
"Currency","2009/11/05",8.29
"Currency","2009/11/04",8.29
"Currency","2009/11/03",8.29
"Currency","2009/11/02",8.29
"Currency","2009/10/30",8.29
"Currency","2009/10/29",8.31
"Currency","2009/10/28",8.33
"Currency","2009/10/27",8.33
"Currency","2009/10/26",8.35
"Currency","2009/10/23",8.33
"Currency","2009/10/22",8.34
"Currency","2009/10/21",8.34
"Currency","2009/10/20",8.35
"Currency","2009/10/19",8.36
