"Indicator","Time","Value (USD/DJF)"
"Currency","1997/09/11",155.00
"Currency","1997/09/10",155.00
"Currency","1997/09/09",155.00
"Currency","1997/09/08",155.00
"Currency","1997/09/05",155.00
"Currency","1997/09/04",155.00
"Currency","1997/09/03",155.00
"Currency","1997/09/02",155.00
"Currency","1997/09/01",155.00
"Currency","1997/08/29",155.00
"Currency","1997/08/28",155.00
"Currency","1997/08/27",155.00
"Currency","1997/08/26",155.00
"Currency","1997/08/25",155.00
"Currency","1997/08/22",155.00
"Currency","1997/08/21",155.00
"Currency","1997/08/20",155.00
"Currency","1997/08/19",155.00
"Currency","1997/08/18",155.00
"Currency","1997/08/15",155.00
"Currency","1997/08/14",155.00
"Currency","1997/08/13",155.00
"Currency","1997/08/12",155.00
"Currency","1997/08/11",155.00
"Currency","1997/08/08",155.00
"Currency","1997/08/07",155.00
"Currency","1997/08/06",155.00
"Currency","1997/08/05",155.00
"Currency","1997/08/04",155.00
"Currency","1997/08/01",155.00
"Currency","1997/07/31",155.00
"Currency","1997/07/30",155.00
"Currency","1997/07/29",155.00
"Currency","1997/07/28",155.00
"Currency","1997/07/25",155.00
"Currency","1997/07/24",155.00
"Currency","1997/07/23",155.00
"Currency","1997/07/22",155.00
"Currency","1997/07/21",155.00
"Currency","1997/07/18",155.00
"Currency","1997/07/17",155.00
"Currency","1997/07/16",155.00
"Currency","1997/07/15",155.00
"Currency","1997/07/14",155.00
"Currency","1997/07/11",155.00
"Currency","1997/07/10",155.00
"Currency","1997/07/09",155.00
"Currency","1997/07/08",155.00
"Currency","1997/07/07",155.00
"Currency","1997/07/04",155.00
"Currency","1997/07/03",155.00
"Currency","1997/07/02",155.00
"Currency","1997/07/01",155.00
"Currency","1997/06/30",155.00
"Currency","1997/06/27",155.00
"Currency","1997/06/26",155.00
"Currency","1997/06/25",155.00
"Currency","1997/06/24",155.00
"Currency","1997/06/23",155.00
"Currency","1997/06/20",155.00
"Currency","1997/06/19",155.00
"Currency","1997/06/18",155.00
"Currency","1997/06/17",155.00
"Currency","1997/06/16",155.00
"Currency","1997/06/13",155.00
"Currency","1997/06/12",155.00
"Currency","1997/06/11",155.00
"Currency","1997/06/10",155.00
"Currency","1997/06/09",155.00
"Currency","1997/06/06",155.00
"Currency","1997/06/05",155.00
"Currency","1997/06/04",155.00
"Currency","1997/06/03",155.00
"Currency","1997/06/02",155.00
"Currency","1997/05/30",155.00
"Currency","1997/05/29",155.00
"Currency","1997/05/28",177.72
"Currency","1997/05/27",177.72
"Currency","1997/05/26",177.72
"Currency","1997/05/23",177.72
"Currency","1997/05/22",150.00
"Currency","1997/05/21",150.00
"Currency","1997/05/20",150.00
"Currency","1997/05/19",150.00
"Currency","1997/05/16",150.00
"Currency","1997/05/15",155.00
"Currency","1997/05/14",155.00
"Currency","1997/05/13",155.00
"Currency","1997/05/12",155.00
"Currency","1997/05/09",155.00
"Currency","1997/05/08",155.00
"Currency","1997/05/07",155.00
"Currency","1997/05/06",155.00
"Currency","1997/05/05",155.00
"Currency","1997/05/02",155.00
"Currency","1997/05/01",157.00
"Currency","1997/04/30",157.00
"Currency","1997/04/29",157.00
"Currency","1997/04/28",157.00
"Currency","1997/04/25",157.00
"Currency","1997/04/24",162.00
"Currency","1997/04/23",162.00
"Currency","1997/04/22",162.00
"Currency","1997/04/21",162.00
"Currency","1997/04/18",162.00
"Currency","1997/04/17",162.00
"Currency","1997/04/16",162.00
"Currency","1997/04/15",162.00
"Currency","1997/04/14",162.00
"Currency","1997/04/11",162.00
"Currency","1997/04/10",162.00
"Currency","1997/04/09",162.00
"Currency","1997/04/08",162.00
"Currency","1997/04/07",162.00
"Currency","1997/04/04",162.00
"Currency","1997/04/03",162.00
"Currency","1997/04/02",162.00
"Currency","1997/04/01",162.00
"Currency","1997/03/31",162.00
"Currency","1997/03/28",162.00
"Currency","1997/03/27",162.00
"Currency","1997/03/26",162.00
"Currency","1997/03/25",162.00
"Currency","1997/03/24",162.00
"Currency","1997/03/21",162.00
"Currency","1997/03/20",162.00
"Currency","1997/03/19",162.00
"Currency","1997/03/18",162.00
"Currency","1997/03/17",162.00
"Currency","1997/03/14",162.00
"Currency","1997/03/13",162.00
"Currency","1997/03/12",162.00
"Currency","1997/03/11",162.00
"Currency","1997/03/10",162.00
"Currency","1997/03/07",160.00
"Currency","1997/03/06",160.00
"Currency","1997/03/05",160.00
"Currency","1997/03/04",160.00
"Currency","1997/03/03",160.00
"Currency","1997/02/28",160.00
"Currency","1997/02/27",160.00
"Currency","1997/02/26",160.00
"Currency","1997/02/25",160.00
"Currency","1997/02/24",160.00
"Currency","1997/02/21",160.00
"Currency","1997/02/20",160.00
"Currency","1997/02/19",169.25
"Currency","1997/02/18",169.25
"Currency","1997/02/17",169.25
"Currency","1997/02/14",169.25
"Currency","1997/02/13",169.25
"Currency","1997/02/12",169.25
"Currency","1997/02/11",169.25
"Currency","1997/02/10",169.25
"Currency","1997/02/07",160.00
"Currency","1997/02/06",160.00
"Currency","1997/02/05",160.00
"Currency","1997/02/04",160.00
"Currency","1997/02/03",160.00
"Currency","1997/01/31",160.00
"Currency","1997/01/30",160.00
"Currency","1997/01/29",160.00
"Currency","1997/01/28",160.00
"Currency","1997/01/27",160.00
"Currency","1997/01/24",160.00
"Currency","1997/01/23",160.00
"Currency","1997/01/22",160.00
"Currency","1997/01/21",160.00
"Currency","1997/01/20",160.00
"Currency","1997/01/17",160.00
"Currency","1997/01/16",160.00
"Currency","1997/01/15",160.00
"Currency","1997/01/14",160.00
"Currency","1997/01/13",160.00
"Currency","1997/01/10",160.00
"Currency","1997/01/09",160.00
"Currency","1997/01/08",160.00
"Currency","1997/01/07",160.00
"Currency","1997/01/06",160.00
"Currency","1997/01/03",160.00
"Currency","1997/01/02",160.00
"Currency","1997/01/01",160.00
"Currency","1996/12/31",160.00
"Currency","1996/12/30",160.00
"Currency","1996/12/27",160.00
"Currency","1996/12/26",160.00
"Currency","1996/12/25",160.00
"Currency","1996/12/24",160.00
"Currency","1996/12/23",160.00
"Currency","1996/12/20",160.00
"Currency","1996/12/19",160.00
"Currency","1996/12/18",160.00
"Currency","1996/12/17",160.00
"Currency","1996/12/16",160.00
"Currency","1996/12/13",160.00
"Currency","1996/12/12",160.00
"Currency","1996/12/11",160.00
"Currency","1996/12/10",160.00
"Currency","1996/12/09",160.00
"Currency","1996/12/06",160.00
"Currency","1996/12/05",160.00
"Currency","1996/12/04",160.00
"Currency","1996/12/03",160.00
"Currency","1996/12/02",160.00
"Currency","1996/11/29",160.00
"Currency","1996/11/28",160.00
"Currency","1996/11/27",160.00
"Currency","1996/11/26",160.00
"Currency","1996/11/25",160.00
"Currency","1996/11/22",160.00
"Currency","1996/11/21",160.00
"Currency","1996/11/20",160.00
"Currency","1996/11/19",160.00
"Currency","1996/11/18",160.00
"Currency","1996/11/15",160.00
"Currency","1996/11/14",165.00
"Currency","1996/11/13",165.00
"Currency","1996/11/12",165.00
"Currency","1996/11/11",165.00
"Currency","1996/11/08",165.00
"Currency","1996/11/07",165.00
"Currency","1996/11/06",165.00
"Currency","1996/11/05",165.00
"Currency","1996/11/04",165.00
"Currency","1996/11/01",165.00
"Currency","1996/10/31",165.00
"Currency","1996/10/30",165.00
"Currency","1996/10/29",165.00
"Currency","1996/10/28",165.00
"Currency","1996/10/25",165.00
"Currency","1996/10/24",165.00
"Currency","1996/10/23",165.00
"Currency","1996/10/22",165.00
"Currency","1996/10/21",165.00
"Currency","1996/10/18",165.00
"Currency","1996/10/17",165.00
"Currency","1996/10/16",165.00
"Currency","1996/10/15",165.00
"Currency","1996/10/14",165.00
"Currency","1996/10/11",165.00
"Currency","1996/10/10",165.00
"Currency","1996/10/09",165.00
"Currency","1996/10/08",165.00
"Currency","1996/10/07",165.00
"Currency","1996/10/04",165.00
"Currency","1996/10/03",165.00
"Currency","1996/10/02",165.00
"Currency","1996/10/01",165.00
"Currency","1996/09/30",165.00
"Currency","1996/09/27",165.00
"Currency","1996/09/26",165.00
"Currency","1996/09/25",165.00
"Currency","1996/09/24",165.00
"Currency","1996/09/23",165.00
"Currency","1996/09/20",165.00
"Currency","1996/09/19",165.00
"Currency","1996/09/18",165.00
"Currency","1996/09/17",165.00
"Currency","1996/09/16",165.00
"Currency","1996/09/13",165.00
"Currency","1996/09/12",165.00
"Currency","1996/09/11",165.00
"Currency","1996/09/10",165.00
"Currency","1996/09/09",165.00
"Currency","1996/09/06",165.00
"Currency","1996/09/05",165.00
"Currency","1996/09/04",165.00
"Currency","1996/09/03",165.00
"Currency","1996/09/02",165.00
"Currency","1996/08/30",165.00
"Currency","1996/08/29",165.00
"Currency","1996/08/28",165.00
"Currency","1996/08/27",165.00
"Currency","1996/08/26",165.00
"Currency","1996/08/23",165.00
"Currency","1996/08/22",165.00
"Currency","1996/08/21",165.00
"Currency","1996/08/20",165.00
"Currency","1996/08/19",165.00
"Currency","1996/08/16",165.00
"Currency","1996/08/15",165.00
"Currency","1996/08/14",165.00
"Currency","1996/08/13",165.00
"Currency","1996/08/12",165.00
"Currency","1996/08/09",165.00
"Currency","1996/08/08",165.00
"Currency","1996/08/07",165.00
"Currency","1996/08/06",165.00
"Currency","1996/08/05",165.00
"Currency","1996/08/02",165.00
"Currency","1996/08/01",165.00
"Currency","1996/07/31",165.00
"Currency","1996/07/30",165.00
"Currency","1996/07/29",165.00
"Currency","1996/07/26",165.00
"Currency","1996/07/25",165.00
"Currency","1996/07/24",165.00
"Currency","1996/07/23",165.00
"Currency","1996/07/22",165.00
"Currency","1996/07/19",165.00
"Currency","1996/07/18",165.00
"Currency","1996/07/17",165.00
"Currency","1996/07/16",165.00
"Currency","1996/07/15",165.00
"Currency","1996/07/12",165.00
"Currency","1996/07/11",165.00
"Currency","1996/07/10",165.00
"Currency","1996/07/09",165.00
"Currency","1996/07/08",165.00
"Currency","1996/07/05",165.00
"Currency","1996/07/04",165.00
"Currency","1996/07/03",165.00
"Currency","1996/07/02",165.00
"Currency","1996/07/01",165.00
"Currency","1996/06/28",165.00
"Currency","1996/06/27",165.00
"Currency","1996/06/26",165.00
"Currency","1996/06/25",165.00
"Currency","1996/06/24",165.00
"Currency","1996/06/21",165.00
"Currency","1996/06/20",165.00
"Currency","1996/06/19",165.00
"Currency","1996/06/18",165.00
"Currency","1996/06/17",165.00
"Currency","1996/06/14",165.00
"Currency","1996/06/13",177.72
"Currency","1996/06/12",177.72
"Currency","1996/06/11",177.72
"Currency","1996/06/10",177.72
"Currency","1996/06/07",172.72
"Currency","1996/06/06",172.72
"Currency","1996/06/05",172.72
"Currency","1996/06/04",172.72
"Currency","1996/06/03",172.72
"Currency","1996/05/31",172.72
"Currency","1996/05/30",160.00
"Currency","1996/05/29",160.00
"Currency","1996/05/28",160.00
"Currency","1996/05/27",160.00
"Currency","1996/05/24",160.00
"Currency","1996/05/23",160.00
"Currency","1996/05/22",160.00
"Currency","1996/05/21",160.00
"Currency","1996/05/20",160.00
"Currency","1996/05/17",160.00
"Currency","1996/05/16",160.00
"Currency","1996/05/15",160.00
"Currency","1996/05/14",160.00
"Currency","1996/05/13",160.00
"Currency","1996/05/10",160.00
"Currency","1996/05/09",160.00
"Currency","1996/05/08",160.00
"Currency","1996/05/07",160.00
"Currency","1996/05/06",160.00
"Currency","1996/05/03",160.00
"Currency","1996/05/02",160.00
"Currency","1996/05/01",160.00
"Currency","1996/04/30",160.00
"Currency","1996/04/29",160.00
"Currency","1996/04/26",160.00
"Currency","1996/04/25",175.00
"Currency","1996/04/24",175.00
"Currency","1996/04/23",175.00
"Currency","1996/04/22",175.00
"Currency","1996/04/19",177.72
"Currency","1996/04/18",177.72
"Currency","1996/04/17",177.72
"Currency","1996/04/16",177.72
"Currency","1996/04/15",177.72
"Currency","1996/04/12",177.72
"Currency","1996/04/11",177.72
"Currency","1996/04/10",177.72
"Currency","1996/04/09",177.72
"Currency","1996/04/08",177.72
"Currency","1996/04/05",177.72
"Currency","1996/04/04",177.20
"Currency","1996/04/03",177.72
"Currency","1996/04/02",177.72
"Currency","1996/04/01",177.72
"Currency","1996/03/29",177.72
"Currency","1996/03/28",177.72
"Currency","1996/03/27",177.72
"Currency","1996/03/26",177.72
"Currency","1996/03/25",177.72
"Currency","1996/03/22",177.72
"Currency","1996/03/21",177.72
"Currency","1996/03/20",177.72
"Currency","1996/03/19",177.72
"Currency","1996/03/18",177.72
"Currency","1996/03/15",177.72
"Currency","1996/03/14",177.72
"Currency","1996/03/13",177.72
"Currency","1996/03/12",177.72
"Currency","1996/03/11",177.72
"Currency","1996/03/08",177.72
"Currency","1996/03/07",177.72
"Currency","1996/03/06",177.72
"Currency","1996/03/05",177.72
"Currency","1996/03/04",177.72
"Currency","1996/03/01",177.72
"Currency","1996/02/29",177.72
"Currency","1996/02/28",177.72
"Currency","1996/02/27",177.72
"Currency","1996/02/26",177.72
"Currency","1996/02/23",177.72
"Currency","1996/02/22",177.72
"Currency","1996/02/21",177.72
"Currency","1996/02/20",177.72
"Currency","1996/02/19",177.72
"Currency","1996/02/16",160.00
"Currency","1996/02/15",160.00
"Currency","1996/02/14",160.00
"Currency","1996/02/13",160.00
"Currency","1996/02/12",160.00
"Currency","1996/02/09",160.00
"Currency","1996/02/08",160.00
"Currency","1996/02/07",160.00
"Currency","1996/02/06",160.00
"Currency","1996/02/05",160.00
"Currency","1996/02/02",160.00
"Currency","1996/02/01",160.00
"Currency","1996/01/31",160.00
"Currency","1996/01/30",160.00
"Currency","1996/01/29",160.00
"Currency","1996/01/26",160.00
"Currency","1996/01/25",160.00
"Currency","1996/01/24",160.00
"Currency","1996/01/23",160.00
"Currency","1996/01/22",160.00
"Currency","1996/01/19",160.00
"Currency","1996/01/18",160.00
"Currency","1996/01/17",160.00
"Currency","1996/01/16",160.00
"Currency","1996/01/15",160.00
"Currency","1996/01/12",160.00
"Currency","1996/01/11",160.00
"Currency","1996/01/10",160.00
"Currency","1996/01/09",160.00
"Currency","1996/01/08",160.00
"Currency","1996/01/05",160.00
"Currency","1996/01/04",160.00
"Currency","1996/01/03",160.00
"Currency","1996/01/02",160.00
"Currency","1996/01/01",160.00
"Currency","1995/12/29",160.00
"Currency","1995/12/28",160.00
"Currency","1995/12/27",160.00
"Currency","1995/12/26",160.00
"Currency","1995/12/25",160.00
"Currency","1995/12/22",160.00
"Currency","1995/12/21",160.00
"Currency","1995/12/20",160.00
"Currency","1995/12/19",160.00
"Currency","1995/12/18",160.00
"Currency","1995/12/15",160.00
"Currency","1995/12/14",160.00
"Currency","1995/12/13",160.00
"Currency","1995/12/12",160.00
"Currency","1995/12/11",160.00
"Currency","1995/12/08",160.00
"Currency","1995/12/07",160.00
"Currency","1995/12/06",160.00
"Currency","1995/12/05",160.00
"Currency","1995/12/04",160.00
"Currency","1995/12/01",160.00
"Currency","1995/11/30",160.00
"Currency","1995/11/29",160.00
"Currency","1995/11/28",160.00
"Currency","1995/11/27",160.00
"Currency","1995/11/24",160.00
"Currency","1995/11/23",160.00
"Currency","1995/11/22",160.00
"Currency","1995/11/21",160.00
"Currency","1995/11/20",160.00
"Currency","1995/11/17",165.00
"Currency","1995/11/16",165.00
"Currency","1995/11/15",165.00
"Currency","1995/11/14",165.00
"Currency","1995/11/13",165.00
"Currency","1995/11/10",165.00
"Currency","1995/11/09",165.00
"Currency","1995/11/08",175.00
"Currency","1995/11/07",175.00
"Currency","1995/11/06",175.00
"Currency","1995/11/03",175.00
"Currency","1995/11/02",175.00
"Currency","1995/11/01",175.00
"Currency","1995/10/31",175.00
"Currency","1995/10/30",175.00
"Currency","1995/10/27",175.00
"Currency","1995/10/26",175.00
"Currency","1995/10/25",175.00
"Currency","1995/10/24",175.00
"Currency","1995/10/23",175.00
"Currency","1995/10/20",175.00
"Currency","1995/10/19",175.00
"Currency","1995/10/18",175.00
"Currency","1995/10/17",175.00
"Currency","1995/10/16",175.00
"Currency","1995/10/13",175.00
"Currency","1995/10/12",175.00
"Currency","1995/10/11",175.00
"Currency","1995/10/10",175.00
"Currency","1995/10/09",175.00
"Currency","1995/10/06",175.00
"Currency","1995/10/05",175.00
"Currency","1995/10/04",175.00
"Currency","1995/10/03",175.00
"Currency","1995/10/02",175.00
"Currency","1995/09/29",175.00
"Currency","1995/09/28",175.00
"Currency","1995/09/27",175.00
"Currency","1995/09/26",175.00
"Currency","1995/09/25",175.00
"Currency","1995/09/22",175.00
"Currency","1995/09/21",175.00
"Currency","1995/09/20",175.00
"Currency","1995/09/19",175.00
"Currency","1995/09/18",175.00
"Currency","1995/09/15",175.00
"Currency","1995/09/14",175.00
"Currency","1995/09/13",175.00
"Currency","1995/09/12",175.00
"Currency","1995/09/11",175.00
"Currency","1995/09/08",175.00
"Currency","1995/09/07",175.00
"Currency","1995/09/06",175.00
"Currency","1995/09/05",175.00
"Currency","1995/09/04",175.00
"Currency","1995/09/01",175.00
"Currency","1995/08/31",175.00
"Currency","1995/08/30",175.00
"Currency","1995/08/29",175.00
"Currency","1995/08/28",175.00
"Currency","1995/08/25",175.00
"Currency","1995/08/24",175.00
"Currency","1995/08/23",175.00
"Currency","1995/08/22",175.00
"Currency","1995/08/21",175.00
"Currency","1995/08/18",175.00
"Currency","1995/08/17",175.00
"Currency","1995/08/16",175.00
"Currency","1995/08/15",175.00
"Currency","1995/08/14",175.00
"Currency","1995/08/11",175.00
"Currency","1995/08/10",175.00
"Currency","1995/08/09",175.00
"Currency","1995/08/08",175.00
"Currency","1995/08/07",175.00
"Currency","1995/08/04",175.00
"Currency","1995/08/03",175.00
"Currency","1995/08/02",175.00
"Currency","1995/08/01",175.00
"Currency","1995/07/31",175.00
"Currency","1995/07/28",175.00
"Currency","1995/07/27",175.00
"Currency","1995/07/26",175.00
"Currency","1995/07/25",175.00
"Currency","1995/07/24",175.00
"Currency","1995/07/21",175.00
"Currency","1995/07/20",175.00
"Currency","1995/07/19",175.00
"Currency","1995/07/18",175.00
"Currency","1995/07/17",175.00
"Currency","1995/07/14",175.00
"Currency","1995/07/13",175.00
"Currency","1995/07/12",175.00
"Currency","1995/07/11",175.00
"Currency","1995/07/10",175.00
"Currency","1995/07/07",175.00
"Currency","1995/07/06",175.00
"Currency","1995/07/05",175.00
"Currency","1995/07/04",175.00
"Currency","1995/07/03",175.00
"Currency","1995/06/30",175.00
"Currency","1995/06/29",175.00
"Currency","1995/06/28",175.00
"Currency","1995/06/27",175.00
"Currency","1995/06/26",175.00
"Currency","1995/06/23",175.00
"Currency","1995/06/22",175.00
"Currency","1995/06/21",175.00
"Currency","1995/06/20",175.00
"Currency","1995/06/19",175.00
"Currency","1995/06/16",175.00
"Currency","1995/06/15",175.00
"Currency","1995/06/14",175.00
"Currency","1995/06/13",175.00
"Currency","1995/06/12",175.00
"Currency","1995/06/09",175.00
"Currency","1995/06/08",175.00
"Currency","1995/06/07",175.00
"Currency","1995/06/06",175.00
"Currency","1995/06/05",175.00
"Currency","1995/06/02",175.00
"Currency","1995/06/01",175.00
"Currency","1995/05/31",175.00
"Currency","1995/05/30",175.00
"Currency","1995/05/29",175.00
"Currency","1995/05/26",170.00
"Currency","1995/05/25",170.00
"Currency","1995/05/24",170.00
"Currency","1995/05/23",170.00
"Currency","1995/05/22",170.00
"Currency","1995/05/19",170.00
"Currency","1995/05/18",170.00
"Currency","1995/05/17",170.00
"Currency","1995/05/16",170.00
"Currency","1995/05/15",170.00
"Currency","1995/05/12",170.00
"Currency","1995/05/11",170.00
"Currency","1995/05/10",170.00
"Currency","1995/05/09",170.00
"Currency","1995/05/08",170.00
"Currency","1995/05/05",170.00
"Currency","1995/05/04",170.00
"Currency","1995/05/03",170.00
"Currency","1995/05/02",170.00
"Currency","1995/05/01",170.00
"Currency","1995/04/28",170.00
"Currency","1995/04/27",170.00
"Currency","1995/04/26",170.00
"Currency","1995/04/25",170.00
"Currency","1995/04/24",170.00
"Currency","1995/04/21",170.00
"Currency","1995/04/20",170.00
"Currency","1995/04/19",170.00
"Currency","1995/04/18",170.00
"Currency","1995/04/17",170.00
"Currency","1995/04/14",170.00
"Currency","1995/04/13",170.00
"Currency","1995/04/12",170.00
"Currency","1995/04/11",170.00
"Currency","1995/04/10",170.00
"Currency","1995/04/07",170.00
"Currency","1995/04/06",170.00
"Currency","1995/04/05",170.00
"Currency","1995/04/04",170.00
"Currency","1995/04/03",170.00
"Currency","1995/03/31",170.00
"Currency","1995/03/30",170.00
"Currency","1995/03/29",170.00
"Currency","1995/03/28",170.00
"Currency","1995/03/27",170.00
"Currency","1995/03/24",170.00
"Currency","1995/03/23",170.00
"Currency","1995/03/22",170.00
"Currency","1995/03/21",170.00
"Currency","1995/03/20",170.00
"Currency","1995/03/17",170.00
"Currency","1995/03/16",170.00
"Currency","1995/03/15",170.00
"Currency","1995/03/14",170.00
"Currency","1995/03/13",170.00
"Currency","1995/03/10",170.00
"Currency","1995/03/09",170.00
"Currency","1995/03/08",170.00
"Currency","1995/03/07",170.00
"Currency","1995/03/06",170.00
"Currency","1995/03/03",170.00
"Currency","1995/03/02",170.00
"Currency","1995/03/01",170.00
"Currency","1995/02/28",170.00
"Currency","1995/02/27",170.00
"Currency","1995/02/24",170.00
"Currency","1995/02/23",170.00
"Currency","1995/02/22",175.00
"Currency","1995/02/21",175.00
"Currency","1995/02/20",175.00
"Currency","1995/02/17",175.00
"Currency","1995/02/16",175.00
"Currency","1995/02/15",175.00
"Currency","1995/02/14",175.00
"Currency","1995/02/13",175.00
"Currency","1995/02/10",175.00
"Currency","1995/02/09",175.00
"Currency","1995/02/08",175.00
"Currency","1995/02/07",175.00
"Currency","1995/02/06",175.00
"Currency","1995/02/03",175.00
"Currency","1995/02/02",175.00
"Currency","1995/02/01",175.00
"Currency","1995/01/31",175.00
"Currency","1995/01/30",175.00
"Currency","1995/01/27",175.00
"Currency","1995/01/26",175.00
"Currency","1995/01/25",175.00
"Currency","1995/01/24",175.00
"Currency","1995/01/23",175.00
"Currency","1995/01/20",175.00
"Currency","1995/01/19",175.00
"Currency","1995/01/18",175.00
"Currency","1995/01/17",175.00
"Currency","1995/01/16",175.00
"Currency","1995/01/13",175.00
"Currency","1995/01/12",175.00
"Currency","1995/01/11",175.00
"Currency","1995/01/10",175.00
"Currency","1995/01/09",175.00
"Currency","1995/01/06",175.00
"Currency","1995/01/05",175.00
"Currency","1995/01/04",175.00
"Currency","1995/01/03",175.00
"Currency","1995/01/02",175.00
"Currency","1994/12/30",175.00
"Currency","1994/12/29",175.00
"Currency","1994/12/28",175.00
"Currency","1994/12/27",175.00
"Currency","1994/12/26",175.00
"Currency","1994/12/23",175.00
"Currency","1994/12/22",175.00
"Currency","1994/12/21",175.00
"Currency","1994/12/20",175.00
"Currency","1994/12/19",175.00
"Currency","1994/12/16",175.00
"Currency","1994/12/15",175.00
"Currency","1994/12/14",175.00
"Currency","1994/12/13",175.00
"Currency","1994/12/12",175.00
"Currency","1994/12/09",175.00
"Currency","1994/12/08",175.00
"Currency","1994/12/07",175.00
"Currency","1994/12/06",175.00
"Currency","1994/12/05",175.00
"Currency","1994/12/02",175.00
"Currency","1994/12/01",175.00
"Currency","1994/11/30",175.00
"Currency","1994/11/29",175.00
"Currency","1994/11/28",175.00
"Currency","1994/11/25",175.00
"Currency","1994/11/24",175.00
"Currency","1994/11/23",175.00
"Currency","1994/11/22",175.00
"Currency","1994/11/21",175.00
"Currency","1994/11/18",175.00
"Currency","1994/11/17",175.00
"Currency","1994/11/16",175.00
"Currency","1994/11/15",175.00
"Currency","1994/11/14",175.00
"Currency","1994/11/11",175.00
"Currency","1994/11/10",175.00
"Currency","1994/11/09",175.00
"Currency","1994/11/08",175.00
"Currency","1994/11/07",175.00
"Currency","1994/11/04",175.00
"Currency","1994/11/03",175.00
"Currency","1994/11/02",175.00
"Currency","1994/11/01",175.00
"Currency","1994/10/31",175.00
"Currency","1994/10/28",175.00
"Currency","1994/10/27",175.00
"Currency","1994/10/26",175.00
"Currency","1994/10/25",175.00
"Currency","1994/10/24",175.00
"Currency","1994/10/21",175.00
"Currency","1994/10/20",175.00
"Currency","1994/10/19",175.00
"Currency","1994/10/18",175.00
"Currency","1994/10/17",175.00
"Currency","1994/10/14",173.00
"Currency","1994/10/13",173.00
"Currency","1994/10/12",173.00
"Currency","1994/10/11",173.00
"Currency","1994/10/10",173.00
"Currency","1994/10/07",173.00
"Currency","1994/10/06",173.00
"Currency","1994/10/05",173.00
"Currency","1994/10/04",173.00
"Currency","1994/10/03",173.00
"Currency","1994/09/30",173.00
"Currency","1994/09/29",173.00
"Currency","1994/09/28",173.00
"Currency","1994/09/27",173.00
"Currency","1994/09/26",173.00
"Currency","1994/09/23",173.00
"Currency","1994/09/22",173.00
"Currency","1994/09/21",173.00
"Currency","1994/09/20",173.00
"Currency","1994/09/19",173.00
"Currency","1994/09/16",172.00
"Currency","1994/09/15",172.00
"Currency","1994/09/14",172.00
"Currency","1994/09/13",172.00
"Currency","1994/09/12",172.00
"Currency","1994/09/09",172.00
"Currency","1994/09/08",172.00
"Currency","1994/09/07",172.00
"Currency","1994/09/06",172.00
"Currency","1994/09/05",172.00
"Currency","1994/09/02",172.00
"Currency","1994/09/01",172.00
"Currency","1994/08/31",172.00
"Currency","1994/08/30",172.00
"Currency","1994/08/29",172.00
"Currency","1994/08/26",172.00
"Currency","1994/08/25",172.00
"Currency","1994/08/24",172.00
"Currency","1994/08/23",172.00
"Currency","1994/08/22",172.00
"Currency","1994/08/19",172.00
"Currency","1994/08/18",172.00
"Currency","1994/08/17",172.00
"Currency","1994/08/16",172.00
"Currency","1994/08/15",172.00
"Currency","1994/08/12",172.00
"Currency","1994/08/11",172.00
"Currency","1994/08/10",172.00
"Currency","1994/08/09",172.00
"Currency","1994/08/08",172.00
"Currency","1994/08/05",172.00
"Currency","1994/08/04",172.00
"Currency","1994/08/03",172.00
"Currency","1994/08/02",172.00
"Currency","1994/08/01",172.00
"Currency","1994/07/29",172.00
"Currency","1994/07/28",172.00
"Currency","1994/07/27",172.00
"Currency","1994/07/26",172.00
"Currency","1994/07/25",172.00
"Currency","1994/07/22",172.00
"Currency","1994/07/21",172.00
"Currency","1994/07/20",172.00
"Currency","1994/07/19",172.00
"Currency","1994/07/18",172.00
"Currency","1994/07/15",172.00
"Currency","1994/07/14",172.00
"Currency","1994/07/13",172.00
"Currency","1994/07/12",172.00
"Currency","1994/07/11",172.00
"Currency","1994/07/08",172.00
"Currency","1994/07/07",172.00
"Currency","1994/07/06",172.00
"Currency","1994/07/05",172.00
"Currency","1994/07/04",172.00
"Currency","1994/07/01",172.00
"Currency","1994/06/30",172.00
"Currency","1994/06/29",172.00
"Currency","1994/06/28",172.00
"Currency","1994/06/27",172.00
"Currency","1994/06/24",172.00
"Currency","1994/06/23",172.00
"Currency","1994/06/22",172.00
"Currency","1994/06/21",172.00
"Currency","1994/06/20",172.00
"Currency","1994/06/17",172.00
"Currency","1994/06/16",172.00
"Currency","1994/06/15",172.00
"Currency","1994/06/14",172.00
"Currency","1994/06/13",172.00
"Currency","1994/06/10",172.00
"Currency","1994/06/09",172.00
"Currency","1994/06/08",172.00
"Currency","1994/06/07",172.00
"Currency","1994/06/06",172.00
"Currency","1994/06/03",172.00
"Currency","1994/06/02",172.00
"Currency","1994/06/01",172.00
"Currency","1994/05/31",172.00
"Currency","1994/05/30",172.00
"Currency","1994/05/27",172.00
"Currency","1994/05/26",172.00
"Currency","1994/05/25",172.00
"Currency","1994/05/24",172.00
"Currency","1994/05/23",172.00
"Currency","1994/05/20",172.00
"Currency","1994/05/19",172.00
"Currency","1994/05/18",172.00
"Currency","1994/05/17",172.00
"Currency","1994/05/16",172.00
"Currency","1994/05/13",172.00
"Currency","1994/05/12",172.00
"Currency","1994/05/11",172.00
"Currency","1994/05/10",172.00
