"Indicator","Time","Value (USD/DJF)"
"Currency","2011/10/17",175.00
"Currency","2011/10/14",174.75
"Currency","2011/10/13",175.00
"Currency","2011/10/12",174.90
"Currency","2011/10/11",174.90
"Currency","2011/10/10",174.75
"Currency","2011/10/07",175.00
"Currency","2011/10/06",174.90
"Currency","2011/10/05",175.00
"Currency","2011/10/04",175.00
"Currency","2011/10/03",175.00
"Currency","2011/09/30",174.95
"Currency","2011/09/29",175.00
"Currency","2011/09/28",174.90
"Currency","2011/09/27",175.00
"Currency","2011/09/26",175.00
"Currency","2011/09/23",175.00
"Currency","2011/09/22",174.75
"Currency","2011/09/21",174.90
"Currency","2011/09/20",174.90
"Currency","2011/09/19",174.75
"Currency","2011/09/16",174.95
"Currency","2011/09/15",174.75
"Currency","2011/09/14",174.95
"Currency","2011/09/13",175.00
"Currency","2011/09/12",175.00
"Currency","2011/09/09",175.00
"Currency","2011/09/08",175.00
"Currency","2011/09/07",175.00
"Currency","2011/09/06",174.90
"Currency","2011/09/05",174.75
"Currency","2011/09/02",174.95
"Currency","2011/09/01",174.95
"Currency","2011/08/31",175.00
"Currency","2011/08/30",174.85
"Currency","2011/08/29",174.95
"Currency","2011/08/26",174.90
"Currency","2011/08/25",174.75
"Currency","2011/08/24",174.80
"Currency","2011/08/23",174.75
"Currency","2011/08/22",174.75
"Currency","2011/08/19",174.80
"Currency","2011/08/18",174.90
"Currency","2011/08/17",174.90
"Currency","2011/08/16",174.90
"Currency","2011/08/15",174.90
"Currency","2011/08/12",174.90
"Currency","2011/08/11",174.90
"Currency","2011/08/10",174.90
"Currency","2011/08/09",174.90
"Currency","2011/08/08",174.90
"Currency","2011/08/05",174.90
"Currency","2011/08/04",174.90
"Currency","2011/08/03",174.90
"Currency","2011/08/02",174.90
"Currency","2011/08/01",174.90
"Currency","2011/07/29",174.90
"Currency","2011/07/28",174.90
"Currency","2011/07/27",174.90
"Currency","2011/07/26",174.90
"Currency","2011/07/25",174.90
"Currency","2011/07/22",174.90
"Currency","2011/07/21",174.90
"Currency","2011/07/20",174.85
"Currency","2011/07/19",174.85
"Currency","2011/07/18",174.90
"Currency","2011/07/15",174.85
"Currency","2011/07/14",174.90
"Currency","2011/07/13",174.90
"Currency","2011/07/12",174.90
"Currency","2011/07/11",174.85
"Currency","2011/07/08",174.90
"Currency","2011/07/07",174.85
"Currency","2011/07/06",174.90
"Currency","2011/07/05",174.90
"Currency","2011/07/04",174.95
"Currency","2011/07/01",174.95
"Currency","2011/06/30",174.85
"Currency","2011/06/29",174.85
"Currency","2011/06/28",174.90
"Currency","2011/06/27",174.90
"Currency","2011/06/24",174.85
"Currency","2011/06/23",174.90
"Currency","2011/06/22",174.95
"Currency","2011/06/21",174.85
"Currency","2011/06/20",174.85
"Currency","2011/06/17",174.95
"Currency","2011/06/16",174.75
"Currency","2011/06/15",174.80
"Currency","2011/06/14",174.85
"Currency","2011/06/13",174.80
"Currency","2011/06/10",174.80
"Currency","2011/06/09",174.80
"Currency","2011/06/08",174.75
"Currency","2011/06/07",174.75
"Currency","2011/06/06",174.80
"Currency","2011/06/03",174.90
"Currency","2011/06/02",174.70
"Currency","2011/06/01",174.70
"Currency","2011/05/31",174.60
"Currency","2011/05/30",174.55
"Currency","2011/05/27",174.55
"Currency","2011/05/26",174.60
"Currency","2011/05/25",174.50
"Currency","2011/05/24",174.55
"Currency","2011/05/23",174.60
"Currency","2011/05/20",174.60
"Currency","2011/05/19",174.70
"Currency","2011/05/18",174.70
"Currency","2011/05/17",174.70
"Currency","2011/05/16",174.70
"Currency","2011/05/13",174.65
"Currency","2011/05/12",174.65
"Currency","2011/05/11",174.65
"Currency","2011/05/10",174.70
"Currency","2011/05/09",174.70
"Currency","2011/05/06",174.65
"Currency","2011/05/05",174.70
"Currency","2011/05/04",174.65
"Currency","2011/05/03",174.70
"Currency","2011/05/02",174.65
"Currency","2011/04/29",174.65
"Currency","2011/04/28",174.65
"Currency","2011/04/27",174.70
"Currency","2011/04/26",174.65
"Currency","2011/04/25",174.65
"Currency","2011/04/22",174.65
"Currency","2011/04/21",174.65
"Currency","2011/04/20",174.70
"Currency","2011/04/19",174.75
"Currency","2011/04/18",174.70
"Currency","2011/04/15",174.65
"Currency","2011/04/14",174.70
"Currency","2011/04/13",174.70
"Currency","2011/04/12",174.70
"Currency","2011/04/11",174.70
"Currency","2011/04/08",174.65
"Currency","2011/04/07",174.70
"Currency","2011/04/06",174.70
"Currency","2011/04/05",174.65
"Currency","2011/04/04",174.70
"Currency","2011/04/01",174.70
"Currency","2011/03/31",174.70
"Currency","2011/03/30",174.65
"Currency","2011/03/29",174.65
"Currency","2011/03/28",174.70
"Currency","2011/03/25",174.70
"Currency","2011/03/24",174.65
"Currency","2011/03/23",174.65
"Currency","2011/03/22",174.65
"Currency","2011/03/21",174.70
"Currency","2011/03/18",174.65
"Currency","2011/03/17",174.65
"Currency","2011/03/16",174.65
"Currency","2011/03/15",174.70
"Currency","2011/03/14",174.70
"Currency","2011/03/11",174.65
"Currency","2011/03/10",174.65
"Currency","2011/03/09",174.70
"Currency","2011/03/08",174.65
"Currency","2011/03/07",174.65
"Currency","2011/03/04",174.70
"Currency","2011/03/03",174.70
"Currency","2011/03/02",174.65
"Currency","2011/03/01",174.70
"Currency","2011/02/28",174.70
"Currency","2011/02/25",174.70
"Currency","2011/02/24",174.65
"Currency","2011/02/23",174.65
"Currency","2011/02/22",174.65
"Currency","2011/02/21",174.70
"Currency","2011/02/18",174.65
"Currency","2011/02/17",174.65
"Currency","2011/02/16",174.70
"Currency","2011/02/15",174.75
"Currency","2011/02/14",174.70
"Currency","2011/02/11",174.75
"Currency","2011/02/10",174.70
"Currency","2011/02/09",174.75
"Currency","2011/02/08",174.65
"Currency","2011/02/07",174.70
"Currency","2011/02/04",174.65
"Currency","2011/02/03",174.65
"Currency","2011/02/02",174.75
"Currency","2011/02/01",174.65
"Currency","2011/01/31",174.75
"Currency","2011/01/28",174.65
"Currency","2011/01/27",174.65
"Currency","2011/01/26",174.65
"Currency","2011/01/25",174.65
"Currency","2011/01/24",174.70
"Currency","2011/01/21",175.60
"Currency","2011/01/20",175.75
"Currency","2011/01/19",175.70
"Currency","2011/01/18",175.65
"Currency","2011/01/17",175.80
"Currency","2011/01/14",175.70
"Currency","2011/01/13",175.80
"Currency","2011/01/12",175.75
"Currency","2011/01/11",175.65
"Currency","2011/01/10",175.65
"Currency","2011/01/07",175.65
"Currency","2011/01/06",175.75
"Currency","2011/01/05",175.75
"Currency","2011/01/04",175.80
"Currency","2011/01/03",175.75
"Currency","2010/12/31",175.80
"Currency","2010/12/30",175.80
"Currency","2010/12/29",175.80
"Currency","2010/12/28",175.75
"Currency","2010/12/27",175.75
"Currency","2010/12/24",175.75
"Currency","2010/12/23",175.75
"Currency","2010/12/22",175.80
"Currency","2010/12/21",175.80
"Currency","2010/12/20",175.80
"Currency","2010/12/17",175.70
"Currency","2010/12/16",175.80
"Currency","2010/12/15",175.75
"Currency","2010/12/14",175.75
"Currency","2010/12/13",175.75
"Currency","2010/12/10",175.75
"Currency","2010/12/09",175.80
"Currency","2010/12/08",175.75
"Currency","2010/12/07",175.75
"Currency","2010/12/06",175.80
"Currency","2010/12/03",175.80
"Currency","2010/12/02",175.75
"Currency","2010/12/01",177.50
"Currency","2010/11/30",175.75
"Currency","2010/11/29",175.80
"Currency","2010/11/26",175.80
"Currency","2010/11/25",175.80
"Currency","2010/11/24",175.80
"Currency","2010/11/23",175.75
"Currency","2010/11/22",175.75
"Currency","2010/11/19",175.80
"Currency","2010/11/18",175.80
"Currency","2010/11/17",175.75
"Currency","2010/11/16",175.75
"Currency","2010/11/15",175.75
"Currency","2010/11/12",175.80
"Currency","2010/11/11",175.80
"Currency","2010/11/10",175.80
"Currency","2010/11/09",175.75
"Currency","2010/11/08",175.80
"Currency","2010/11/05",175.75
"Currency","2010/11/04",175.75
"Currency","2010/11/03",175.80
"Currency","2010/11/02",175.75
"Currency","2010/11/01",175.75
"Currency","2010/10/29",175.70
"Currency","2010/10/28",175.75
"Currency","2010/10/27",175.80
"Currency","2010/10/26",175.80
"Currency","2010/10/25",175.75
"Currency","2010/10/22",175.75
"Currency","2010/10/21",175.75
"Currency","2010/10/20",175.80
"Currency","2010/10/19",175.80
"Currency","2010/10/18",175.75
"Currency","2010/10/15",175.75
"Currency","2010/10/14",175.75
"Currency","2010/10/13",175.80
"Currency","2010/10/12",175.75
"Currency","2010/10/11",175.72
"Currency","2010/10/08",175.75
"Currency","2010/10/07",175.75
"Currency","2010/10/06",175.75
"Currency","2010/10/05",175.75
"Currency","2010/10/04",175.75
"Currency","2010/10/01",175.80
"Currency","2010/09/30",175.75
"Currency","2010/09/29",175.75
"Currency","2010/09/28",175.75
"Currency","2010/09/27",175.75
"Currency","2010/09/24",175.80
"Currency","2010/09/23",175.75
"Currency","2010/09/22",175.75
"Currency","2010/09/21",175.75
"Currency","2010/09/20",175.75
"Currency","2010/09/17",175.75
"Currency","2010/09/16",175.75
"Currency","2010/09/15",175.75
"Currency","2010/09/14",175.75
"Currency","2010/09/13",175.75
"Currency","2010/09/10",175.80
"Currency","2010/09/09",175.75
"Currency","2010/09/08",175.75
"Currency","2010/09/07",175.75
"Currency","2010/09/06",175.75
"Currency","2010/09/03",175.75
"Currency","2010/09/02",175.70
"Currency","2010/09/01",175.70
"Currency","2010/08/31",175.75
"Currency","2010/08/30",175.75
"Currency","2010/08/27",175.75
"Currency","2010/08/26",175.75
"Currency","2010/08/25",175.75
"Currency","2010/08/24",175.75
"Currency","2010/08/23",175.75
"Currency","2010/08/20",175.75
"Currency","2010/08/19",175.75
"Currency","2010/08/18",175.75
"Currency","2010/08/17",175.75
"Currency","2010/08/16",175.75
"Currency","2010/08/13",175.75
"Currency","2010/08/12",175.75
"Currency","2010/08/11",175.75
"Currency","2010/08/10",175.75
"Currency","2010/08/09",175.80
"Currency","2010/08/06",175.80
"Currency","2010/08/05",175.80
"Currency","2010/08/04",175.80
"Currency","2010/08/03",175.80
"Currency","2010/08/02",175.80
"Currency","2010/07/30",175.75
"Currency","2010/07/29",175.75
"Currency","2010/07/28",175.70
"Currency","2010/07/27",175.80
"Currency","2010/07/26",175.78
"Currency","2010/07/23",175.75
"Currency","2010/07/22",175.75
"Currency","2010/07/21",175.75
"Currency","2010/07/20",175.75
"Currency","2010/07/19",175.75
"Currency","2010/07/16",175.80
"Currency","2010/07/15",175.80
"Currency","2010/07/14",175.75
"Currency","2010/07/13",175.75
"Currency","2010/07/12",175.75
"Currency","2010/07/09",175.75
"Currency","2010/07/08",175.80
"Currency","2010/07/07",175.75
"Currency","2010/07/06",175.80
"Currency","2010/07/05",175.80
"Currency","2010/07/02",175.80
"Currency","2010/07/01",175.80
"Currency","2010/06/30",175.80
"Currency","2010/06/29",175.80
"Currency","2010/06/28",175.75
"Currency","2010/06/25",175.80
"Currency","2010/06/24",175.75
"Currency","2010/06/23",175.80
"Currency","2010/06/22",175.75
"Currency","2010/06/21",175.75
"Currency","2010/06/18",175.80
"Currency","2010/06/17",175.75
"Currency","2010/06/16",175.75
"Currency","2010/06/15",175.75
"Currency","2010/06/14",175.80
"Currency","2010/06/11",175.80
"Currency","2010/06/10",175.75
"Currency","2010/06/09",175.75
"Currency","2010/06/08",175.75
"Currency","2010/06/07",175.75
"Currency","2010/06/04",175.75
"Currency","2010/06/03",175.75
"Currency","2010/06/02",175.75
"Currency","2010/06/01",175.75
"Currency","2010/05/31",175.75
"Currency","2010/05/28",175.80
"Currency","2010/05/27",175.80
"Currency","2010/05/26",175.78
"Currency","2010/05/25",175.80
"Currency","2010/05/24",175.80
"Currency","2010/05/21",175.75
"Currency","2010/05/20",175.80
"Currency","2010/05/19",175.80
"Currency","2010/05/18",175.80
"Currency","2010/05/17",175.75
"Currency","2010/05/14",175.75
"Currency","2010/05/13",175.80
"Currency","2010/05/12",175.75
"Currency","2010/05/11",175.75
"Currency","2010/05/10",175.80
"Currency","2010/05/07",175.75
"Currency","2010/05/06",175.75
"Currency","2010/05/05",175.75
"Currency","2010/05/04",175.80
"Currency","2010/05/03",175.75
"Currency","2010/04/30",175.75
"Currency","2010/04/29",175.80
"Currency","2010/04/28",175.75
"Currency","2010/04/27",175.80
"Currency","2010/04/26",175.75
"Currency","2010/04/23",175.80
"Currency","2010/04/22",175.80
"Currency","2010/04/21",175.80
"Currency","2010/04/20",175.80
"Currency","2010/04/19",175.75
"Currency","2010/04/16",175.75
"Currency","2010/04/15",175.75
"Currency","2010/04/14",175.80
"Currency","2010/04/13",175.75
"Currency","2010/04/12",175.75
"Currency","2010/04/09",175.75
"Currency","2010/04/08",175.75
"Currency","2010/04/07",175.75
"Currency","2010/04/06",175.75
"Currency","2010/04/05",175.80
"Currency","2010/04/02",175.80
"Currency","2010/04/01",175.75
"Currency","2010/03/31",175.75
"Currency","2010/03/30",175.70
"Currency","2010/03/29",175.70
"Currency","2010/03/26",175.70
"Currency","2010/03/25",175.70
"Currency","2010/03/24",175.75
"Currency","2010/03/23",175.00
"Currency","2010/03/22",175.00
"Currency","2010/03/19",175.00
"Currency","2010/03/18",175.00
"Currency","2010/03/17",175.00
"Currency","2010/03/16",175.00
"Currency","2010/03/15",175.00
"Currency","2010/03/12",175.00
"Currency","2010/03/11",175.00
"Currency","2010/03/10",175.00
"Currency","2010/03/09",175.00
"Currency","2010/03/08",175.00
"Currency","2010/03/05",175.00
"Currency","2010/03/04",174.75
"Currency","2010/03/03",175.00
"Currency","2010/03/02",174.75
"Currency","2010/03/01",174.50
"Currency","2010/02/26",174.75
"Currency","2010/02/25",175.00
"Currency","2010/02/24",174.75
"Currency","2010/02/23",175.00
"Currency","2010/02/22",175.00
"Currency","2010/02/19",175.00
"Currency","2010/02/18",175.00
"Currency","2010/02/17",175.00
"Currency","2010/02/16",175.00
"Currency","2010/02/15",174.75
"Currency","2010/02/12",174.75
"Currency","2010/02/11",174.95
"Currency","2010/02/10",175.00
"Currency","2010/02/09",175.00
"Currency","2010/02/08",174.75
"Currency","2010/02/05",175.00
"Currency","2010/02/04",175.00
"Currency","2010/02/03",174.55
"Currency","2010/02/02",174.75
"Currency","2010/02/01",175.00
"Currency","2010/01/29",175.00
"Currency","2010/01/28",173.00
"Currency","2010/01/27",157.00
"Currency","2010/01/26",157.00
"Currency","2010/01/25",157.00
"Currency","2010/01/22",157.00
"Currency","2010/01/21",158.25
"Currency","2010/01/20",158.50
"Currency","2010/01/19",160.50
"Currency","2010/01/18",160.50
"Currency","2010/01/15",160.50
"Currency","2010/01/14",160.75
"Currency","2010/01/13",163.00
"Currency","2010/01/12",165.75
"Currency","2010/01/11",163.50
"Currency","2010/01/08",163.50
"Currency","2010/01/07",165.50
"Currency","2010/01/06",165.50
"Currency","2010/01/05",168.75
"Currency","2010/01/04",167.25
"Currency","2010/01/01",171.55
"Currency","2009/12/31",171.55
"Currency","2009/12/30",172.50
"Currency","2009/12/29",172.25
"Currency","2009/12/28",172.50
"Currency","2009/12/25",172.55
"Currency","2009/12/24",172.55
"Currency","2009/12/23",172.55
"Currency","2009/12/22",172.55
"Currency","2009/12/21",172.55
"Currency","2009/12/18",172.50
"Currency","2009/12/17",172.55
"Currency","2009/12/16",172.55
"Currency","2009/12/15",172.55
"Currency","2009/12/14",172.50
"Currency","2009/12/11",172.55
"Currency","2009/12/10",172.50
"Currency","2009/12/09",172.55
"Currency","2009/12/08",172.50
"Currency","2009/12/07",172.55
"Currency","2009/12/04",172.75
"Currency","2009/12/03",172.25
"Currency","2009/12/02",171.25
"Currency","2009/12/01",169.00
"Currency","2009/11/30",162.50
"Currency","2009/11/27",162.50
"Currency","2009/11/26",162.70
"Currency","2009/11/25",162.75
"Currency","2009/11/24",165.00
"Currency","2009/11/23",166.00
"Currency","2009/11/20",168.00
"Currency","2009/11/19",168.25
"Currency","2009/11/18",168.50
"Currency","2009/11/17",168.75
"Currency","2009/11/16",169.75
"Currency","2009/11/13",172.05
"Currency","2009/11/12",172.25
"Currency","2009/11/11",172.30
"Currency","2009/11/10",172.25
"Currency","2009/11/09",173.55
"Currency","2009/11/06",173.55
"Currency","2009/11/05",173.65
"Currency","2009/11/04",174.17
"Currency","2009/11/03",174.17
"Currency","2009/11/02",174.27
"Currency","2009/10/30",174.25
"Currency","2009/10/29",174.27
"Currency","2009/10/28",174.07
"Currency","2009/10/27",174.17
"Currency","2009/10/26",174.07
"Currency","2009/10/23",174.07
"Currency","2009/10/22",174.57
"Currency","2009/10/21",174.57
"Currency","2009/10/20",174.07
"Currency","2009/10/19",174.17
"Currency","2009/10/16",174.27
"Currency","2009/10/15",174.27
"Currency","2009/10/14",174.07
"Currency","2009/10/13",174.37
"Currency","2009/10/12",174.37
"Currency","2009/10/09",174.37
"Currency","2009/10/08",174.27
"Currency","2009/10/07",174.17
"Currency","2009/10/06",174.07
"Currency","2009/10/05",174.17
"Currency","2009/10/02",174.17
"Currency","2009/10/01",174.17
"Currency","2009/09/30",174.17
"Currency","2009/09/29",174.17
"Currency","2009/09/28",174.27
"Currency","2009/09/25",174.47
"Currency","2009/09/24",174.67
"Currency","2009/09/23",175.57
"Currency","2009/09/22",175.07
"Currency","2009/09/21",175.97
"Currency","2009/09/18",175.27
"Currency","2009/09/17",175.27
"Currency","2009/09/16",175.57
"Currency","2009/09/15",175.77
"Currency","2009/09/14",175.27
"Currency","2009/09/11",175.77
"Currency","2009/09/10",175.77
"Currency","2009/09/09",175.57
"Currency","2009/09/08",175.27
"Currency","2009/09/07",175.87
"Currency","2009/09/04",175.87
"Currency","2009/09/03",175.97
"Currency","2009/09/02",175.57
"Currency","2009/09/01",175.17
"Currency","2009/08/31",175.77
"Currency","2009/08/28",175.77
"Currency","2009/08/27",175.27
"Currency","2009/08/26",175.57
"Currency","2009/08/25",175.57
"Currency","2009/08/24",175.57
"Currency","2009/08/21",175.87
"Currency","2009/08/20",175.47
"Currency","2009/08/19",175.57
"Currency","2009/08/18",175.77
"Currency","2009/08/17",175.47
"Currency","2009/08/14",175.47
"Currency","2009/08/13",175.57
"Currency","2009/08/12",175.27
"Currency","2009/08/11",175.57
"Currency","2009/08/10",175.27
"Currency","2009/08/07",175.47
"Currency","2009/08/06",175.77
"Currency","2009/08/05",175.77
"Currency","2009/08/04",175.47
"Currency","2009/08/03",175.97
"Currency","2009/07/31",175.97
"Currency","2009/07/30",175.97
"Currency","2009/07/29",175.17
"Currency","2009/07/28",175.27
"Currency","2009/07/27",175.77
"Currency","2009/07/24",175.27
"Currency","2009/07/23",174.97
"Currency","2009/07/22",175.27
"Currency","2009/07/21",175.97
"Currency","2009/07/20",174.00
"Currency","2009/07/17",174.00
"Currency","2009/07/16",174.00
"Currency","2009/07/15",174.00
"Currency","2009/07/14",174.00
"Currency","2009/07/13",174.00
"Currency","2009/07/10",174.00
"Currency","2009/07/09",174.00
"Currency","2009/07/08",174.00
"Currency","2009/07/07",174.00
"Currency","2009/07/06",174.00
"Currency","2009/07/03",174.00
"Currency","2009/07/02",174.00
"Currency","2009/07/01",174.00
"Currency","2009/06/30",175.97
"Currency","2009/06/29",174.00
"Currency","2009/06/26",175.27
"Currency","2009/06/25",174.00
"Currency","2009/06/24",175.97
"Currency","2009/06/23",174.00
"Currency","2009/06/22",174.00
"Currency","2009/06/19",174.00
"Currency","2009/06/18",174.00
"Currency","2009/06/17",174.00
"Currency","2009/06/16",174.97
"Currency","2009/06/15",174.00
"Currency","2009/06/12",174.97
"Currency","2009/06/11",174.57
"Currency","2009/06/10",174.00
"Currency","2009/06/09",172.97
"Currency","2009/06/08",175.97
"Currency","2009/06/05",175.97
"Currency","2009/06/04",175.57
"Currency","2009/06/03",174.00
"Currency","2009/06/02",175.47
"Currency","2009/06/01",175.47
"Currency","2009/05/29",174.00
"Currency","2009/05/28",174.00
"Currency","2009/05/27",175.57
"Currency","2009/05/26",175.97
"Currency","2009/05/25",175.97
"Currency","2009/05/22",174.00
"Currency","2009/05/21",174.00
"Currency","2009/05/20",175.97
"Currency","2009/05/19",174.00
"Currency","2009/05/18",175.57
"Currency","2009/05/15",175.47
"Currency","2009/05/14",174.00
"Currency","2009/05/13",175.57
"Currency","2009/05/12",174.00
"Currency","2009/05/11",175.97
"Currency","2009/05/08",175.97
"Currency","2009/05/07",174.00
"Currency","2009/05/06",174.00
"Currency","2009/05/05",174.00
"Currency","2009/05/04",175.57
"Currency","2009/05/01",175.27
"Currency","2009/04/30",174.00
"Currency","2009/04/29",174.00
"Currency","2009/04/28",174.00
"Currency","2009/04/27",174.00
"Currency","2009/04/24",174.00
"Currency","2009/04/23",174.87
"Currency","2009/04/22",174.00
"Currency","2009/04/21",175.07
"Currency","2009/04/20",174.00
"Currency","2009/04/17",176.00
"Currency","2009/04/16",174.97
"Currency","2009/04/15",176.00
"Currency","2009/04/14",174.25
"Currency","2009/04/13",174.00
"Currency","2009/04/10",174.57
"Currency","2009/04/09",174.57
"Currency","2009/04/08",176.00
"Currency","2009/04/07",176.00
"Currency","2009/04/06",174.97
"Currency","2009/04/03",176.00
"Currency","2009/04/02",176.00
"Currency","2009/04/01",176.00
"Currency","2009/03/31",176.00
"Currency","2009/03/30",176.00
"Currency","2009/03/27",174.97
"Currency","2009/03/26",176.00
"Currency","2009/03/25",174.97
"Currency","2009/03/24",174.57
"Currency","2009/03/23",176.00
"Currency","2009/03/20",176.00
"Currency","2009/03/19",176.00
"Currency","2009/03/18",176.00
"Currency","2009/03/17",174.97
"Currency","2009/03/16",176.00
"Currency","2009/03/13",176.00
"Currency","2009/03/12",174.97
"Currency","2009/03/11",174.97
"Currency","2009/03/10",176.00
"Currency","2009/03/09",176.00
"Currency","2009/03/06",174.57
"Currency","2009/03/05",174.57
"Currency","2009/03/04",176.00
"Currency","2009/03/03",174.97
"Currency","2009/03/02",176.00
"Currency","2009/02/27",173.00
"Currency","2009/02/26",174.77
"Currency","2009/02/25",173.00
"Currency","2009/02/24",173.00
"Currency","2009/02/23",174.87
"Currency","2009/02/20",173.00
"Currency","2009/02/19",173.00
"Currency","2009/02/18",173.00
"Currency","2009/02/17",173.00
"Currency","2009/02/16",173.00
"Currency","2009/02/13",174.87
"Currency","2009/02/12",173.00
"Currency","2009/02/11",173.00
"Currency","2009/02/10",173.00
"Currency","2009/02/09",173.00
"Currency","2009/02/06",173.00
"Currency","2009/02/05",173.00
"Currency","2009/02/04",173.00
"Currency","2009/02/03",174.77
"Currency","2009/02/02",174.97
"Currency","2009/01/30",173.00
"Currency","2009/01/29",173.00
"Currency","2009/01/28",173.00
"Currency","2009/01/27",173.00
"Currency","2009/01/26",173.00
"Currency","2009/01/23",174.77
"Currency","2009/01/22",174.87
"Currency","2009/01/21",174.57
"Currency","2009/01/20",173.00
"Currency","2009/01/19",173.00
"Currency","2009/01/16",173.00
"Currency","2009/01/15",174.27
"Currency","2009/01/14",173.50
"Currency","2009/01/13",174.67
"Currency","2009/01/12",173.50
"Currency","2009/01/09",174.07
"Currency","2009/01/08",173.50
"Currency","2009/01/07",174.07
"Currency","2009/01/06",173.50
"Currency","2009/01/05",173.50
"Currency","2009/01/02",174.57
"Currency","2009/01/01",173.50
"Currency","2008/12/31",173.50
"Currency","2008/12/30",174.07
"Currency","2008/12/29",174.57
"Currency","2008/12/26",175.50
"Currency","2008/12/25",174.17
"Currency","2008/12/24",174.17
"Currency","2008/12/23",175.50
"Currency","2008/12/22",174.07
"Currency","2008/12/19",175.50
"Currency","2008/12/18",174.57
"Currency","2008/12/17",175.50
"Currency","2008/12/16",175.50
"Currency","2008/12/15",175.50
"Currency","2008/12/12",175.50
"Currency","2008/12/11",174.57
"Currency","2008/12/10",175.50
"Currency","2008/12/09",175.50
"Currency","2008/12/08",174.27
"Currency","2008/12/05",175.50
"Currency","2008/12/04",176.00
"Currency","2008/12/03",176.00
"Currency","2008/12/02",176.00
"Currency","2008/12/01",174.47
"Currency","2008/11/28",174.57
"Currency","2008/11/27",177.00
"Currency","2008/11/26",177.00
"Currency","2008/11/25",177.00
"Currency","2008/11/24",177.00
"Currency","2008/11/21",177.00
"Currency","2008/11/20",174.57
"Currency","2008/11/19",177.00
"Currency","2008/11/18",177.00
"Currency","2008/11/17",177.00
"Currency","2008/11/14",176.00
"Currency","2008/11/13",176.00
"Currency","2008/11/12",176.00
"Currency","2008/11/11",176.00
"Currency","2008/11/10",176.00
"Currency","2008/11/07",176.00
"Currency","2008/11/06",176.00
"Currency","2008/11/05",176.00
"Currency","2008/11/04",176.00
"Currency","2008/11/03",176.00
"Currency","2008/10/31",176.00
"Currency","2008/10/30",176.00
"Currency","2008/10/29",174.17
"Currency","2008/10/28",176.00
"Currency","2008/10/27",176.00
"Currency","2008/10/24",172.01
"Currency","2008/10/23",176.00
"Currency","2008/10/22",176.00
"Currency","2008/10/21",176.00
"Currency","2008/10/20",172.07
"Currency","2008/10/17",172.17
"Currency","2008/10/16",172.07
"Currency","2008/10/15",176.00
"Currency","2008/10/14",176.00
"Currency","2008/10/13",175.80
"Currency","2008/10/10",175.80
"Currency","2008/10/09",175.80
"Currency","2008/10/08",175.27
"Currency","2008/10/07",175.07
"Currency","2008/10/06",175.80
"Currency","2008/10/03",175.01
"Currency","2008/10/02",175.80
"Currency","2008/10/01",175.80
"Currency","2008/09/30",175.07
"Currency","2008/09/29",175.00
"Currency","2008/09/26",175.17
"Currency","2008/09/25",175.27
"Currency","2008/09/24",175.17
"Currency","2008/09/23",175.80
"Currency","2008/09/22",175.07
"Currency","2008/09/19",175.17
"Currency","2008/09/18",175.80
"Currency","2008/09/17",175.50
"Currency","2008/09/16",175.50
"Currency","2008/09/15",175.07
"Currency","2008/09/12",175.27
"Currency","2008/09/11",175.50
"Currency","2008/09/10",175.17
"Currency","2008/09/09",175.80
"Currency","2008/09/08",175.27
"Currency","2008/09/05",175.17
"Currency","2008/09/04",175.80
"Currency","2008/09/03",175.27
"Currency","2008/09/02",175.25
"Currency","2008/09/01",173.50
"Currency","2008/08/29",175.50
"Currency","2008/08/28",175.50
"Currency","2008/08/27",175.47
"Currency","2008/08/26",175.50
"Currency","2008/08/25",175.50
"Currency","2008/08/22",175.50
"Currency","2008/08/21",175.50
"Currency","2008/08/20",175.57
"Currency","2008/08/19",175.27
"Currency","2008/08/18",175.27
"Currency","2008/08/15",175.27
"Currency","2008/08/14",175.27
"Currency","2008/08/13",175.17
"Currency","2008/08/12",175.17
"Currency","2008/08/11",175.07
"Currency","2008/08/08",175.05
"Currency","2008/08/07",175.07
"Currency","2008/08/06",175.27
"Currency","2008/08/05",175.17
"Currency","2008/08/04",175.27
"Currency","2008/08/01",175.27
"Currency","2008/07/31",175.27
"Currency","2008/07/30",175.27
"Currency","2008/07/29",175.27
"Currency","2008/07/28",175.17
"Currency","2008/07/25",175.07
"Currency","2008/07/24",175.17
"Currency","2008/07/23",175.07
"Currency","2008/07/22",175.17
"Currency","2008/07/21",175.07
"Currency","2008/07/18",175.27
"Currency","2008/07/17",175.27
"Currency","2008/07/16",175.17
"Currency","2008/07/15",175.27
"Currency","2008/07/14",175.27
"Currency","2008/07/11",175.87
"Currency","2008/07/10",175.87
"Currency","2008/07/09",175.07
"Currency","2008/07/08",175.67
"Currency","2008/07/07",175.57
"Currency","2008/07/04",175.87
"Currency","2008/07/03",175.87
"Currency","2008/07/02",175.57
"Currency","2008/07/01",175.37
"Currency","2008/06/30",175.37
"Currency","2008/06/27",175.17
"Currency","2008/06/26",175.17
"Currency","2008/06/25",175.17
"Currency","2008/06/24",175.97
"Currency","2008/06/23",175.07
"Currency","2008/06/20",175.17
"Currency","2008/06/19",176.27
"Currency","2008/06/18",175.97
"Currency","2008/06/17",175.97
"Currency","2008/06/16",176.27
"Currency","2008/06/13",176.07
"Currency","2008/06/12",176.17
