"Indicator","Time","Value (USD/YER)"
"Currency","2015/03/27",214.87
"Currency","2015/03/26",214.90
"Currency","2015/03/25",214.87
"Currency","2015/03/24",214.87
"Currency","2015/03/23",214.75
"Currency","2015/03/20",214.89
"Currency","2015/03/19",214.87
"Currency","2015/03/18",214.85
"Currency","2015/03/17",214.87
"Currency","2015/03/16",214.85
"Currency","2015/03/13",214.85
"Currency","2015/03/12",214.87
"Currency","2015/03/11",214.87
"Currency","2015/03/10",214.87
"Currency","2015/03/09",214.85
"Currency","2015/03/06",214.85
"Currency","2015/03/05",214.85
"Currency","2015/03/04",214.85
"Currency","2015/03/03",214.80
"Currency","2015/03/02",214.87
"Currency","2015/02/27",214.89
"Currency","2015/02/26",214.85
"Currency","2015/02/25",214.87
"Currency","2015/02/24",214.87
"Currency","2015/02/23",214.85
"Currency","2015/02/20",214.75
"Currency","2015/02/19",214.85
"Currency","2015/02/18",214.85
"Currency","2015/02/17",214.87
"Currency","2015/02/16",214.85
"Currency","2015/02/13",214.85
"Currency","2015/02/12",214.87
"Currency","2015/02/11",214.85
"Currency","2015/02/10",214.85
"Currency","2015/02/09",214.87
"Currency","2015/02/06",214.87
"Currency","2015/02/05",214.80
"Currency","2015/02/04",214.85
"Currency","2015/02/03",214.85
"Currency","2015/02/02",214.85
"Currency","2015/01/30",214.85
"Currency","2015/01/29",214.90
"Currency","2015/01/28",214.85
"Currency","2015/01/27",214.85
"Currency","2015/01/26",214.87
"Currency","2015/01/23",214.85
"Currency","2015/01/22",214.85
"Currency","2015/01/21",214.87
"Currency","2015/01/20",214.70
"Currency","2015/01/19",214.75
"Currency","2015/01/16",214.75
"Currency","2015/01/15",214.75
"Currency","2015/01/14",214.70
"Currency","2015/01/13",214.70
"Currency","2015/01/12",214.71
"Currency","2015/01/09",214.71
"Currency","2015/01/08",214.75
"Currency","2015/01/07",214.75
"Currency","2015/01/06",214.75
"Currency","2015/01/05",214.80
"Currency","2015/01/02",214.70
"Currency","2015/01/01",214.70
"Currency","2014/12/31",214.70
"Currency","2014/12/30",214.71
"Currency","2014/12/29",214.71
"Currency","2014/12/26",214.75
"Currency","2014/12/25",214.75
"Currency","2014/12/24",214.80
"Currency","2014/12/23",214.80
"Currency","2014/12/22",214.70
"Currency","2014/12/19",214.80
"Currency","2014/12/18",214.75
"Currency","2014/12/17",214.75
"Currency","2014/12/16",214.70
"Currency","2014/12/15",214.75
"Currency","2014/12/12",214.75
"Currency","2014/12/11",214.80
"Currency","2014/12/10",214.80
"Currency","2014/12/09",214.80
"Currency","2014/12/08",214.80
"Currency","2014/12/05",214.75
"Currency","2014/12/04",214.80
"Currency","2014/12/03",214.75
"Currency","2014/12/02",214.75
"Currency","2014/12/01",214.80
"Currency","2014/11/28",214.80
"Currency","2014/11/27",214.80
"Currency","2014/11/26",214.80
"Currency","2014/11/25",214.80
"Currency","2014/11/24",214.80
"Currency","2014/11/23",214.80
"Currency","2014/11/22",214.91
"Currency","2014/11/21",214.80
"Currency","2014/11/20",214.80
"Currency","2014/11/19",214.80
"Currency","2014/11/18",214.75
"Currency","2014/11/17",214.75
"Currency","2014/11/16",214.85
"Currency","2014/11/15",214.93
"Currency","2014/11/14",214.75
"Currency","2014/11/11",214.80
"Currency","2014/11/10",214.80
"Currency","2014/11/09",214.85
"Currency","2014/11/08",214.95
"Currency","2014/11/07",214.80
"Currency","2014/11/06",214.80
"Currency","2014/11/05",214.80
"Currency","2014/11/04",214.90
"Currency","2014/11/03",214.90
"Currency","2014/11/02",214.80
"Currency","2014/11/01",214.98
"Currency","2014/10/31",214.90
"Currency","2014/10/30",214.90
"Currency","2014/10/29",214.90
"Currency","2014/10/28",214.90
"Currency","2014/10/27",214.90
"Currency","2014/10/26",214.85
"Currency","2014/10/25",215.01
"Currency","2014/10/24",214.90
"Currency","2014/10/23",214.80
"Currency","2014/10/22",214.75
"Currency","2014/10/21",214.80
"Currency","2014/10/20",214.75
"Currency","2014/10/19",214.80
"Currency","2014/10/18",214.93
"Currency","2014/10/17",214.80
"Currency","2014/10/16",214.75
"Currency","2014/10/15",214.80
"Currency","2014/10/14",214.80
"Currency","2014/10/13",214.80
"Currency","2014/10/12",214.85
"Currency","2014/10/11",214.85
"Currency","2014/10/10",214.75
"Currency","2014/10/09",214.75
"Currency","2014/10/08",214.80
"Currency","2014/10/07",214.75
"Currency","2014/10/06",214.75
"Currency","2014/10/05",214.85
"Currency","2014/10/04",214.85
"Currency","2014/10/03",214.80
"Currency","2014/10/02",214.75
"Currency","2014/10/01",214.75
"Currency","2014/09/30",214.80
"Currency","2014/09/29",214.75
"Currency","2014/09/28",215.05
"Currency","2014/09/27",215.05
"Currency","2014/09/26",214.80
"Currency","2014/09/25",214.80
"Currency","2014/09/24",214.75
"Currency","2014/09/23",214.75
"Currency","2014/09/22",214.75
"Currency","2014/09/21",214.85
"Currency","2014/09/20",214.95
"Currency","2014/09/19",214.80
"Currency","2014/09/18",214.75
"Currency","2014/09/17",214.75
"Currency","2014/09/16",214.75
"Currency","2014/09/15",214.80
"Currency","2014/09/14",214.85
"Currency","2014/09/13",214.95
"Currency","2014/09/12",214.80
"Currency","2014/09/11",214.70
"Currency","2014/09/10",214.80
"Currency","2014/09/09",214.80
"Currency","2014/09/08",214.75
"Currency","2014/08/27",214.90
"Currency","2014/08/26",214.90
"Currency","2014/08/25",214.90
"Currency","2014/08/24",214.90
"Currency","2014/08/23",214.90
"Currency","2014/08/22",214.75
"Currency","2014/08/21",214.75
"Currency","2014/08/20",214.75
"Currency","2014/08/19",214.75
"Currency","2014/08/18",214.75
"Currency","2014/08/17",214.91
"Currency","2014/08/16",214.91
"Currency","2014/08/15",214.75
"Currency","2014/08/14",214.80
"Currency","2014/08/13",214.80
"Currency","2014/08/12",214.80
"Currency","2014/08/11",214.75
"Currency","2014/08/10",214.90
"Currency","2014/08/09",214.90
"Currency","2014/08/08",214.75
"Currency","2014/08/07",214.80
"Currency","2014/08/06",214.75
"Currency","2014/08/05",214.75
"Currency","2014/08/04",214.80
"Currency","2014/08/03",214.85
"Currency","2014/08/02",214.93
"Currency","2014/08/01",214.75
"Currency","2014/07/31",214.75
"Currency","2014/07/30",214.80
"Currency","2014/07/29",214.75
"Currency","2014/07/28",214.80
"Currency","2014/07/27",214.85
"Currency","2014/07/26",214.93
"Currency","2014/07/25",214.80
"Currency","2014/07/24",214.75
"Currency","2014/07/23",214.80
"Currency","2014/07/22",214.75
"Currency","2014/07/21",214.80
"Currency","2014/07/19",214.93
"Currency","2014/07/18",214.75
"Currency","2014/07/17",214.75
"Currency","2014/07/16",214.80
"Currency","2014/07/15",214.75
"Currency","2014/07/14",214.75
"Currency","2014/07/13",214.80
"Currency","2014/07/12",214.80
"Currency","2014/07/11",214.75
"Currency","2014/07/10",214.75
"Currency","2014/07/09",214.75
"Currency","2014/07/08",214.80
"Currency","2014/07/07",214.75
"Currency","2014/07/06",214.90
"Currency","2014/07/05",214.90
"Currency","2014/07/04",214.80
"Currency","2014/07/03",214.80
"Currency","2014/07/02",214.75
"Currency","2014/07/01",214.75
"Currency","2014/06/30",214.80
"Currency","2014/06/29",214.81
"Currency","2014/06/28",214.92
"Currency","2014/06/27",214.80
"Currency","2014/06/26",214.80
"Currency","2014/06/25",214.75
"Currency","2014/06/24",214.75
"Currency","2014/06/23",214.75
"Currency","2014/06/22",214.86
"Currency","2014/06/21",214.93
"Currency","2014/06/20",214.75
"Currency","2014/06/19",214.75
"Currency","2014/06/18",214.75
"Currency","2014/06/17",214.75
"Currency","2014/06/16",214.75
"Currency","2014/06/15",214.94
"Currency","2014/06/14",214.94
"Currency","2014/06/13",214.75
"Currency","2014/06/12",214.80
"Currency","2014/06/11",214.80
"Currency","2014/06/10",214.80
"Currency","2014/06/09",214.75
"Currency","2014/06/08",214.86
"Currency","2014/06/07",214.94
"Currency","2014/06/06",214.80
"Currency","2014/06/05",214.75
"Currency","2014/06/04",214.80
"Currency","2014/06/03",214.75
"Currency","2014/06/02",214.80
"Currency","2014/06/01",214.86
"Currency","2014/05/31",214.94
"Currency","2014/05/30",214.80
"Currency","2014/05/29",214.75
"Currency","2014/05/28",214.75
"Currency","2014/05/27",214.75
"Currency","2014/05/26",214.75
"Currency","2014/05/24",214.93
"Currency","2014/05/23",214.75
"Currency","2014/05/22",214.80
"Currency","2014/05/21",214.80
"Currency","2014/05/20",214.80
"Currency","2014/05/19",214.80
"Currency","2014/05/18",214.86
"Currency","2014/05/17",214.94
"Currency","2014/05/16",214.75
"Currency","2014/05/15",214.75
"Currency","2014/05/14",214.75
"Currency","2014/05/13",214.75
"Currency","2014/05/12",214.80
"Currency","2014/05/11",214.85
"Currency","2014/05/10",214.85
"Currency","2014/05/09",214.80
"Currency","2014/05/08",214.80
"Currency","2014/05/07",214.75
"Currency","2014/05/06",214.85
"Currency","2014/05/05",214.75
"Currency","2014/05/04",214.91
"Currency","2014/05/03",214.91
"Currency","2014/05/02",214.80
"Currency","2014/05/01",214.80
"Currency","2014/04/30",214.80
"Currency","2014/04/29",214.75
"Currency","2014/04/28",214.70
"Currency","2014/04/27",214.81
"Currency","2014/04/26",214.80
"Currency","2014/04/25",214.75
"Currency","2014/04/24",214.80
"Currency","2014/04/23",214.80
"Currency","2014/04/22",214.70
"Currency","2014/04/21",214.65
"Currency","2014/04/20",214.66
"Currency","2014/04/19",214.66
"Currency","2014/04/18",214.60
"Currency","2014/04/17",214.61
"Currency","2014/04/16",214.65
"Currency","2014/04/15",214.80
"Currency","2014/04/14",214.75
"Currency","2014/04/13",214.86
"Currency","2014/04/12",214.86
"Currency","2014/04/11",214.80
"Currency","2014/04/10",214.70
"Currency","2014/04/09",214.80
"Currency","2014/04/08",214.80
"Currency","2014/04/07",214.80
"Currency","2014/04/06",214.93
"Currency","2014/04/05",214.93
"Currency","2014/04/04",214.75
"Currency","2014/04/03",214.80
"Currency","2014/04/02",214.75
"Currency","2014/04/01",214.75
"Currency","2014/03/31",214.75
"Currency","2014/03/30",214.91
"Currency","2014/03/29",214.93
"Currency","2014/03/28",214.80
"Currency","2014/03/27",214.75
"Currency","2014/03/26",214.75
"Currency","2014/03/25",214.80
"Currency","2014/03/24",214.80
"Currency","2014/03/23",214.86
"Currency","2014/03/22",214.86
"Currency","2014/03/21",214.75
"Currency","2014/03/20",214.75
"Currency","2014/03/19",214.80
"Currency","2014/03/18",214.80
"Currency","2014/03/17",214.80
"Currency","2014/03/16",214.86
"Currency","2014/03/15",214.94
"Currency","2014/03/14",214.75
"Currency","2014/03/13",214.80
"Currency","2014/03/12",214.95
"Currency","2014/03/11",214.80
"Currency","2014/03/10",214.48
"Currency","2014/03/09",214.75
"Currency","2014/03/08",214.81
"Currency","2014/03/07",214.75
"Currency","2014/03/06",214.75
"Currency","2014/03/05",214.75
"Currency","2014/03/04",214.80
"Currency","2014/03/03",214.80
"Currency","2014/03/02",214.80
"Currency","2014/03/01",214.93
"Currency","2014/02/28",214.70
"Currency","2014/02/27",214.75
"Currency","2014/02/26",214.75
"Currency","2014/02/25",214.75
"Currency","2014/02/24",214.80
"Currency","2014/02/23",215.01
"Currency","2014/02/22",215.03
"Currency","2014/02/21",214.70
"Currency","2014/02/20",214.70
"Currency","2014/02/19",214.80
"Currency","2014/02/18",214.80
"Currency","2014/02/17",214.80
"Currency","2014/02/16",214.86
"Currency","2014/02/15",214.86
"Currency","2014/02/14",214.80
"Currency","2014/02/13",214.80
"Currency","2014/02/12",214.80
"Currency","2014/02/11",214.75
"Currency","2014/02/10",214.75
"Currency","2014/02/09",214.81
"Currency","2014/02/08",214.91
"Currency","2014/02/07",214.75
"Currency","2014/02/06",214.75
"Currency","2014/02/05",214.80
"Currency","2014/02/04",214.90
"Currency","2014/02/03",214.90
"Currency","2014/02/02",214.96
"Currency","2014/02/01",214.96
"Currency","2014/01/31",214.85
"Currency","2014/01/30",214.80
"Currency","2014/01/29",214.80
"Currency","2014/01/28",214.85
"Currency","2014/01/27",214.75
"Currency","2014/01/25",214.99
"Currency","2014/01/24",214.75
"Currency","2014/01/23",214.75
"Currency","2014/01/22",214.80
"Currency","2014/01/21",214.75
"Currency","2014/01/20",214.80
"Currency","2014/01/19",214.81
"Currency","2014/01/18",214.97
"Currency","2014/01/17",214.80
"Currency","2014/01/16",214.80
"Currency","2014/01/15",214.75
"Currency","2014/01/14",214.75
"Currency","2014/01/13",214.80
"Currency","2014/01/12",214.81
"Currency","2014/01/11",214.98
"Currency","2014/01/10",214.80
"Currency","2014/01/09",214.75
"Currency","2014/01/08",214.80
"Currency","2014/01/07",214.80
"Currency","2014/01/06",214.80
"Currency","2014/01/05",214.86
"Currency","2014/01/04",215.01
"Currency","2014/01/03",214.75
"Currency","2014/01/02",214.75
"Currency","2014/01/01",214.85
"Currency","2013/12/31",214.75
"Currency","2013/12/30",214.75
"Currency","2013/12/29",214.86
"Currency","2013/12/28",214.99
"Currency","2013/12/27",214.80
"Currency","2013/12/26",214.75
"Currency","2013/12/25",214.70
"Currency","2013/12/24",214.70
"Currency","2013/12/23",214.75
"Currency","2013/12/22",214.86
"Currency","2013/12/21",214.98
"Currency","2013/12/20",214.75
"Currency","2013/12/19",214.70
"Currency","2013/12/18",214.75
"Currency","2013/12/17",214.80
"Currency","2013/12/16",214.75
"Currency","2013/12/15",214.71
"Currency","2013/12/14",214.91
"Currency","2013/12/13",214.75
"Currency","2013/12/12",214.75
"Currency","2013/12/11",214.75
"Currency","2013/12/10",214.80
"Currency","2013/12/09",214.75
"Currency","2013/12/08",214.81
"Currency","2013/12/07",214.91
"Currency","2013/12/06",214.80
"Currency","2013/12/05",214.80
"Currency","2013/12/04",214.75
"Currency","2013/12/03",214.75
"Currency","2013/12/02",214.80
"Currency","2013/12/01",214.86
"Currency","2013/11/30",214.98
"Currency","2013/11/29",214.75
"Currency","2013/11/28",214.75
"Currency","2013/11/27",214.75
"Currency","2013/11/26",214.80
"Currency","2013/11/25",214.80
"Currency","2013/11/24",214.81
"Currency","2013/11/23",214.97
"Currency","2013/11/22",214.75
"Currency","2013/11/21",214.80
"Currency","2013/11/20",214.75
"Currency","2013/11/19",214.75
"Currency","2013/11/18",214.80
"Currency","2013/11/17",214.85
"Currency","2013/11/16",214.98
"Currency","2013/11/15",214.80
"Currency","2013/11/14",214.86
"Currency","2013/11/13",214.70
"Currency","2013/11/12",214.75
"Currency","2013/11/11",214.75
"Currency","2013/11/10",214.81
"Currency","2013/11/09",214.93
"Currency","2013/11/08",214.75
"Currency","2013/11/07",214.80
"Currency","2013/11/06",214.86
"Currency","2013/11/05",214.80
"Currency","2013/11/04",214.80
"Currency","2013/11/03",214.86
"Currency","2013/11/02",214.86
"Currency","2013/11/01",214.80
"Currency","2013/10/31",214.80
"Currency","2013/10/30",214.70
"Currency","2013/10/29",214.80
"Currency","2013/10/28",214.75
"Currency","2013/10/27",214.86
"Currency","2013/10/26",214.97
"Currency","2013/10/25",214.80
"Currency","2013/10/24",214.80
"Currency","2013/10/23",214.80
"Currency","2013/10/22",214.75
"Currency","2013/10/21",214.75
"Currency","2013/10/20",214.76
"Currency","2013/10/19",214.93
"Currency","2013/10/18",214.75
"Currency","2013/10/17",214.70
"Currency","2013/10/16",214.75
"Currency","2013/10/15",214.75
"Currency","2013/10/14",214.75
"Currency","2013/10/13",214.85
"Currency","2013/10/11",214.75
"Currency","2013/10/10",214.75
"Currency","2013/10/09",214.90
"Currency","2013/10/08",214.76
"Currency","2013/10/07",214.75
"Currency","2013/10/04",214.75
"Currency","2013/10/03",214.75
"Currency","2013/10/02",214.75
"Currency","2013/10/01",214.75
"Currency","2013/09/30",214.75
"Currency","2013/09/27",214.75
"Currency","2013/09/26",214.75
"Currency","2013/09/25",214.70
"Currency","2013/09/24",214.80
"Currency","2013/09/23",214.80
"Currency","2013/09/20",214.91
"Currency","2013/09/19",214.86
"Currency","2013/09/18",214.91
"Currency","2013/09/17",214.91
"Currency","2013/09/16",214.86
"Currency","2013/09/13",214.91
"Currency","2013/09/12",214.86
"Currency","2013/09/11",214.91
"Currency","2013/09/10",214.91
"Currency","2013/09/09",214.91
"Currency","2013/09/06",214.70
"Currency","2013/09/05",214.70
"Currency","2013/09/04",214.70
"Currency","2013/09/03",214.70
"Currency","2013/09/02",214.70
"Currency","2013/08/30",214.70
"Currency","2013/08/29",214.75
"Currency","2013/08/28",214.75
"Currency","2013/08/27",214.75
"Currency","2013/08/26",214.75
"Currency","2013/08/23",214.70
"Currency","2013/08/22",214.75
"Currency","2013/08/21",214.75
"Currency","2013/08/20",214.75
"Currency","2013/08/19",214.70
"Currency","2013/08/16",214.75
"Currency","2013/08/15",214.70
"Currency","2013/08/14",214.55
"Currency","2013/08/13",214.55
"Currency","2013/08/12",214.50
"Currency","2013/08/09",214.55
"Currency","2013/08/08",214.55
"Currency","2013/08/07",214.55
"Currency","2013/08/06",214.55
"Currency","2013/08/05",214.55
"Currency","2013/08/02",214.50
"Currency","2013/08/01",214.50
"Currency","2013/07/31",214.50
"Currency","2013/07/30",214.50
"Currency","2013/07/29",214.50
"Currency","2013/07/26",214.50
"Currency","2013/07/25",214.50
"Currency","2013/07/24",214.50
"Currency","2013/07/23",214.50
"Currency","2013/07/22",214.50
"Currency","2013/07/19",214.50
"Currency","2013/07/18",214.50
"Currency","2013/07/17",214.50
"Currency","2013/07/16",214.55
"Currency","2013/07/15",214.55
"Currency","2013/07/12",214.55
"Currency","2013/07/11",214.70
"Currency","2013/07/10",214.65
"Currency","2013/07/09",214.55
"Currency","2013/07/08",214.50
"Currency","2013/07/05",214.55
"Currency","2013/07/04",214.55
"Currency","2013/07/03",214.55
"Currency","2013/07/02",214.50
"Currency","2013/07/01",214.55
"Currency","2013/06/28",214.55
"Currency","2013/06/27",214.55
"Currency","2013/06/26",214.55
"Currency","2013/06/25",214.50
"Currency","2013/06/24",214.50
"Currency","2013/06/21",214.50
"Currency","2013/06/20",214.50
"Currency","2013/06/19",214.50
"Currency","2013/06/18",214.55
"Currency","2013/06/17",214.55
"Currency","2013/06/14",214.50
"Currency","2013/06/13",214.55
"Currency","2013/06/12",214.55
"Currency","2013/06/11",214.55
"Currency","2013/06/10",214.55
"Currency","2013/06/07",214.55
"Currency","2013/06/06",214.55
"Currency","2013/06/05",214.55
"Currency","2013/06/04",214.55
"Currency","2013/06/03",214.60
"Currency","2013/05/31",214.50
"Currency","2013/05/30",214.55
"Currency","2013/05/29",214.50
"Currency","2013/05/28",214.55
"Currency","2013/05/27",214.65
"Currency","2013/05/24",214.65
"Currency","2013/05/23",214.55
"Currency","2013/05/22",214.50
"Currency","2013/05/21",214.50
"Currency","2013/05/20",214.50
"Currency","2013/05/17",214.65
"Currency","2013/05/16",214.50
"Currency","2013/05/15",214.50
"Currency","2013/05/14",214.55
"Currency","2013/05/13",214.65
"Currency","2013/05/10",214.50
"Currency","2013/05/09",214.65
"Currency","2013/05/08",214.50
"Currency","2013/05/07",214.60
"Currency","2013/05/06",214.55
"Currency","2013/05/03",214.50
"Currency","2013/05/02",214.50
"Currency","2013/05/01",214.50
"Currency","2013/04/30",214.55
"Currency","2013/04/29",214.55
"Currency","2013/04/26",214.50
"Currency","2013/04/25",214.50
"Currency","2013/04/24",214.40
"Currency","2013/04/23",214.55
"Currency","2013/04/22",214.55
"Currency","2013/04/19",214.50
"Currency","2013/04/18",214.45
"Currency","2013/04/17",214.40
"Currency","2013/04/16",214.40
"Currency","2013/04/15",214.65
"Currency","2013/04/12",214.55
"Currency","2013/04/11",214.55
"Currency","2013/04/10",214.50
"Currency","2013/04/09",214.40
"Currency","2013/04/08",214.40
"Currency","2013/04/05",214.30
"Currency","2013/04/04",214.35
"Currency","2013/04/03",214.25
"Currency","2013/04/02",214.25
"Currency","2013/04/01",214.20
"Currency","2013/03/29",214.30
"Currency","2013/03/28",214.30
"Currency","2013/03/27",214.20
"Currency","2013/03/26",214.50
"Currency","2013/03/25",214.40
"Currency","2013/03/22",214.25
"Currency","2013/03/21",214.50
"Currency","2013/03/20",214.50
"Currency","2013/03/19",214.25
"Currency","2013/03/18",214.25
"Currency","2013/03/15",214.50
"Currency","2013/03/14",214.25
"Currency","2013/03/13",214.25
"Currency","2013/03/12",214.20
"Currency","2013/03/11",214.25
"Currency","2013/03/08",214.25
"Currency","2013/03/07",214.20
"Currency","2013/03/06",214.20
"Currency","2013/03/05",214.20
"Currency","2013/03/04",214.20
"Currency","2013/03/01",214.20
"Currency","2013/02/28",214.25
"Currency","2013/02/27",214.35
"Currency","2013/02/26",214.40
"Currency","2013/02/25",214.25
"Currency","2013/02/22",214.25
"Currency","2013/02/21",214.25
"Currency","2013/02/20",214.25
"Currency","2013/02/19",214.25
"Currency","2013/02/18",214.25
"Currency","2013/02/15",214.25
"Currency","2013/02/14",214.25
"Currency","2013/02/13",214.25
"Currency","2013/02/12",214.00
"Currency","2013/02/11",214.05
"Currency","2013/02/08",214.00
"Currency","2013/02/07",214.00
"Currency","2013/02/06",214.00
"Currency","2013/02/05",214.00
"Currency","2013/02/04",214.25
"Currency","2013/02/01",214.20
"Currency","2013/01/31",214.00
"Currency","2013/01/30",214.25
"Currency","2013/01/29",214.25
"Currency","2013/01/28",214.00
"Currency","2013/01/25",214.25
"Currency","2013/01/24",214.00
"Currency","2013/01/23",214.05
"Currency","2013/01/22",214.25
"Currency","2013/01/21",214.00
"Currency","2013/01/18",214.00
"Currency","2013/01/17",214.05
"Currency","2013/01/16",214.55
"Currency","2013/01/15",214.25
"Currency","2013/01/14",214.05
"Currency","2013/01/11",214.00
"Currency","2013/01/10",214.05
"Currency","2013/01/09",214.00
"Currency","2013/01/08",214.00
"Currency","2013/01/07",214.05
"Currency","2013/01/04",214.00
"Currency","2013/01/03",214.00
"Currency","2013/01/02",214.25
"Currency","2013/01/01",214.05
"Currency","2012/12/31",214.25
"Currency","2012/12/28",214.25
"Currency","2012/12/27",214.25
"Currency","2012/12/26",214.25
"Currency","2012/12/25",214.25
"Currency","2012/12/24",214.25
"Currency","2012/12/21",214.00
"Currency","2012/12/20",214.05
"Currency","2012/12/19",214.00
"Currency","2012/12/18",214.00
"Currency","2012/12/17",214.25
"Currency","2012/12/14",214.00
"Currency","2012/12/13",214.00
"Currency","2012/12/12",214.00
"Currency","2012/12/11",214.00
"Currency","2012/12/10",214.00
"Currency","2012/12/07",214.00
"Currency","2012/12/06",214.15
"Currency","2012/12/05",214.00
"Currency","2012/12/04",214.05
"Currency","2012/12/03",214.00
"Currency","2012/11/30",214.00
"Currency","2012/11/29",214.05
"Currency","2012/11/28",214.05
"Currency","2012/11/27",214.25
"Currency","2012/11/26",214.00
"Currency","2012/11/23",214.05
"Currency","2012/11/22",214.00
"Currency","2012/11/21",214.00
"Currency","2012/11/20",214.00
"Currency","2012/11/19",214.00
"Currency","2012/11/16",214.05
"Currency","2012/11/15",214.00
"Currency","2012/11/14",214.00
"Currency","2012/11/13",214.05
"Currency","2012/11/12",214.05
"Currency","2012/11/09",214.05
"Currency","2012/11/08",214.00
"Currency","2012/11/07",214.00
"Currency","2012/11/06",214.00
"Currency","2012/11/05",214.05
"Currency","2012/11/02",214.00
"Currency","2012/11/01",213.00
"Currency","2012/10/31",213.00
"Currency","2012/10/30",213.20
"Currency","2012/10/29",213.20
"Currency","2012/10/28",214.50
"Currency","2012/10/26",213.20
"Currency","2012/10/25",214.05
"Currency","2012/10/24",214.05
"Currency","2012/10/23",214.05
"Currency","2012/10/22",214.00
"Currency","2012/10/21",215.00
"Currency","2012/10/19",214.00
"Currency","2012/10/18",214.05
"Currency","2012/10/17",214.00
"Currency","2012/10/16",214.00
"Currency","2012/10/15",214.00
"Currency","2012/10/14",215.00
"Currency","2012/10/12",214.00
"Currency","2012/10/11",214.00
"Currency","2012/10/10",214.25
"Currency","2012/10/09",214.00
"Currency","2012/10/08",214.00
"Currency","2012/10/07",215.00
"Currency","2012/10/05",214.00
"Currency","2012/10/04",214.00
"Currency","2012/10/03",214.00
"Currency","2012/10/02",214.25
"Currency","2012/10/01",214.25
"Currency","2012/09/30",215.13
"Currency","2012/09/28",214.05
"Currency","2012/09/27",214.05
"Currency","2012/09/26",214.00
"Currency","2012/09/25",214.25
"Currency","2012/09/24",214.00
"Currency","2012/09/23",215.00
"Currency","2012/09/21",214.00
"Currency","2012/09/20",214.25
"Currency","2012/09/19",214.00
"Currency","2012/09/18",214.00
"Currency","2012/09/17",214.00
"Currency","2012/09/16",215.00
"Currency","2012/09/14",214.05
"Currency","2012/09/13",214.00
"Currency","2012/09/12",214.00
"Currency","2012/09/11",214.00
"Currency","2012/09/10",214.00
"Currency","2012/09/09",215.00
"Currency","2012/09/07",214.00
"Currency","2012/09/06",214.00
"Currency","2012/09/05",214.00
"Currency","2012/09/04",214.00
"Currency","2012/09/03",214.00
"Currency","2012/09/02",215.00
"Currency","2012/08/31",214.00
"Currency","2012/08/30",214.00
"Currency","2012/08/29",214.00
"Currency","2012/08/28",214.00
"Currency","2012/08/27",214.00
"Currency","2012/08/26",215.00
"Currency","2012/08/24",214.00
"Currency","2012/08/23",214.00
"Currency","2012/08/22",214.00
"Currency","2012/08/21",214.00
"Currency","2012/08/20",214.00
"Currency","2012/08/19",215.00
"Currency","2012/08/17",214.25
"Currency","2012/08/16",214.25
"Currency","2012/08/15",214.00
"Currency","2012/08/14",214.50
"Currency","2012/08/13",214.00
"Currency","2012/08/12",215.00
"Currency","2012/08/10",214.00
"Currency","2012/08/09",214.05
"Currency","2012/08/08",214.25
"Currency","2012/08/07",214.00
"Currency","2012/08/06",214.00
"Currency","2012/08/05",215.00
"Currency","2012/08/03",214.00
"Currency","2012/08/02",214.00
"Currency","2012/08/01",214.05
"Currency","2012/07/31",214.05
"Currency","2012/07/30",214.05
"Currency","2012/07/29",215.05
"Currency","2012/07/27",214.15
"Currency","2012/07/26",214.00
"Currency","2012/07/25",214.05
"Currency","2012/07/24",214.00
"Currency","2012/07/23",214.00
"Currency","2012/07/22",215.00
"Currency","2012/07/20",214.00
"Currency","2012/07/19",214.55
"Currency","2012/07/18",214.25
"Currency","2012/07/17",214.25
"Currency","2012/07/16",214.25
"Currency","2012/07/15",215.13
"Currency","2012/07/13",214.00
"Currency","2012/07/12",214.25
"Currency","2012/07/11",214.00
"Currency","2012/07/10",214.00
"Currency","2012/07/09",214.05
"Currency","2012/07/08",215.03
"Currency","2012/07/06",214.05
"Currency","2012/07/05",214.25
"Currency","2012/07/04",214.00
"Currency","2012/07/03",214.00
"Currency","2012/07/02",214.00
"Currency","2012/07/01",215.00
"Currency","2012/06/29",214.00
"Currency","2012/06/28",214.05
"Currency","2012/06/27",214.00
"Currency","2012/06/26",214.00
"Currency","2012/06/25",214.00
"Currency","2012/06/24",215.00
"Currency","2012/06/22",214.00
"Currency","2012/06/21",214.00
"Currency","2012/06/20",214.05
"Currency","2012/06/19",214.00
"Currency","2012/06/18",214.00
"Currency","2012/06/17",215.00
"Currency","2012/06/15",214.00
"Currency","2012/06/14",214.00
"Currency","2012/06/13",214.10
"Currency","2012/06/12",214.00
"Currency","2012/06/11",214.05
"Currency","2012/06/10",215.05
"Currency","2012/06/08",214.05
"Currency","2012/06/07",214.00
"Currency","2012/06/06",214.05
"Currency","2012/06/05",214.00
"Currency","2012/06/04",214.25
"Currency","2012/06/03",215.25
"Currency","2012/06/01",214.00
"Currency","2012/05/31",213.55
"Currency","2012/05/30",213.50
"Currency","2012/05/29",213.55
"Currency","2012/05/28",213.55
"Currency","2012/05/27",215.05
"Currency","2012/05/25",213.55
"Currency","2012/05/24",213.55
"Currency","2012/05/23",213.50
"Currency","2012/05/22",213.55
"Currency","2012/05/21",213.50
"Currency","2012/05/20",215.00
"Currency","2012/05/18",213.55
"Currency","2012/05/17",213.50
"Currency","2012/05/16",213.45
