"Indicator","Time","Value (USD/PKR)"
"Currency","2018/06/09",115.56
"Currency","2018/06/08",114.97
"Currency","2018/06/07",115.56
"Currency","2018/06/06",115.56
"Currency","2018/06/05",115.56
"Currency","2018/06/04",115.56
"Currency","2018/06/02",115.57
"Currency","2018/06/01",115.57
"Currency","2018/05/31",115.55
"Currency","2018/05/30",115.41
"Currency","2018/05/29",115.40
"Currency","2018/05/28",115.55
"Currency","2018/05/27",115.40
"Currency","2018/05/26",115.40
"Currency","2018/05/25",115.55
"Currency","2018/05/24",115.55
"Currency","2018/05/23",115.55
"Currency","2018/05/22",114.74
"Currency","2018/05/21",115.55
"Currency","2018/05/20",115.56
"Currency","2018/05/19",115.56
"Currency","2018/05/18",115.56
"Currency","2018/05/17",115.56
"Currency","2018/05/16",115.56
"Currency","2018/05/15",115.55
"Currency","2018/05/14",115.52
"Currency","2018/05/13",115.56
"Currency","2018/05/12",115.40
"Currency","2018/05/11",115.56
"Currency","2018/05/10",115.56
"Currency","2018/05/09",115.55
"Currency","2018/05/08",115.55
"Currency","2018/05/07",115.55
"Currency","2018/05/06",115.55
"Currency","2018/05/05",115.55
"Currency","2018/05/04",115.55
"Currency","2018/05/03",115.55
"Currency","2018/05/02",115.56
"Currency","2018/05/01",115.54
"Currency","2018/04/30",115.54
"Currency","2018/04/29",115.55
"Currency","2018/04/28",115.55
"Currency","2018/04/27",115.55
"Currency","2018/04/26",115.55
"Currency","2018/04/25",114.96
"Currency","2018/04/24",115.54
"Currency","2018/04/23",115.54
"Currency","2018/04/22",115.55
"Currency","2018/04/21",115.55
"Currency","2018/04/20",115.55
"Currency","2018/04/19",115.56
"Currency","2018/04/18",115.56
"Currency","2018/04/17",115.55
"Currency","2018/04/16",115.55
"Currency","2018/04/15",115.55
"Currency","2018/04/14",115.55
"Currency","2018/04/13",115.55
"Currency","2018/04/12",115.54
"Currency","2018/04/11",115.52
"Currency","2018/04/10",115.56
"Currency","2018/04/09",115.52
"Currency","2018/04/08",115.56
"Currency","2018/04/07",115.56
"Currency","2018/04/06",115.56
"Currency","2018/04/05",115.56
"Currency","2018/04/04",115.45
"Currency","2018/04/03",115.45
"Currency","2018/04/02",115.45
"Currency","2018/04/01",115.42
"Currency","2018/03/31",115.42
"Currency","2018/03/30",115.42
"Currency","2018/03/29",115.40
"Currency","2018/03/28",115.40
"Currency","2018/03/27",115.45
"Currency","2018/03/26",115.20
"Currency","2018/03/25",115.20
"Currency","2018/03/24",115.20
"Currency","2018/03/23",115.20
"Currency","2018/03/22",115.20
"Currency","2018/03/21",114.30
"Currency","2018/03/20",114.00
"Currency","2018/03/19",110.53
"Currency","2018/03/18",110.52
"Currency","2018/03/17",110.52
"Currency","2018/03/16",110.52
"Currency","2018/03/15",110.52
"Currency","2018/03/14",110.52
"Currency","2018/03/13",110.52
"Currency","2018/03/12",110.52
"Currency","2018/03/11",110.47
"Currency","2018/03/10",110.47
"Currency","2018/03/09",110.52
"Currency","2018/03/08",110.53
"Currency","2018/03/07",110.52
"Currency","2018/03/06",110.50
"Currency","2018/03/05",110.50
"Currency","2018/03/04",110.47
"Currency","2018/03/03",110.47
"Currency","2018/03/02",110.47
"Currency","2018/03/01",110.52
"Currency","2018/02/28",110.53
"Currency","2018/02/27",110.53
"Currency","2018/02/26",109.84
"Currency","2018/02/25",110.45
"Currency","2018/02/24",110.45
"Currency","2018/02/23",110.45
"Currency","2018/02/22",110.52
"Currency","2018/02/21",110.52
"Currency","2018/02/20",110.50
"Currency","2018/02/19",110.50
"Currency","2018/02/18",110.40
"Currency","2018/02/17",110.40
"Currency","2018/02/16",110.51
"Currency","2018/02/15",110.51
"Currency","2018/02/14",110.51
"Currency","2018/02/13",110.51
"Currency","2018/02/12",109.80
"Currency","2018/02/11",110.30
"Currency","2018/02/10",110.30
"Currency","2018/02/09",110.35
"Currency","2018/02/08",110.52
"Currency","2018/02/07",110.52
"Currency","2018/02/06",110.41
"Currency","2018/02/05",110.52
"Currency","2018/02/04",110.47
"Currency","2018/02/03",110.47
"Currency","2018/02/02",110.45
"Currency","2018/02/01",110.51
"Currency","2018/01/31",110.52
"Currency","2018/01/30",110.52
"Currency","2018/01/29",110.52
"Currency","2018/01/28",110.40
"Currency","2018/01/27",110.40
"Currency","2018/01/26",110.51
"Currency","2018/01/25",110.51
"Currency","2018/01/24",110.45
"Currency","2018/01/23",110.49
"Currency","2018/01/22",110.51
"Currency","2018/01/21",110.40
"Currency","2018/01/20",110.40
"Currency","2018/01/19",110.40
"Currency","2018/01/18",110.52
"Currency","2018/01/17",110.39
"Currency","2018/01/16",110.11
"Currency","2018/01/15",110.51
"Currency","2018/01/14",110.45
"Currency","2018/01/13",110.45
"Currency","2018/01/12",110.51
"Currency","2018/01/11",110.50
"Currency","2018/01/10",110.19
"Currency","2018/01/09",110.50
"Currency","2018/01/08",109.94
"Currency","2018/01/07",110.40
"Currency","2018/01/06",110.40
"Currency","2018/01/05",110.50
"Currency","2018/01/04",110.47
"Currency","2018/01/03",110.47
"Currency","2018/01/02",110.40
"Currency","2017/12/31",110.40
"Currency","2017/12/29",110.40
"Currency","2017/12/28",110.40
"Currency","2017/12/27",110.40
"Currency","2017/12/26",109.89
"Currency","2017/12/25",109.39
"Currency","2017/12/24",110.40
"Currency","2017/12/22",110.40
"Currency","2017/12/21",110.29
"Currency","2017/12/20",110.25
"Currency","2017/12/19",109.79
"Currency","2017/12/18",109.75
"Currency","2017/12/15",109.75
"Currency","2017/12/14",109.60
"Currency","2017/12/13",109.00
"Currency","2017/12/12",108.89
"Currency","2017/12/11",106.69
"Currency","2017/12/10",105.75
"Currency","2017/12/08",105.75
"Currency","2017/12/07",105.32
"Currency","2017/12/06",105.32
"Currency","2017/12/05",105.15
"Currency","2017/12/04",105.25
"Currency","2017/12/03",105.23
"Currency","2017/12/01",105.23
"Currency","2017/11/30",105.23
"Currency","2017/11/29",105.31
"Currency","2017/11/28",105.15
"Currency","2017/11/27",105.18
"Currency","2017/11/26",105.03
"Currency","2017/11/24",105.03
"Currency","2017/11/23",105.20
"Currency","2017/11/22",105.25
"Currency","2017/11/21",105.05
"Currency","2017/11/20",105.09
"Currency","2017/11/19",105.18
"Currency","2017/11/17",105.18
"Currency","2017/11/16",105.15
"Currency","2017/11/15",105.25
"Currency","2017/11/14",105.10
"Currency","2017/11/13",105.25
"Currency","2017/11/12",104.80
"Currency","2017/11/10",104.85
"Currency","2017/11/09",104.90
"Currency","2017/11/08",105.10
"Currency","2017/11/07",105.10
"Currency","2017/11/06",105.15
"Currency","2017/11/05",105.13
"Currency","2017/11/03",105.13
"Currency","2017/11/02",105.10
"Currency","2017/11/01",105.10
"Currency","2017/10/31",105.10
"Currency","2017/10/30",105.12
"Currency","2017/10/27",105.15
"Currency","2017/10/26",105.20
"Currency","2017/10/25",105.10
"Currency","2017/10/24",105.25
"Currency","2017/10/23",105.10
"Currency","2017/10/20",105.20
"Currency","2017/10/19",105.05
"Currency","2017/10/18",105.10
"Currency","2017/10/17",105.10
"Currency","2017/10/16",104.95
"Currency","2017/10/13",105.10
"Currency","2017/10/12",104.70
"Currency","2017/10/11",104.95
"Currency","2017/10/10",104.95
"Currency","2017/10/09",105.05
"Currency","2017/10/06",105.05
"Currency","2017/10/05",105.10
"Currency","2017/10/04",105.25
"Currency","2017/10/03",105.17
"Currency","2017/10/02",105.15
"Currency","2017/09/29",105.20
"Currency","2017/09/28",105.25
"Currency","2017/09/27",105.30
"Currency","2017/09/26",105.15
"Currency","2017/09/25",105.20
"Currency","2017/09/22",105.21
"Currency","2017/09/21",105.20
"Currency","2017/09/20",105.20
"Currency","2017/09/19",105.21
"Currency","2017/09/18",105.12
"Currency","2017/09/16",105.20
"Currency","2017/09/15",105.20
"Currency","2017/09/14",105.10
"Currency","2017/09/13",105.05
"Currency","2017/09/12",105.20
"Currency","2017/09/11",105.20
"Currency","2017/09/08",105.10
"Currency","2017/09/07",105.20
"Currency","2017/09/06",105.20
"Currency","2017/09/05",105.04
"Currency","2017/09/04",104.95
"Currency","2017/09/01",105.00
"Currency","2017/08/31",105.05
"Currency","2017/08/30",105.10
"Currency","2017/08/29",105.00
"Currency","2017/08/28",105.21
"Currency","2017/08/25",105.25
"Currency","2017/08/24",105.25
"Currency","2017/08/23",105.19
"Currency","2017/08/22",105.20
"Currency","2017/08/21",105.19
"Currency","2017/08/18",105.19
"Currency","2017/08/17",105.30
"Currency","2017/08/16",105.30
"Currency","2017/08/15",105.30
"Currency","2017/08/14",105.12
"Currency","2017/08/12",105.12
"Currency","2017/08/11",105.12
"Currency","2017/08/10",105.12
"Currency","2017/08/09",105.10
"Currency","2017/08/08",105.15
"Currency","2017/08/07",105.11
"Currency","2017/08/04",105.19
"Currency","2017/08/03",105.19
"Currency","2017/08/02",105.26
"Currency","2017/08/01",105.22
"Currency","2017/07/31",105.30
"Currency","2017/07/30",105.23
"Currency","2017/07/28",105.23
"Currency","2017/07/27",105.22
"Currency","2017/07/26",105.32
"Currency","2017/07/25",105.12
"Currency","2017/07/24",105.22
"Currency","2017/07/23",105.11
"Currency","2017/07/21",105.11
"Currency","2017/07/20",105.18
"Currency","2017/07/19",105.12
"Currency","2017/07/18",105.15
"Currency","2017/07/17",104.95
"Currency","2017/07/14",105.09
"Currency","2017/07/13",105.25
"Currency","2017/07/12",105.05
"Currency","2017/07/11",105.05
"Currency","2017/07/10",105.65
"Currency","2017/07/08",105.75
"Currency","2017/07/07",105.75
"Currency","2017/07/06",105.75
"Currency","2017/07/05",107.89
"Currency","2017/07/04",104.75
"Currency","2017/07/03",104.84
"Currency","2017/07/02",104.70
"Currency","2017/06/30",104.65
"Currency","2017/06/29",104.60
"Currency","2017/06/28",104.83
"Currency","2017/06/27",104.67
"Currency","2017/06/26",104.70
"Currency","2017/06/25",104.75
"Currency","2017/06/24",104.64
"Currency","2017/06/23",104.64
"Currency","2017/06/22",104.65
"Currency","2017/06/21",104.68
"Currency","2017/06/20",104.63
"Currency","2017/06/19",104.65
"Currency","2017/06/17",104.84
"Currency","2017/06/16",104.84
"Currency","2017/06/15",104.76
"Currency","2017/06/14",104.83
"Currency","2017/06/13",104.55
"Currency","2017/06/12",104.65
"Currency","2017/06/09",104.65
"Currency","2017/06/08",104.65
"Currency","2017/06/07",104.75
"Currency","2017/06/06",104.55
"Currency","2017/06/05",104.55
"Currency","2017/06/03",104.55
"Currency","2017/06/02",104.55
"Currency","2017/06/01",104.64
"Currency","2017/05/31",104.66
"Currency","2017/05/30",104.65
"Currency","2017/05/29",104.65
"Currency","2017/05/26",104.66
"Currency","2017/05/25",104.76
"Currency","2017/05/24",104.80
"Currency","2017/05/23",104.65
"Currency","2017/05/22",104.59
"Currency","2017/05/20",104.65
"Currency","2017/05/19",104.65
"Currency","2017/05/18",104.65
"Currency","2017/05/17",104.75
"Currency","2017/05/15",104.70
"Currency","2017/05/12",104.70
"Currency","2017/05/11",104.60
"Currency","2017/05/10",104.70
"Currency","2017/05/09",104.79
"Currency","2017/05/08",104.70
"Currency","2017/05/07",104.65
"Currency","2017/05/05",104.69
"Currency","2017/05/04",104.70
"Currency","2017/05/03",104.55
"Currency","2017/05/02",104.70
"Currency","2017/05/01",104.60
"Currency","2017/04/28",104.73
"Currency","2017/04/27",104.65
"Currency","2017/04/26",104.55
"Currency","2017/04/21",104.70
"Currency","2017/04/20",104.70
"Currency","2017/04/19",104.70
"Currency","2017/04/18",104.63
"Currency","2017/04/17",104.72
"Currency","2017/04/14",104.65
"Currency","2017/04/13",104.65
"Currency","2017/04/12",104.65
"Currency","2017/04/11",104.52
"Currency","2017/04/10",104.70
"Currency","2017/04/07",104.65
"Currency","2017/04/06",104.65
"Currency","2017/04/05",104.50
"Currency","2017/04/04",104.65
"Currency","2017/04/03",104.65
"Currency","2017/03/31",104.66
"Currency","2017/03/30",104.62
"Currency","2017/03/29",104.65
"Currency","2017/03/28",104.70
"Currency","2017/03/27",104.60
"Currency","2017/03/24",104.60
"Currency","2017/03/23",104.60
"Currency","2017/03/22",104.56
"Currency","2017/03/21",104.70
"Currency","2017/03/20",104.65
"Currency","2017/03/17",104.65
"Currency","2017/03/16",104.59
"Currency","2017/03/15",104.60
"Currency","2017/03/14",104.70
"Currency","2017/03/13",104.63
"Currency","2017/03/11",104.61
"Currency","2017/03/10",104.61
"Currency","2017/03/09",104.60
"Currency","2017/03/08",104.60
"Currency","2017/03/07",104.62
"Currency","2017/03/06",104.59
"Currency","2017/03/03",104.61
"Currency","2017/03/02",104.61
"Currency","2017/03/01",104.55
"Currency","2017/02/28",104.61
"Currency","2017/02/27",104.65
"Currency","2017/02/24",104.61
"Currency","2017/02/23",104.60
"Currency","2017/02/22",104.65
"Currency","2017/02/21",104.65
"Currency","2017/02/20",104.65
"Currency","2017/02/18",104.65
"Currency","2017/02/17",104.65
"Currency","2017/02/16",104.65
"Currency","2017/02/15",104.65
"Currency","2017/02/14",104.75
"Currency","2017/02/13",104.55
"Currency","2017/02/10",104.70
"Currency","2017/02/09",104.65
"Currency","2017/02/08",104.60
"Currency","2017/02/07",104.75
"Currency","2017/02/06",104.76
"Currency","2017/02/03",104.55
"Currency","2017/02/02",104.65
"Currency","2017/02/01",104.60
"Currency","2017/01/31",104.59
"Currency","2017/01/30",104.60
"Currency","2017/01/27",104.65
"Currency","2017/01/26",104.70
"Currency","2017/01/25",104.65
"Currency","2017/01/24",104.70
"Currency","2017/01/23",104.55
"Currency","2017/01/20",104.70
"Currency","2017/01/19",104.65
"Currency","2017/01/18",104.70
"Currency","2017/01/17",104.60
"Currency","2017/01/16",104.60
"Currency","2017/01/13",104.65
"Currency","2017/01/12",104.70
"Currency","2017/01/11",104.60
"Currency","2017/01/10",104.60
"Currency","2017/01/09",104.65
"Currency","2017/01/06",104.74
"Currency","2017/01/05",104.70
"Currency","2017/01/04",104.73
"Currency","2017/01/03",104.72
"Currency","2017/01/02",104.30
"Currency","2016/12/30",104.30
"Currency","2016/12/29",104.70
"Currency","2016/12/28",104.75
"Currency","2016/12/27",104.65
"Currency","2016/12/26",104.65
"Currency","2016/12/24",104.70
"Currency","2016/12/23",104.70
"Currency","2016/12/22",104.65
"Currency","2016/12/21",104.70
"Currency","2016/12/20",104.65
"Currency","2016/12/19",104.70
"Currency","2016/12/16",104.70
"Currency","2016/12/15",104.70
"Currency","2016/12/14",104.78
"Currency","2016/12/13",104.65
"Currency","2016/12/12",104.50
"Currency","2016/12/10",104.50
"Currency","2016/12/09",104.50
"Currency","2016/12/08",104.59
"Currency","2016/12/07",104.70
"Currency","2016/12/06",104.70
"Currency","2016/12/05",104.65
"Currency","2016/12/02",104.78
"Currency","2016/12/01",104.75
"Currency","2016/11/30",104.80
"Currency","2016/11/29",104.70
"Currency","2016/11/28",104.75
"Currency","2016/11/25",104.80
"Currency","2016/11/24",104.80
"Currency","2016/11/23",104.80
"Currency","2016/11/22",104.68
"Currency","2016/11/21",104.72
"Currency","2016/11/19",104.75
"Currency","2016/11/18",104.75
"Currency","2016/11/17",104.75
"Currency","2016/11/16",104.72
"Currency","2016/11/15",104.70
"Currency","2016/11/14",104.70
"Currency","2016/11/12",104.65
"Currency","2016/11/11",104.65
"Currency","2016/11/10",104.60
"Currency","2016/11/09",104.63
"Currency","2016/11/08",104.60
"Currency","2016/11/07",104.68
"Currency","2016/11/04",104.70
"Currency","2016/11/03",104.72
"Currency","2016/11/02",104.77
"Currency","2016/11/01",104.70
"Currency","2016/10/31",104.77
"Currency","2016/10/29",104.74
"Currency","2016/10/28",104.74
"Currency","2016/10/27",104.74
"Currency","2016/10/26",104.70
"Currency","2016/10/25",104.75
"Currency","2016/10/24",104.75
"Currency","2016/10/21",104.74
"Currency","2016/10/20",104.72
"Currency","2016/10/19",104.73
"Currency","2016/10/18",104.69
"Currency","2016/10/17",104.73
"Currency","2016/10/14",104.66
"Currency","2016/10/13",104.55
"Currency","2016/10/12",104.45
"Currency","2016/10/11",104.55
"Currency","2016/10/10",104.58
"Currency","2016/10/07",104.63
"Currency","2016/10/06",104.44
"Currency","2016/10/05",104.49
"Currency","2016/10/04",104.48
"Currency","2016/10/03",104.53
"Currency","2016/09/30",104.46
"Currency","2016/09/29",104.51
"Currency","2016/09/28",105.05
"Currency","2016/09/27",104.83
"Currency","2016/09/26",104.79
"Currency","2016/09/24",104.70
"Currency","2016/09/23",104.78
"Currency","2016/09/22",104.78
"Currency","2016/09/21",104.73
"Currency","2016/09/20",104.57
"Currency","2016/09/19",104.50
"Currency","2016/09/17",104.50
"Currency","2016/09/16",104.39
"Currency","2016/09/15",104.60
"Currency","2016/09/14",104.45
"Currency","2016/09/13",104.33
"Currency","2016/09/12",104.27
"Currency","2016/09/10",104.28
"Currency","2016/09/09",104.29
"Currency","2016/09/08",104.47
"Currency","2016/09/07",104.41
"Currency","2016/09/06",104.60
"Currency","2016/09/05",104.65
"Currency","2016/09/03",104.38
"Currency","2016/09/02",104.38
"Currency","2016/09/01",104.45
"Currency","2016/08/31",104.68
"Currency","2016/08/30",104.65
"Currency","2016/08/29",104.62
"Currency","2016/08/26",104.70
"Currency","2016/08/25",104.75
"Currency","2016/08/24",104.93
"Currency","2016/08/23",104.74
"Currency","2016/08/22",104.74
"Currency","2016/08/19",104.62
"Currency","2016/08/18",104.77
"Currency","2016/08/17",104.62
"Currency","2016/08/16",104.50
"Currency","2016/08/15",104.70
"Currency","2016/08/12",104.63
"Currency","2016/08/11",104.48
"Currency","2016/08/10",104.58
"Currency","2016/08/09",104.51
"Currency","2016/08/08",104.59
"Currency","2016/08/05",104.57
"Currency","2016/08/04",104.41
"Currency","2016/08/03",104.46
"Currency","2016/08/02",104.78
"Currency","2016/08/01",104.81
"Currency","2016/07/29",104.84
"Currency","2016/07/28",104.84
"Currency","2016/07/27",104.83
"Currency","2016/07/26",104.49
"Currency","2016/07/25",104.80
"Currency","2016/07/22",104.80
"Currency","2016/07/21",104.79
"Currency","2016/07/20",104.82
"Currency","2016/07/19",104.85
"Currency","2016/07/18",105.18
"Currency","2016/07/15",104.85
"Currency","2016/07/14",104.75
"Currency","2016/07/13",104.86
"Currency","2016/07/12",104.84
"Currency","2016/07/11",104.84
"Currency","2016/07/08",104.83
"Currency","2016/07/07",104.79
"Currency","2016/07/06",104.69
"Currency","2016/07/05",104.60
"Currency","2016/07/04",104.60
"Currency","2016/07/01",104.72
"Currency","2016/06/30",104.75
"Currency","2016/06/29",104.68
"Currency","2016/06/28",104.65
"Currency","2016/06/27",104.85
"Currency","2016/06/24",104.82
"Currency","2016/06/23",104.42
"Currency","2016/06/22",104.73
"Currency","2016/06/21",104.73
"Currency","2016/06/20",104.75
"Currency","2016/06/17",104.71
"Currency","2016/06/16",104.18
"Currency","2016/06/15",104.60
"Currency","2016/06/14",104.55
"Currency","2016/06/13",104.48
"Currency","2016/06/10",104.23
"Currency","2016/06/09",104.30
"Currency","2016/06/08",104.66
"Currency","2016/06/07",104.65
"Currency","2016/06/06",104.59
"Currency","2016/06/04",104.76
"Currency","2016/06/03",104.63
"Currency","2016/06/02",104.69
"Currency","2016/06/01",104.76
"Currency","2016/05/31",104.83
"Currency","2016/05/30",104.83
"Currency","2016/05/27",104.65
"Currency","2016/05/26",104.80
"Currency","2016/05/25",104.79
"Currency","2016/05/24",104.80
"Currency","2016/05/23",104.81
"Currency","2016/05/20",104.80
"Currency","2016/05/19",104.74
"Currency","2016/05/18",104.72
"Currency","2016/05/17",104.72
"Currency","2016/05/16",104.71
"Currency","2016/05/13",104.66
"Currency","2016/05/12",104.66
"Currency","2016/05/11",104.66
"Currency","2016/05/10",104.66
"Currency","2016/05/09",104.70
"Currency","2016/05/06",104.68
"Currency","2016/05/05",104.65
"Currency","2016/05/04",104.68
"Currency","2016/05/03",104.78
"Currency","2016/05/02",104.78
"Currency","2016/04/29",104.80
"Currency","2016/04/28",104.82
"Currency","2016/04/27",104.81
"Currency","2016/04/26",104.79
"Currency","2016/04/25",104.77
"Currency","2016/04/23",104.74
"Currency","2016/04/22",104.74
"Currency","2016/04/21",104.73
"Currency","2016/04/20",104.73
"Currency","2016/04/19",104.76
"Currency","2016/04/18",104.72
"Currency","2016/04/15",104.69
"Currency","2016/04/14",104.67
"Currency","2016/04/13",104.69
"Currency","2016/04/12",104.71
"Currency","2016/04/11",104.73
"Currency","2016/04/09",104.68
"Currency","2016/04/08",104.68
"Currency","2016/04/07",104.67
"Currency","2016/04/06",104.69
"Currency","2016/04/05",104.68
"Currency","2016/04/04",104.68
"Currency","2016/04/01",104.73
"Currency","2016/03/31",104.73
"Currency","2016/03/30",104.73
"Currency","2016/03/29",104.72
"Currency","2016/03/28",104.73
"Currency","2016/03/25",104.73
"Currency","2016/03/24",104.73
"Currency","2016/03/23",104.73
"Currency","2016/03/22",104.73
"Currency","2016/03/21",104.75
"Currency","2016/03/18",104.66
"Currency","2016/03/17",104.67
"Currency","2016/03/16",104.66
"Currency","2016/03/15",104.64
"Currency","2016/03/14",104.63
"Currency","2016/03/13",104.67
"Currency","2016/03/11",104.67
"Currency","2016/03/10",104.75
"Currency","2016/03/09",104.75
"Currency","2016/03/08",104.73
"Currency","2016/03/07",104.71
"Currency","2016/03/06",104.74
"Currency","2016/03/04",104.74
"Currency","2016/03/03",104.75
"Currency","2016/03/02",104.73
"Currency","2016/03/01",104.73
"Currency","2016/02/29",104.67
"Currency","2016/02/28",104.59
"Currency","2016/02/26",104.59
"Currency","2016/02/25",104.61
"Currency","2016/02/24",104.55
"Currency","2016/02/23",104.75
"Currency","2016/02/22",104.80
"Currency","2016/02/19",104.77
"Currency","2016/02/18",104.78
"Currency","2016/02/17",104.71
"Currency","2016/02/16",104.70
"Currency","2016/02/15",104.68
"Currency","2016/02/12",104.49
"Currency","2016/02/11",104.66
"Currency","2016/02/10",104.64
"Currency","2016/02/09",104.63
"Currency","2016/02/08",104.31
"Currency","2016/02/05",104.23
"Currency","2016/02/04",104.23
"Currency","2016/02/03",104.79
"Currency","2016/02/02",104.91
"Currency","2016/02/01",104.92
"Currency","2016/01/29",104.90
"Currency","2016/01/28",104.93
"Currency","2016/01/27",104.91
"Currency","2016/01/26",104.91
"Currency","2016/01/25",104.93
"Currency","2016/01/22",104.94
"Currency","2016/01/21",104.94
"Currency","2016/01/20",104.91
"Currency","2016/01/19",104.93
"Currency","2016/01/18",104.92
"Currency","2016/01/15",104.93
"Currency","2016/01/14",104.92
"Currency","2016/01/13",104.92
"Currency","2016/01/12",104.91
"Currency","2016/01/11",104.92
"Currency","2016/01/10",104.90
"Currency","2016/01/08",104.90
"Currency","2016/01/07",104.91
"Currency","2016/01/06",104.89
"Currency","2016/01/05",104.88
"Currency","2016/01/04",104.88
"Currency","2016/01/03",104.74
"Currency","2016/01/01",104.74
"Currency","2015/12/31",104.74
"Currency","2015/12/30",104.85
"Currency","2015/12/29",104.81
"Currency","2015/12/28",104.90
"Currency","2015/12/25",104.77
"Currency","2015/12/24",104.77
"Currency","2015/12/23",104.77
"Currency","2015/12/22",104.83
"Currency","2015/12/21",104.85
"Currency","2015/12/20",104.73
"Currency","2015/12/18",104.71
"Currency","2015/12/17",104.77
"Currency","2015/12/16",104.88
"Currency","2015/12/15",104.94
"Currency","2015/12/14",104.35
"Currency","2015/12/11",104.25
"Currency","2015/12/10",104.03
"Currency","2015/12/09",103.94
"Currency","2015/12/08",103.69
"Currency","2015/12/07",104.91
"Currency","2015/12/06",105.37
"Currency","2015/12/04",105.27
"Currency","2015/12/03",105.53
"Currency","2015/12/02",105.21
"Currency","2015/12/01",105.52
"Currency","2015/11/30",105.48
"Currency","2015/11/28",105.48
"Currency","2015/11/27",105.47
"Currency","2015/11/26",105.49
"Currency","2015/11/25",105.41
"Currency","2015/11/24",105.45
"Currency","2015/11/23",105.51
"Currency","2015/11/20",105.49
"Currency","2015/11/19",105.47
"Currency","2015/11/18",105.49
"Currency","2015/11/17",105.44
"Currency","2015/11/16",105.47
"Currency","2015/11/13",105.45
"Currency","2015/11/12",105.45
"Currency","2015/11/11",105.47
"Currency","2015/11/10",105.54
"Currency","2015/11/09",105.48
"Currency","2015/11/08",105.46
"Currency","2015/11/06",105.47
"Currency","2015/11/05",105.51
"Currency","2015/11/04",105.51
"Currency","2015/11/03",105.40
"Currency","2015/11/02",105.46
"Currency","2015/11/01",105.41
"Currency","2015/10/30",105.48
"Currency","2015/10/29",105.51
"Currency","2015/10/28",104.50
"Currency","2015/10/27",104.48
"Currency","2015/10/26",104.49
"Currency","2015/10/25",104.43
"Currency","2015/10/23",104.43
"Currency","2015/10/22",104.40
"Currency","2015/10/21",104.44
"Currency","2015/10/20",104.41
"Currency","2015/10/19",104.43
"Currency","2015/10/18",104.34
"Currency","2015/10/16",104.37
"Currency","2015/10/15",104.37
"Currency","2015/10/14",104.42
"Currency","2015/10/13",104.42
"Currency","2015/10/12",104.41
"Currency","2015/10/09",104.44
"Currency","2015/10/08",104.43
"Currency","2015/10/07",104.49
"Currency","2015/10/06",104.48
"Currency","2015/10/05",104.51
"Currency","2015/10/04",104.48
"Currency","2015/10/02",104.48
"Currency","2015/10/01",104.47
"Currency","2015/09/30",104.48
"Currency","2015/09/29",104.50
"Currency","2015/09/28",104.45
"Currency","2015/09/27",104.38
"Currency","2015/09/26",104.38
"Currency","2015/09/25",104.38
"Currency","2015/09/24",104.38
"Currency","2015/09/23",104.38
"Currency","2015/09/22",104.32
"Currency","2015/09/21",104.35
"Currency","2015/09/20",104.36
"Currency","2015/09/18",104.36
"Currency","2015/09/17",104.35
"Currency","2015/09/16",104.32
"Currency","2015/09/15",104.31
"Currency","2015/09/14",104.34
"Currency","2015/09/13",104.39
"Currency","2015/09/11",104.39
"Currency","2015/09/10",104.26
"Currency","2015/09/09",104.35
"Currency","2015/09/08",104.28
"Currency","2015/09/07",104.23
"Currency","2015/09/06",104.21
"Currency","2015/09/04",104.21
"Currency","2015/09/03",104.20
"Currency","2015/09/02",104.18
"Currency","2015/09/01",104.13
"Currency","2015/08/31",104.13
"Currency","2015/08/30",103.91
"Currency","2015/08/28",103.91
"Currency","2015/08/27",103.86
"Currency","2015/08/26",104.03
"Currency","2015/08/25",104.00
"Currency","2015/08/24",104.00
"Currency","2015/08/21",102.01
"Currency","2015/08/20",101.89
"Currency","2015/08/19",101.88
"Currency","2015/08/18",101.93
"Currency","2015/08/17",101.92
"Currency","2015/08/14",101.84
"Currency","2015/08/13",101.84
"Currency","2015/08/12",101.83
"Currency","2015/08/11",101.79
"Currency","2015/08/10",101.79
"Currency","2015/08/07",101.81
"Currency","2015/08/05",101.65
"Currency","2015/08/04",101.70
"Currency","2015/08/03",101.70
"Currency","2015/07/31",101.75
"Currency","2015/07/30",101.75
"Currency","2015/07/29",101.70
"Currency","2015/07/28",101.75
"Currency","2015/07/27",101.75
"Currency","2015/07/24",101.85
"Currency","2015/07/23",101.80
"Currency","2015/07/22",101.80
"Currency","2015/07/21",101.80
"Currency","2015/07/20",100.86
"Currency","2015/07/17",101.75
"Currency","2015/07/16",101.80
"Currency","2015/07/15",101.75
"Currency","2015/07/14",101.60
"Currency","2015/07/13",101.65
"Currency","2015/07/12",101.69
"Currency","2015/07/10",101.70
"Currency","2015/07/09",101.71
"Currency","2015/07/08",101.75
"Currency","2015/07/07",101.75
"Currency","2015/07/06",101.75
"Currency","2015/07/04",101.75
"Currency","2015/07/03",100.15
"Currency","2015/07/02",101.70
"Currency","2015/07/01",101.75
"Currency","2015/06/30",101.75
"Currency","2015/06/29",101.75
"Currency","2015/06/26",101.70
"Currency","2015/06/25",101.70
"Currency","2015/06/24",101.75
"Currency","2015/06/23",101.75
"Currency","2015/06/22",99.93
"Currency","2015/06/19",101.70
"Currency","2015/06/18",101.75
"Currency","2015/06/17",101.75
"Currency","2015/06/16",101.75
