"Indicator","Time","Value (USD/PKR)"
"Currency","2000/07/28",53.40
"Currency","2000/07/27",53.36
"Currency","2000/07/26",53.43
"Currency","2000/07/25",53.15
"Currency","2000/07/24",53.06
"Currency","2000/07/21",52.79
"Currency","2000/07/20",52.38
"Currency","2000/07/19",52.30
"Currency","2000/07/18",52.30
"Currency","2000/07/17",52.29
"Currency","2000/07/14",52.30
"Currency","2000/07/13",52.30
"Currency","2000/07/12",52.30
"Currency","2000/07/11",52.30
"Currency","2000/07/10",52.30
"Currency","2000/07/07",52.29
"Currency","2000/07/06",52.30
"Currency","2000/07/03",52.30
"Currency","2000/06/30",52.23
"Currency","2000/06/29",52.29
"Currency","2000/06/28",52.30
"Currency","2000/06/27",52.26
"Currency","2000/06/26",52.29
"Currency","2000/06/23",52.27
"Currency","2000/06/22",52.26
"Currency","2000/06/21",52.05
"Currency","2000/06/20",52.00
"Currency","2000/06/19",52.01
"Currency","2000/06/16",52.15
"Currency","2000/06/14",52.03
"Currency","2000/06/13",52.00
"Currency","2000/06/12",52.02
"Currency","2000/06/09",52.03
"Currency","2000/06/08",52.05
"Currency","2000/06/07",52.10
"Currency","2000/06/06",52.07
"Currency","2000/06/05",52.08
"Currency","2000/06/02",52.08
"Currency","2000/06/01",52.09
"Currency","2000/05/31",52.06
"Currency","2000/05/30",51.83
"Currency","2000/05/25",51.90
"Currency","2000/05/24",51.89
"Currency","2000/05/23",51.89
"Currency","2000/05/22",51.90
"Currency","2000/05/19",51.90
"Currency","2000/05/18",51.90
"Currency","2000/05/16",51.90
"Currency","2000/05/15",51.87
"Currency","2000/05/12",51.88
"Currency","2000/05/11",51.66
"Currency","2000/05/10",51.81
"Currency","2000/05/09",51.87
"Currency","2000/05/08",51.89
"Currency","2000/05/05",51.88
"Currency","2000/05/04",51.90
"Currency","2000/05/03",51.90
"Currency","2000/05/02",51.70
"Currency","2000/05/01",51.39
"Currency","2000/04/28",51.90
"Currency","2000/04/27",51.90
"Currency","2000/04/26",51.89
"Currency","2000/04/25",51.90
"Currency","2000/04/24",51.89
"Currency","2000/04/21",51.75
"Currency","2000/04/20",51.90
"Currency","2000/04/19",51.90
"Currency","2000/04/18",51.89
"Currency","2000/04/17",51.90
"Currency","2000/04/14",51.89
"Currency","2000/04/13",51.89
"Currency","2000/04/11",51.90
"Currency","2000/04/10",51.89
"Currency","2000/04/07",51.90
"Currency","2000/04/06",51.91
"Currency","2000/04/05",51.89
"Currency","2000/04/04",51.89
"Currency","2000/04/03",51.90
"Currency","2000/03/31",51.90
"Currency","2000/03/30",51.90
"Currency","2000/03/29",51.95
"Currency","2000/03/27",51.90
"Currency","2000/03/24",51.90
"Currency","2000/03/22",51.95
"Currency","2000/03/21",51.90
"Currency","2000/03/20",51.90
"Currency","2000/03/15",51.90
"Currency","2000/03/14",51.89
"Currency","2000/03/10",51.89
"Currency","2000/03/09",51.90
"Currency","2000/03/08",51.89
"Currency","2000/03/07",51.88
"Currency","2000/03/06",51.89
"Currency","2000/03/03",51.87
"Currency","2000/03/02",51.88
"Currency","2000/03/01",51.89
"Currency","2000/02/28",51.90
"Currency","2000/02/25",51.88
"Currency","2000/02/24",51.89
"Currency","2000/02/21",51.90
"Currency","2000/02/17",51.89
"Currency","2000/02/15",51.90
"Currency","2000/02/14",51.88
"Currency","2000/02/11",51.89
"Currency","2000/02/10",51.89
"Currency","2000/02/09",51.90
"Currency","2000/02/08",52.00
"Currency","2000/02/07",51.88
"Currency","2000/02/04",51.90
"Currency","2000/02/03",51.90
"Currency","2000/02/02",51.90
"Currency","2000/02/01",51.93
"Currency","2000/01/31",51.90
"Currency","2000/01/28",51.89
"Currency","2000/01/27",51.85
"Currency","2000/01/26",51.90
"Currency","2000/01/25",51.85
"Currency","2000/01/24",51.88
"Currency","2000/01/21",51.89
"Currency","2000/01/20",51.85
"Currency","2000/01/19",51.95
"Currency","2000/01/18",51.93
"Currency","2000/01/17",51.94
"Currency","2000/01/14",51.64
"Currency","2000/01/13",51.85
"Currency","2000/01/12",51.89
"Currency","2000/01/11",51.90
"Currency","2000/01/10",51.85
"Currency","2000/01/07",51.90
"Currency","2000/01/06",51.88
"Currency","2000/01/05",51.85
"Currency","2000/01/04",51.95
"Currency","2000/01/03",51.91
"Currency","1999/12/31",51.80
"Currency","1999/12/30",51.88
"Currency","1999/12/29",51.89
"Currency","1999/12/28",51.95
"Currency","1999/12/27",51.88
"Currency","1999/12/24",51.70
"Currency","1999/12/23",51.90
"Currency","1999/12/22",51.89
"Currency","1999/12/21",51.89
"Currency","1999/12/20",51.88
"Currency","1999/12/17",51.90
"Currency","1999/12/15",51.90
"Currency","1999/12/14",51.89
"Currency","1999/12/13",51.90
"Currency","1999/12/10",51.89
"Currency","1999/12/09",51.90
"Currency","1999/12/08",51.90
"Currency","1999/12/06",51.90
"Currency","1999/12/03",51.90
"Currency","1999/12/02",51.89
"Currency","1999/12/01",51.80
"Currency","1999/11/30",51.90
"Currency","1999/11/29",51.89
"Currency","1999/11/26",51.88
"Currency","1999/11/25",51.82
"Currency","1999/11/24",51.89
"Currency","1999/11/22",51.88
"Currency","1999/11/19",51.89
"Currency","1999/11/18",51.88
"Currency","1999/11/15",51.90
"Currency","1999/11/12",51.89
"Currency","1999/11/11",51.90
"Currency","1999/11/10",51.89
"Currency","1999/11/08",51.89
"Currency","1999/11/05",51.89
"Currency","1999/11/04",51.90
"Currency","1999/11/03",51.90
"Currency","1999/11/02",51.70
"Currency","1999/11/01",51.90
"Currency","1999/10/29",51.89
"Currency","1999/10/28",51.79
"Currency","1999/10/27",51.76
"Currency","1999/10/26",51.79
"Currency","1999/10/25",51.84
"Currency","1999/10/22",51.84
"Currency","1999/10/21",51.87
"Currency","1999/10/20",51.88
"Currency","1999/10/19",51.90
"Currency","1999/10/18",51.89
"Currency","1999/10/15",51.89
"Currency","1999/10/14",51.88
"Currency","1999/10/13",51.87
"Currency","1999/10/12",51.88
"Currency","1999/10/08",51.83
"Currency","1999/10/07",51.84
"Currency","1999/10/06",51.82
"Currency","1999/10/04",51.83
"Currency","1999/10/01",51.80
"Currency","1999/09/30",51.79
"Currency","1999/09/29",51.81
"Currency","1999/09/28",51.82
"Currency","1999/09/27",51.80
"Currency","1999/09/24",51.78
"Currency","1999/09/23",51.82
"Currency","1999/09/20",51.81
"Currency","1999/09/17",51.79
"Currency","1999/09/16",51.76
"Currency","1999/09/15",51.88
"Currency","1999/09/14",51.81
"Currency","1999/09/13",51.81
"Currency","1999/09/10",51.75
"Currency","1999/09/09",51.74
"Currency","1999/09/08",51.65
"Currency","1999/09/06",51.60
"Currency","1999/09/03",51.66
"Currency","1999/09/02",51.75
"Currency","1999/09/01",51.87
"Currency","1999/08/31",51.88
"Currency","1999/08/30",51.85
"Currency","1999/08/27",51.83
"Currency","1999/08/26",51.65
"Currency","1999/08/25",51.78
"Currency","1999/08/24",51.75
"Currency","1999/08/23",51.81
"Currency","1999/08/18",51.70
"Currency","1999/08/17",51.35
"Currency","1999/08/16",51.50
"Currency","1999/08/13",51.29
"Currency","1999/08/12",51.60
"Currency","1999/08/11",51.72
"Currency","1999/08/10",51.57
"Currency","1999/08/09",51.45
"Currency","1999/08/06",51.50
"Currency","1999/08/05",51.40
"Currency","1999/08/04",51.45
"Currency","1999/08/03",51.54
"Currency","1999/08/02",51.35
"Currency","1999/07/30",51.22
"Currency","1999/07/29",51.30
"Currency","1999/07/28",51.44
"Currency","1999/07/27",51.43
"Currency","1999/07/26",51.25
"Currency","1999/07/23",51.40
"Currency","1999/07/22",51.18
"Currency","1999/07/21",51.39
"Currency","1999/07/20",51.77
"Currency","1999/07/19",51.83
"Currency","1999/07/16",51.80
"Currency","1999/07/13",51.40
"Currency","1999/07/12",51.65
"Currency","1999/07/09",51.58
"Currency","1999/07/08",51.42
"Currency","1999/07/07",51.30
"Currency","1999/07/06",51.58
"Currency","1999/07/05",51.48
"Currency","1999/07/02",51.38
"Currency","1999/07/01",51.70
"Currency","1999/06/30",51.60
"Currency","1999/06/29",51.43
"Currency","1999/06/28",51.28
"Currency","1999/06/25",51.37
"Currency","1999/06/24",51.70
"Currency","1999/06/23",51.58
"Currency","1999/06/22",51.86
"Currency","1999/06/21",51.89
"Currency","1999/06/18",51.86
"Currency","1999/06/17",51.85
"Currency","1999/06/15",51.70
"Currency","1999/06/14",51.90
"Currency","1999/06/11",51.75
"Currency","1999/06/10",51.74
"Currency","1999/06/09",51.73
"Currency","1999/06/08",51.70
"Currency","1999/06/07",51.65
"Currency","1999/06/04",51.73
"Currency","1999/06/03",52.00
"Currency","1999/06/02",51.80
"Currency","1999/06/01",51.88
"Currency","1999/05/31",51.88
"Currency","1999/05/28",51.79
"Currency","1999/05/27",51.22
"Currency","1999/05/26",51.83
"Currency","1999/05/25",51.75
"Currency","1999/05/24",51.75
"Currency","1999/05/21",52.15
"Currency","1999/05/20",50.87
"Currency","1999/05/19",50.83
"Currency","1999/05/18",50.24
"Currency","1999/05/17",50.35
"Currency","1999/05/14",50.49
"Currency","1999/05/13",50.41
"Currency","1999/05/12",50.94
"Currency","1999/05/07",50.67
"Currency","1999/05/06",51.05
"Currency","1999/05/05",50.96
"Currency","1999/05/04",50.60
"Currency","1999/05/03",50.70
"Currency","1999/04/29",50.00
"Currency","1999/04/28",50.59
"Currency","1999/04/27",49.70
"Currency","1999/04/26",50.55
"Currency","1999/04/23",50.69
"Currency","1999/04/22",50.67
"Currency","1999/04/21",50.58
"Currency","1999/04/20",50.67
"Currency","1999/04/19",50.57
"Currency","1999/04/16",50.64
"Currency","1999/04/15",50.50
"Currency","1999/04/14",50.67
"Currency","1999/04/13",50.70
"Currency","1999/04/12",50.68
"Currency","1999/04/09",50.58
"Currency","1999/04/08",50.65
"Currency","1999/04/07",50.33
"Currency","1999/04/06",50.50
"Currency","1999/04/05",50.27
"Currency","1999/04/02",50.24
"Currency","1999/04/01",50.10
"Currency","1999/03/31",50.15
"Currency","1999/03/26",50.16
"Currency","1999/03/25",50.35
"Currency","1999/03/24",50.60
"Currency","1999/03/23",50.42
"Currency","1999/03/22",50.40
"Currency","1999/03/19",49.98
"Currency","1999/03/18",49.90
"Currency","1999/03/17",50.43
"Currency","1999/03/16",50.50
"Currency","1999/03/15",50.70
"Currency","1999/03/12",49.70
"Currency","1999/03/11",49.55
"Currency","1999/03/10",49.50
"Currency","1999/03/09",49.55
"Currency","1999/03/08",50.90
"Currency","1999/03/05",50.85
"Currency","1999/03/04",50.89
"Currency","1999/03/03",51.11
"Currency","1999/03/02",51.21
"Currency","1999/03/01",51.32
"Currency","1999/02/26",51.20
"Currency","1999/02/25",51.19
"Currency","1999/02/24",49.85
"Currency","1999/02/23",51.28
"Currency","1999/02/22",51.23
"Currency","1999/02/19",51.24
"Currency","1999/02/17",51.18
"Currency","1999/02/16",51.14
"Currency","1999/02/15",49.55
"Currency","1999/02/12",51.00
"Currency","1999/02/11",51.30
"Currency","1999/02/10",49.55
"Currency","1999/02/09",50.62
"Currency","1999/02/08",50.05
"Currency","1999/02/05",49.55
"Currency","1999/02/04",51.48
"Currency","1999/02/03",51.35
"Currency","1999/02/02",51.25
"Currency","1999/02/01",51.08
"Currency","1999/01/29",49.55
"Currency","1999/01/28",51.14
"Currency","1999/01/27",51.16
"Currency","1999/01/26",51.25
"Currency","1999/01/25",50.97
"Currency","1999/01/22",50.45
"Currency","1999/01/21",49.65
"Currency","1999/01/19",50.72
"Currency","1999/01/18",49.80
"Currency","1999/01/15",50.70
"Currency","1999/01/14",50.95
"Currency","1999/01/13",50.86
"Currency","1999/01/12",50.35
"Currency","1999/01/11",51.05
"Currency","1999/01/08",49.75
"Currency","1999/01/07",50.70
"Currency","1999/01/06",50.94
"Currency","1999/01/05",50.89
"Currency","1999/01/04",51.10
"Currency","1998/12/31",49.70
"Currency","1998/12/30",50.60
"Currency","1998/12/29",51.60
"Currency","1998/12/28",51.58
"Currency","1998/12/24",49.85
"Currency","1998/12/23",52.15
"Currency","1998/12/22",50.45
"Currency","1998/12/21",52.16
"Currency","1998/12/18",52.15
"Currency","1998/12/17",52.24
"Currency","1998/12/16",50.50
"Currency","1998/12/15",48.98
"Currency","1998/12/14",51.80
"Currency","1998/12/10",50.50
"Currency","1998/12/09",49.85
"Currency","1998/12/08",50.10
"Currency","1998/12/07",54.35
"Currency","1998/12/04",49.95
"Currency","1998/12/03",49.85
"Currency","1998/12/02",53.85
"Currency","1998/12/01",53.80
"Currency","1998/11/27",54.15
"Currency","1998/11/25",49.90
"Currency","1998/11/24",53.85
"Currency","1998/11/18",50.20
"Currency","1998/11/17",50.05
"Currency","1998/11/16",50.35
"Currency","1998/11/13",51.45
"Currency","1998/11/12",51.65
"Currency","1998/11/11",51.45
"Currency","1998/11/10",51.65
"Currency","1998/11/09",51.57
"Currency","1998/11/05",51.25
"Currency","1998/11/04",51.30
"Currency","1998/11/03",51.10
"Currency","1998/11/02",50.52
"Currency","1998/10/30",55.65
"Currency","1998/10/28",50.52
"Currency","1998/10/27",50.70
"Currency","1998/10/26",55.45
"Currency","1998/10/20",49.95
"Currency","1998/10/19",54.59
"Currency","1998/10/14",49.95
"Currency","1998/10/13",54.25
"Currency","1998/10/12",49.50
"Currency","1998/10/08",49.95
"Currency","1998/10/07",54.00
"Currency","1998/10/05",49.95
"Currency","1998/10/01",49.92
"Currency","1998/09/24",49.92
"Currency","1998/09/22",50.00
"Currency","1998/09/18",53.90
"Currency","1998/09/16",50.00
"Currency","1998/09/14",53.80
"Currency","1998/09/09",50.00
"Currency","1998/09/08",49.95
"Currency","1998/09/07",53.80
"Currency","1998/09/04",49.95
"Currency","1998/09/03",53.55
"Currency","1998/09/01",49.95
"Currency","1998/08/31",49.92
"Currency","1998/08/19",49.70
"Currency","1998/08/18",49.50
"Currency","1998/08/17",53.18
"Currency","1998/08/14",53.40
"Currency","1998/08/11",53.70
"Currency","1998/08/10",54.05
"Currency","1998/08/05",49.77
"Currency","1998/08/04",49.60
"Currency","1998/08/03",49.15
"Currency","1998/07/31",49.15
"Currency","1998/07/30",49.12
"Currency","1998/07/29",49.35
"Currency","1998/07/28",47.10
"Currency","1998/07/27",50.88
"Currency","1998/07/23",48.10
"Currency","1998/07/22",47.50
"Currency","1998/07/21",46.44
"Currency","1998/07/17",46.45
"Currency","1998/07/13",46.40
"Currency","1998/07/10",46.25
"Currency","1998/07/09",46.44
"Currency","1998/07/08",46.05
"Currency","1998/07/07",46.20
"Currency","1998/07/06",46.40
"Currency","1998/07/01",46.05
"Currency","1998/06/30",46.05
"Currency","1998/06/29",46.00
"Currency","1998/06/26",44.30
"Currency","1998/06/25",44.36
"Currency","1998/06/24",44.44
"Currency","1998/06/19",44.30
"Currency","1998/06/18",44.34
"Currency","1998/06/17",44.40
"Currency","1998/06/16",44.45
"Currency","1998/06/12",44.46
"Currency","1998/06/09",44.33
"Currency","1998/06/05",44.45
"Currency","1998/06/02",44.46
"Currency","1998/06/01",44.24
"Currency","1998/05/28",44.24
"Currency","1998/05/27",44.17
"Currency","1998/05/26",44.05
"Currency","1998/05/25",44.10
"Currency","1998/05/22",44.05
"Currency","1998/05/20",44.15
"Currency","1998/05/18",44.05
"Currency","1998/05/15",44.10
"Currency","1998/05/01",44.05
"Currency","1998/04/28",44.05
"Currency","1998/04/27",44.25
"Currency","1998/04/24",44.08
"Currency","1998/04/23",44.12
"Currency","1998/04/21",44.20
"Currency","1998/04/20",44.25
"Currency","1998/04/17",44.29
"Currency","1998/04/16",44.30
"Currency","1998/04/13",44.05
"Currency","1998/04/09",44.43
"Currency","1998/04/01",44.05
"Currency","1998/03/31",44.05
"Currency","1998/03/30",44.15
"Currency","1998/03/02",44.00
"Currency","1998/02/02",44.00
"Currency","1998/01/22",44.00
"Currency","1998/01/21",44.01
"Currency","1998/01/02",44.00
"Currency","1997/12/29",44.00
"Currency","1997/12/24",44.01
"Currency","1997/12/01",44.00
"Currency","1997/11/28",44.00
"Currency","1997/11/27",44.01
"Currency","1997/11/11",44.00
"Currency","1997/11/03",44.05
"Currency","1997/10/15",44.05
"Currency","1997/10/03",40.45
"Currency","1997/10/01",40.47
"Currency","1997/09/12",40.45
"Currency","1997/09/11",40.45
"Currency","1997/09/08",40.45
"Currency","1997/09/05",40.45
"Currency","1997/09/03",40.45
"Currency","1997/09/02",40.47
"Currency","1997/09/01",40.45
"Currency","1997/08/29",40.45
"Currency","1997/08/26",40.45
"Currency","1997/08/25",40.47
"Currency","1997/08/22",40.43
"Currency","1997/08/20",40.47
"Currency","1997/08/19",40.43
"Currency","1997/08/15",40.47
"Currency","1997/08/14",40.43
"Currency","1997/08/13",40.47
"Currency","1997/08/06",40.43
"Currency","1997/08/05",40.47
"Currency","1997/08/01",40.43
"Currency","1997/07/25",40.43
"Currency","1997/07/24",40.47
"Currency","1997/07/23",40.43
"Currency","1997/07/22",40.47
"Currency","1997/07/15",40.43
"Currency","1997/07/01",40.41
"Currency","1997/06/30",40.41
"Currency","1997/06/27",40.36
"Currency","1997/06/26",40.35
"Currency","1997/06/24",40.36
"Currency","1997/06/23",40.35
"Currency","1997/06/13",40.36
"Currency","1997/06/11",40.34
"Currency","1997/06/10",40.36
"Currency","1997/06/09",40.20
"Currency","1997/06/05",40.36
"Currency","1997/06/04",40.34
"Currency","1997/06/02",40.36
"Currency","1997/05/30",40.35
"Currency","1997/05/28",40.36
"Currency","1997/05/27",40.34
"Currency","1997/05/23",40.31
"Currency","1997/05/22",40.25
"Currency","1997/05/21",40.28
"Currency","1997/05/16",40.25
"Currency","1997/05/15",40.28
"Currency","1997/05/13",40.25
"Currency","1997/05/12",40.28
"Currency","1997/05/07",40.25
"Currency","1997/05/06",40.25
"Currency","1997/05/05",40.19
"Currency","1997/05/01",40.20
"Currency","1997/04/28",40.20
"Currency","1997/04/24",40.11
"Currency","1997/04/23",40.11
"Currency","1997/04/22",40.06
"Currency","1997/04/21",39.94
"Currency","1997/04/17",40.06
"Currency","1997/04/16",40.08
"Currency","1997/04/11",40.06
"Currency","1997/04/10",40.08
"Currency","1997/04/03",40.06
"Currency","1997/04/02",39.94
"Currency","1997/04/01",40.08
"Currency","1997/03/31",40.08
"Currency","1997/03/27",40.06
"Currency","1997/03/26",40.05
"Currency","1997/03/24",40.06
"Currency","1997/03/20",40.05
"Currency","1997/03/17",40.06
"Currency","1997/03/11",40.05
"Currency","1997/03/07",40.06
"Currency","1997/03/06",40.08
"Currency","1997/03/05",40.05
"Currency","1997/03/03",40.06
"Currency","1997/02/27",40.06
"Currency","1997/02/26",40.05
"Currency","1997/02/24",40.06
"Currency","1997/02/21",40.08
"Currency","1997/02/17",40.05
"Currency","1997/02/14",40.06
"Currency","1997/02/12",40.05
"Currency","1997/02/11",40.06
"Currency","1997/02/06",40.05
"Currency","1997/02/05",40.06
"Currency","1997/02/03",40.05
"Currency","1997/01/29",40.05
"Currency","1997/01/28",40.06
"Currency","1997/01/27",40.08
"Currency","1997/01/22",40.05
"Currency","1997/01/21",40.06
"Currency","1997/01/20",40.05
"Currency","1997/01/17",39.94
"Currency","1997/01/14",40.05
"Currency","1997/01/13",40.06
"Currency","1997/01/09",40.05
"Currency","1997/01/08",40.06
"Currency","1997/01/01",40.05
"Currency","1996/12/30",40.05
"Currency","1996/12/26",40.08
"Currency","1996/12/13",40.05
"Currency","1996/12/12",40.06
"Currency","1996/12/11",40.05
"Currency","1996/12/10",40.08
"Currency","1996/12/09",40.06
"Currency","1996/12/06",40.05
"Currency","1996/12/05",40.06
"Currency","1996/12/02",40.05
"Currency","1996/11/29",40.08
"Currency","1996/11/26",40.05
"Currency","1996/11/25",40.06
"Currency","1996/11/22",40.05
"Currency","1996/11/21",40.06
"Currency","1996/11/01",40.05
"Currency","1996/10/30",40.05
"Currency","1996/10/28",40.05
"Currency","1996/10/24",40.05
"Currency","1996/10/23",40.05
"Currency","1996/10/22",36.98
"Currency","1996/10/14",36.93
"Currency","1996/10/09",36.93
"Currency","1996/10/08",36.93
"Currency","1996/10/04",36.93
"Currency","1996/10/01",36.93
"Currency","1996/09/30",36.93
"Currency","1996/09/26",36.93
"Currency","1996/09/24",36.93
"Currency","1996/09/19",36.93
"Currency","1996/09/17",36.90
"Currency","1996/09/16",36.93
"Currency","1996/09/11",36.90
"Currency","1996/09/10",35.58
"Currency","1996/09/06",35.55
"Currency","1996/09/04",35.58
"Currency","1996/09/02",35.55
"Currency","1996/08/30",35.49
"Currency","1996/08/29",35.55
"Currency","1996/08/27",35.48
"Currency","1996/08/26",35.49
"Currency","1996/08/21",35.48
"Currency","1996/08/20",35.49
"Currency","1996/08/19",35.48
"Currency","1996/08/16",35.49
"Currency","1996/08/15",35.48
"Currency","1996/08/14",35.43
"Currency","1996/08/13",35.30
"Currency","1996/08/09",35.38
"Currency","1996/08/05",35.37
"Currency","1996/08/02",35.26
"Currency","1996/08/01",35.33
"Currency","1996/07/31",35.24
"Currency","1996/07/30",35.17
"Currency","1996/07/29",35.24
"Currency","1996/07/26",35.17
"Currency","1996/07/25",35.24
"Currency","1996/07/24",35.17
"Currency","1996/07/23",35.21
"Currency","1996/07/17",35.17
"Currency","1996/07/16",35.21
"Currency","1996/07/12",35.09
"Currency","1996/07/11",35.13
"Currency","1996/07/10",35.09
"Currency","1996/07/09",35.13
"Currency","1996/07/04",35.00
"Currency","1996/07/03",35.02
"Currency","1996/07/02",35.06
"Currency","1996/07/01",35.02
"Currency","1996/06/25",34.96
"Currency","1996/06/10",34.92
"Currency","1996/06/06",34.85
"Currency","1996/06/05",34.90
"Currency","1996/06/04",34.85
"Currency","1996/06/03",34.83
"Currency","1996/05/30",34.75
"Currency","1996/05/29",34.83
"Currency","1996/05/28",34.70
"Currency","1996/05/24",34.75
"Currency","1996/05/21",34.70
"Currency","1996/05/13",34.75
"Currency","1996/05/10",34.68
"Currency","1996/05/08",34.75
"Currency","1996/05/07",34.68
"Currency","1996/05/03",34.72
"Currency","1996/05/02",34.68
"Currency","1996/05/01",34.68
"Currency","1996/04/29",34.68
"Currency","1996/04/26",34.72
"Currency","1996/04/25",34.68
"Currency","1996/04/23",34.63
"Currency","1996/04/22",34.62
"Currency","1996/04/19",34.63
"Currency","1996/04/18",34.66
"Currency","1996/04/17",34.63
"Currency","1996/04/16",34.66
"Currency","1996/04/15",34.63
"Currency","1996/04/09",34.55
"Currency","1996/04/03",34.58
"Currency","1996/04/02",34.52
"Currency","1996/04/01",34.51
"Currency","1996/03/29",34.52
"Currency","1996/03/28",34.51
"Currency","1996/03/22",34.52
"Currency","1996/03/21",34.51
"Currency","1996/03/20",34.52
"Currency","1996/03/19",34.51
"Currency","1996/03/15",34.49
"Currency","1996/03/13",34.52
"Currency","1996/03/12",34.46
"Currency","1996/03/11",34.45
"Currency","1996/03/08",34.46
"Currency","1996/03/07",34.45
"Currency","1996/03/01",34.40
"Currency","1996/02/26",34.40
"Currency","1996/02/23",34.30
"Currency","1996/02/20",34.33
"Currency","1996/02/15",34.30
"Currency","1996/02/14",34.33
"Currency","1996/02/12",34.30
"Currency","1996/02/09",34.33
"Currency","1996/02/08",34.27
"Currency","1996/02/06",34.33
"Currency","1996/02/05",34.27
"Currency","1996/02/02",34.33
"Currency","1996/02/01",34.25
"Currency","1996/01/31",34.33
"Currency","1996/01/02",34.25
"Currency","1995/12/05",34.25
"Currency","1995/12/04",34.70
"Currency","1995/12/01",34.25
"Currency","1995/11/27",34.25
"Currency","1995/11/22",34.20
"Currency","1995/11/14",34.25
"Currency","1995/11/13",34.20
"Currency","1995/11/10",34.25
"Currency","1995/11/06",34.20
"Currency","1995/11/01",34.25
"Currency","1995/10/30",34.25
"Currency","1995/10/24",31.85
"Currency","1995/10/23",31.80
"Currency","1995/10/18",31.76
"Currency","1995/10/16",31.68
"Currency","1995/10/13",31.55
"Currency","1995/10/10",31.62
"Currency","1995/10/06",31.55
"Currency","1995/10/05",31.62
"Currency","1995/10/02",31.55
"Currency","1995/09/28",31.55
"Currency","1995/09/27",31.49
"Currency","1995/09/26",31.55
"Currency","1995/09/25",31.49
"Currency","1995/09/22",31.45
"Currency","1995/09/21",31.49
"Currency","1995/09/18",31.45
"Currency","1995/09/14",31.40
"Currency","1995/09/13",31.35
"Currency","1995/09/11",31.32
"Currency","1995/09/08",31.24
"Currency","1995/09/07",31.32
"Currency","1995/09/04",31.24
"Currency","1995/09/01",31.32
"Currency","1995/08/31",31.32
"Currency","1995/08/30",31.23
"Currency","1995/08/23",31.32
"Currency","1995/08/22",31.22
"Currency","1995/08/18",31.32
"Currency","1995/08/17",31.22
"Currency","1995/08/16",31.32
"Currency","1995/08/14",31.25
"Currency","1995/08/10",31.17
"Currency","1995/08/09",31.22
"Currency","1995/08/04",31.19
"Currency","1995/08/03",31.17
"Currency","1995/08/01",31.19
"Currency","1995/07/31",31.15
"Currency","1995/07/27",31.19
"Currency","1995/07/25",31.15
"Currency","1995/07/24",31.19
"Currency","1995/07/21",31.15
"Currency","1995/07/19",31.19
"Currency","1995/07/18",31.10
"Currency","1995/07/17",31.12
"Currency","1995/07/14",31.04
"Currency","1995/07/12",31.10
"Currency","1995/07/07",31.07
"Currency","1995/07/06",31.05
"Currency","1995/07/05",31.07
"Currency","1995/07/04",31.02
"Currency","1995/07/03",31.01
"Currency","1995/06/30",31.01
"Currency","1995/06/29",31.02
"Currency","1995/06/28",31.01
"Currency","1995/06/26",30.97
"Currency","1995/06/23",30.94
"Currency","1995/06/21",30.97
"Currency","1995/06/20",30.90
"Currency","1995/06/19",30.97
"Currency","1995/06/16",30.90
"Currency","1995/06/15",30.95
"Currency","1995/06/12",30.97
"Currency","1995/06/09",30.90
"Currency","1995/06/06",30.97
"Currency","1995/06/05",30.94
"Currency","1995/06/01",30.97
"Currency","1995/05/31",30.90
"Currency","1995/05/30",30.97
"Currency","1995/05/26",30.85
"Currency","1995/05/24",30.97
"Currency","1995/05/23",30.90
"Currency","1995/05/22",30.92
"Currency","1995/05/19",30.90
"Currency","1995/05/18",30.88
"Currency","1995/05/17",30.83
"Currency","1995/05/16",30.85
"Currency","1995/05/11",30.78
"Currency","1995/05/01",30.86
"Currency","1995/04/28",30.83
"Currency","1995/04/24",30.86
"Currency","1995/04/21",30.85
"Currency","1995/04/20",30.86
"Currency","1995/04/13",30.88
"Currency","1995/04/12",30.86
"Currency","1995/04/04",30.88
"Currency","1995/04/03",30.86
"Currency","1995/03/31",30.85
"Currency","1995/03/30",30.88
"Currency","1995/03/28",30.86
"Currency","1995/03/24",30.88
"Currency","1995/03/23",30.86
"Currency","1995/03/08",30.88
"Currency","1995/03/07",30.86
"Currency","1995/03/02",30.88
"Currency","1995/03/01",30.90
"Currency","1995/02/28",30.90
"Currency","1995/02/27",30.86
"Currency","1995/02/22",30.90
"Currency","1995/02/21",30.87
"Currency","1995/02/20",30.86
"Currency","1995/02/15",30.90
"Currency","1995/02/14",30.86
"Currency","1995/02/09",30.90
"Currency","1995/02/08",30.86
"Currency","1995/02/07",30.86
"Currency","1995/02/06",30.83
"Currency","1995/02/03",30.86
"Currency","1995/02/02",30.83
"Currency","1995/02/01",30.82
"Currency","1995/01/27",30.86
"Currency","1995/01/26",30.81
"Currency","1995/01/25",30.86
"Currency","1995/01/24",30.82
"Currency","1995/01/23",30.86
"Currency","1995/01/20",30.83
"Currency","1995/01/18",30.86
"Currency","1995/01/16",30.83
"Currency","1995/01/13",30.80
"Currency","1995/01/12",30.79
"Currency","1995/01/10",30.77
"Currency","1995/01/06",30.80
"Currency","1995/01/05",30.74
"Currency","1995/01/03",30.80
"Currency","1994/12/29",30.80
"Currency","1994/12/28",30.74
"Currency","1994/12/22",30.76
"Currency","1994/12/21",30.74
"Currency","1994/12/09",30.76
"Currency","1994/12/06",30.66
"Currency","1994/12/01",30.70
