"Indicator","Time","Value (USD/MWK)"
"Currency","2018/06/08",713.44
"Currency","2018/06/07",713.44
"Currency","2018/06/06",713.42
"Currency","2018/06/05",713.45
"Currency","2018/06/04",716.10
"Currency","2018/06/01",713.43
"Currency","2018/05/31",713.21
"Currency","2018/05/30",713.45
"Currency","2018/05/29",713.45
"Currency","2018/05/28",713.45
"Currency","2018/05/25",713.44
"Currency","2018/05/24",716.10
"Currency","2018/05/23",713.44
"Currency","2018/05/22",714.33
"Currency","2018/05/21",710.00
"Currency","2018/05/18",713.45
"Currency","2018/05/17",715.30
"Currency","2018/05/16",713.43
"Currency","2018/05/15",713.81
"Currency","2018/05/14",713.45
"Currency","2018/05/11",713.69
"Currency","2018/05/10",713.45
"Currency","2018/05/09",716.84
"Currency","2018/05/08",713.44
"Currency","2018/05/07",713.44
"Currency","2018/05/04",713.44
"Currency","2018/05/03",711.00
"Currency","2018/05/02",715.76
"Currency","2018/05/01",713.45
"Currency","2018/04/30",713.45
"Currency","2018/04/27",717.28
"Currency","2018/04/26",718.27
"Currency","2018/04/25",718.00
"Currency","2018/04/24",713.45
"Currency","2018/04/23",713.42
"Currency","2018/04/20",715.30
"Currency","2018/04/19",713.40
"Currency","2018/04/18",713.43
"Currency","2018/04/17",713.44
"Currency","2018/04/16",713.44
"Currency","2018/04/13",713.44
"Currency","2018/04/12",716.97
"Currency","2018/04/11",713.44
"Currency","2018/04/10",713.44
"Currency","2018/04/09",713.44
"Currency","2018/04/06",715.96
"Currency","2018/04/05",717.28
"Currency","2018/04/04",713.44
"Currency","2018/04/03",713.44
"Currency","2018/04/02",715.84
"Currency","2018/03/30",713.44
"Currency","2018/03/29",711.00
"Currency","2018/03/28",713.42
"Currency","2018/03/27",713.48
"Currency","2018/03/26",713.44
"Currency","2018/03/23",713.40
"Currency","2018/03/22",714.89
"Currency","2018/03/21",713.44
"Currency","2018/03/20",713.44
"Currency","2018/03/19",713.44
"Currency","2018/03/16",714.18
"Currency","2018/03/15",713.45
"Currency","2018/03/14",713.42
"Currency","2018/03/13",713.45
"Currency","2018/03/12",713.45
"Currency","2018/03/09",713.40
"Currency","2018/03/08",713.40
"Currency","2018/03/07",713.42
"Currency","2018/03/06",713.48
"Currency","2018/03/05",713.44
"Currency","2018/03/02",713.48
"Currency","2018/03/01",713.44
"Currency","2018/02/28",713.44
"Currency","2018/02/27",713.44
"Currency","2018/02/26",713.44
"Currency","2018/02/23",715.00
"Currency","2018/02/22",716.23
"Currency","2018/02/21",713.44
"Currency","2018/02/20",713.44
"Currency","2018/02/19",713.44
"Currency","2018/02/16",713.44
"Currency","2018/02/15",714.68
"Currency","2018/02/14",713.40
"Currency","2018/02/13",715.40
"Currency","2018/02/12",713.44
"Currency","2018/02/09",713.40
"Currency","2018/02/08",713.48
"Currency","2018/02/07",713.40
"Currency","2018/02/06",716.56
"Currency","2018/02/05",713.40
"Currency","2018/02/02",713.48
"Currency","2018/02/01",713.40
"Currency","2018/01/31",713.44
"Currency","2018/01/30",713.42
"Currency","2018/01/29",717.82
"Currency","2018/01/26",713.45
"Currency","2018/01/25",713.50
"Currency","2018/01/24",713.48
"Currency","2018/01/23",715.66
"Currency","2018/01/22",713.44
"Currency","2018/01/19",713.48
"Currency","2018/01/18",713.48
"Currency","2018/01/17",715.51
"Currency","2018/01/16",713.50
"Currency","2018/01/15",713.45
"Currency","2018/01/12",713.44
"Currency","2018/01/11",713.42
"Currency","2018/01/10",713.44
"Currency","2018/01/09",713.42
"Currency","2018/01/08",713.40
"Currency","2018/01/05",713.44
"Currency","2018/01/04",713.44
"Currency","2018/01/03",713.48
"Currency","2018/01/02",715.79
"Currency","2017/12/29",713.48
"Currency","2017/12/28",713.42
"Currency","2017/12/27",713.44
"Currency","2017/12/26",713.45
"Currency","2017/12/22",713.50
"Currency","2017/12/21",715.66
"Currency","2017/12/20",711.00
"Currency","2017/12/19",717.10
"Currency","2017/12/18",716.64
"Currency","2017/12/15",713.52
"Currency","2017/12/14",713.50
"Currency","2017/12/13",713.44
"Currency","2017/12/12",713.50
"Currency","2017/12/11",713.40
"Currency","2017/12/08",713.44
"Currency","2017/12/07",713.50
"Currency","2017/12/06",717.28
"Currency","2017/12/05",713.40
"Currency","2017/12/04",711.00
"Currency","2017/12/01",713.40
"Currency","2017/11/30",713.50
"Currency","2017/11/29",717.28
"Currency","2017/11/28",716.16
"Currency","2017/11/27",716.17
"Currency","2017/11/24",716.15
"Currency","2017/11/23",719.00
"Currency","2017/11/22",716.15
"Currency","2017/11/21",716.35
"Currency","2017/11/20",716.40
"Currency","2017/11/17",716.40
"Currency","2017/11/16",716.40
"Currency","2017/11/15",717.82
"Currency","2017/11/14",715.04
"Currency","2017/11/13",716.32
"Currency","2017/11/10",716.35
"Currency","2017/11/09",715.92
"Currency","2017/11/08",716.25
"Currency","2017/11/07",715.49
"Currency","2017/11/06",716.22
"Currency","2017/11/03",716.20
"Currency","2017/11/02",715.38
"Currency","2017/11/01",716.12
"Currency","2017/10/31",717.82
"Currency","2017/10/30",717.82
"Currency","2017/10/27",716.17
"Currency","2017/10/26",716.17
"Currency","2017/10/25",716.19
"Currency","2017/10/24",716.17
"Currency","2017/10/23",716.19
"Currency","2017/10/21",716.15
"Currency","2017/10/20",716.15
"Currency","2017/10/19",716.19
"Currency","2017/10/18",716.16
"Currency","2017/10/17",716.64
"Currency","2017/10/16",716.19
"Currency","2017/10/13",716.17
"Currency","2017/10/12",716.18
"Currency","2017/10/11",716.38
"Currency","2017/10/10",716.21
"Currency","2017/10/09",716.19
"Currency","2017/10/06",716.17
"Currency","2017/10/05",716.18
"Currency","2017/10/04",716.18
"Currency","2017/10/03",716.19
"Currency","2017/10/02",716.22
"Currency","2017/09/30",716.21
"Currency","2017/09/29",716.21
"Currency","2017/09/28",716.20
"Currency","2017/09/27",716.20
"Currency","2017/09/26",716.20
"Currency","2017/09/25",716.20
"Currency","2017/09/22",716.56
"Currency","2017/09/21",716.20
"Currency","2017/09/20",716.32
"Currency","2017/09/19",716.30
"Currency","2017/09/18",716.21
"Currency","2017/09/16",716.20
"Currency","2017/09/15",716.20
"Currency","2017/09/14",716.21
"Currency","2017/09/13",716.21
"Currency","2017/09/12",716.20
"Currency","2017/09/11",716.20
"Currency","2017/09/08",716.19
"Currency","2017/09/07",716.09
"Currency","2017/09/06",716.19
"Currency","2017/09/05",716.20
"Currency","2017/09/04",716.22
"Currency","2017/09/01",716.19
"Currency","2017/08/31",716.64
"Currency","2017/08/30",716.20
"Currency","2017/08/29",716.22
"Currency","2017/08/28",716.33
"Currency","2017/08/25",715.35
"Currency","2017/08/24",716.06
"Currency","2017/08/23",716.07
"Currency","2017/08/22",715.90
"Currency","2017/08/21",715.90
"Currency","2017/08/19",715.90
"Currency","2017/08/18",715.90
"Currency","2017/08/17",717.28
"Currency","2017/08/16",715.80
"Currency","2017/08/15",715.85
"Currency","2017/08/14",715.83
"Currency","2017/08/11",715.93
"Currency","2017/08/10",715.93
"Currency","2017/08/09",715.92
"Currency","2017/08/08",718.00
"Currency","2017/08/07",715.92
"Currency","2017/08/05",715.97
"Currency","2017/08/04",715.97
"Currency","2017/08/03",715.91
"Currency","2017/08/02",715.84
"Currency","2017/08/01",715.83
"Currency","2017/07/31",720.00
"Currency","2017/07/28",715.93
"Currency","2017/07/27",724.96
"Currency","2017/07/26",717.82
"Currency","2017/07/25",716.64
"Currency","2017/07/24",714.98
"Currency","2017/07/21",715.70
"Currency","2017/07/20",714.99
"Currency","2017/07/19",715.70
"Currency","2017/07/18",715.68
"Currency","2017/07/17",715.65
"Currency","2017/07/14",714.94
"Currency","2017/07/13",715.65
"Currency","2017/07/12",715.78
"Currency","2017/07/11",715.72
"Currency","2017/07/10",715.72
"Currency","2017/07/07",715.72
"Currency","2017/07/06",716.15
"Currency","2017/07/05",720.28
"Currency","2017/07/04",717.82
"Currency","2017/07/03",715.55
"Currency","2017/06/30",716.23
"Currency","2017/06/29",716.23
"Currency","2017/06/28",716.22
"Currency","2017/06/27",715.50
"Currency","2017/06/26",716.25
"Currency","2017/06/23",716.36
"Currency","2017/06/22",716.42
"Currency","2017/06/21",716.65
"Currency","2017/06/20",716.63
"Currency","2017/06/19",716.83
"Currency","2017/06/16",716.64
"Currency","2017/06/15",716.83
"Currency","2017/06/14",727.21
"Currency","2017/06/13",716.84
"Currency","2017/06/12",717.57
"Currency","2017/06/10",716.89
"Currency","2017/06/09",716.89
"Currency","2017/06/08",716.96
"Currency","2017/06/07",716.95
"Currency","2017/06/06",717.57
"Currency","2017/06/05",717.57
"Currency","2017/06/03",717.57
"Currency","2017/06/02",717.57
"Currency","2017/06/01",717.58
"Currency","2017/05/31",717.60
"Currency","2017/05/30",717.62
"Currency","2017/05/29",717.62
"Currency","2017/05/27",717.62
"Currency","2017/05/26",717.59
"Currency","2017/05/25",717.59
"Currency","2017/05/24",717.51
"Currency","2017/05/23",717.38
"Currency","2017/05/22",717.67
"Currency","2017/05/20",717.57
"Currency","2017/05/19",717.57
"Currency","2017/05/18",717.68
"Currency","2017/05/17",717.67
"Currency","2017/05/16",725.85
"Currency","2017/05/15",725.18
"Currency","2017/05/12",725.18
"Currency","2017/05/11",717.68
"Currency","2017/05/10",717.68
"Currency","2017/05/09",717.68
"Currency","2017/05/08",716.96
"Currency","2017/05/05",717.67
"Currency","2017/05/04",711.00
"Currency","2017/05/03",717.66
"Currency","2017/05/02",717.64
"Currency","2017/05/01",717.95
"Currency","2017/04/28",717.97
"Currency","2017/04/27",717.98
"Currency","2017/04/26",711.00
"Currency","2017/04/24",725.29
"Currency","2017/04/21",725.27
"Currency","2017/04/20",717.78
"Currency","2017/04/19",717.79
"Currency","2017/04/18",717.79
"Currency","2017/04/17",717.07
"Currency","2017/04/14",710.00
"Currency","2017/04/13",717.79
"Currency","2017/04/12",716.89
"Currency","2017/04/11",710.00
"Currency","2017/04/10",716.91
"Currency","2017/04/07",716.89
"Currency","2017/04/06",716.89
"Currency","2017/04/05",716.92
"Currency","2017/04/04",714.03
"Currency","2017/04/03",716.90
"Currency","2017/03/31",714.84
"Currency","2017/03/30",715.12
"Currency","2017/03/29",710.00
"Currency","2017/03/28",716.91
"Currency","2017/03/27",716.93
"Currency","2017/03/24",716.91
"Currency","2017/03/23",716.89
"Currency","2017/03/22",716.89
"Currency","2017/03/21",716.89
"Currency","2017/03/20",711.00
"Currency","2017/03/17",716.82
"Currency","2017/03/16",716.97
"Currency","2017/03/15",717.05
"Currency","2017/03/14",717.03
"Currency","2017/03/13",717.02
"Currency","2017/03/10",716.94
"Currency","2017/03/09",712.51
"Currency","2017/03/08",716.67
"Currency","2017/03/07",716.08
"Currency","2017/03/06",715.60
"Currency","2017/03/03",710.00
"Currency","2017/03/02",716.89
"Currency","2017/03/01",716.32
"Currency","2017/02/28",716.90
"Currency","2017/02/27",716.90
"Currency","2017/02/24",716.89
"Currency","2017/02/23",716.89
"Currency","2017/02/22",716.32
"Currency","2017/02/21",717.04
"Currency","2017/02/20",716.77
"Currency","2017/02/17",716.79
"Currency","2017/02/16",716.77
"Currency","2017/02/15",717.14
"Currency","2017/02/14",716.08
"Currency","2017/02/13",717.14
"Currency","2017/02/10",716.63
"Currency","2017/02/09",716.75
"Currency","2017/02/08",716.76
"Currency","2017/02/07",716.77
"Currency","2017/02/06",716.00
"Currency","2017/02/04",716.77
"Currency","2017/02/03",716.77
"Currency","2017/02/02",716.56
"Currency","2017/02/01",716.39
"Currency","2017/01/31",715.00
"Currency","2017/01/30",716.39
"Currency","2017/01/28",716.00
"Currency","2017/01/27",716.71
"Currency","2017/01/26",716.68
"Currency","2017/01/25",716.71
"Currency","2017/01/24",716.68
"Currency","2017/01/23",715.00
"Currency","2017/01/21",716.75
"Currency","2017/01/20",716.75
"Currency","2017/01/19",716.63
"Currency","2017/01/18",716.59
"Currency","2017/01/17",716.65
"Currency","2017/01/16",718.50
"Currency","2017/01/13",716.68
"Currency","2017/01/12",716.70
"Currency","2017/01/11",716.72
"Currency","2017/01/10",716.55
"Currency","2017/01/09",716.34
"Currency","2017/01/06",716.30
"Currency","2017/01/05",716.20
"Currency","2017/01/04",715.48
"Currency","2017/01/03",724.00
"Currency","2017/01/02",715.77
"Currency","2016/12/30",715.76
"Currency","2016/12/29",714.86
"Currency","2016/12/28",715.90
"Currency","2016/12/27",714.86
"Currency","2016/12/26",715.95
"Currency","2016/12/23",710.00
"Currency","2016/12/22",716.00
"Currency","2016/12/21",715.77
"Currency","2016/12/20",715.77
"Currency","2016/12/19",715.58
"Currency","2016/12/16",715.58
"Currency","2016/12/15",715.90
"Currency","2016/12/14",716.32
"Currency","2016/12/13",716.32
"Currency","2016/12/12",716.40
"Currency","2016/12/10",716.41
"Currency","2016/12/09",718.91
"Currency","2016/12/08",725.00
"Currency","2016/12/07",716.49
"Currency","2016/12/06",716.37
"Currency","2016/12/05",714.86
"Currency","2016/12/02",716.29
"Currency","2016/12/01",700.69
"Currency","2016/11/30",716.30
"Currency","2016/11/29",714.70
"Currency","2016/11/28",713.77
"Currency","2016/11/25",713.63
"Currency","2016/11/24",712.17
"Currency","2016/11/23",712.17
"Currency","2016/11/22",712.77
"Currency","2016/11/21",712.70
"Currency","2016/11/19",712.67
"Currency","2016/11/18",712.67
"Currency","2016/11/17",712.70
"Currency","2016/11/16",712.40
"Currency","2016/11/15",709.00
"Currency","2016/11/14",712.45
"Currency","2016/11/12",712.09
"Currency","2016/11/11",712.09
"Currency","2016/11/10",712.37
"Currency","2016/11/09",712.35
"Currency","2016/11/08",712.41
"Currency","2016/11/07",712.41
"Currency","2016/11/04",712.40
"Currency","2016/11/03",712.58
"Currency","2016/11/02",711.76
"Currency","2016/11/01",711.77
"Currency","2016/10/31",712.50
"Currency","2016/10/28",715.01
"Currency","2016/10/27",712.43
"Currency","2016/10/26",712.40
"Currency","2016/10/25",712.43
"Currency","2016/10/24",712.65
"Currency","2016/10/21",712.65
"Currency","2016/10/20",720.76
"Currency","2016/10/19",720.00
"Currency","2016/10/18",720.88
"Currency","2016/10/17",721.36
"Currency","2016/10/14",719.28
"Currency","2016/10/13",712.50
"Currency","2016/10/12",718.50
"Currency","2016/10/11",719.50
"Currency","2016/10/10",720.93
"Currency","2016/10/07",720.24
"Currency","2016/10/06",721.08
"Currency","2016/10/05",721.26
"Currency","2016/10/04",718.50
"Currency","2016/10/03",720.97
"Currency","2016/10/01",712.65
"Currency","2016/09/30",721.07
"Currency","2016/09/29",721.37
"Currency","2016/09/28",720.00
"Currency","2016/09/27",721.32
"Currency","2016/09/26",721.39
"Currency","2016/09/24",712.54
"Currency","2016/09/23",721.09
"Currency","2016/09/22",721.34
"Currency","2016/09/21",721.04
"Currency","2016/09/20",721.30
"Currency","2016/09/19",721.26
"Currency","2016/09/17",712.64
"Currency","2016/09/16",720.00
"Currency","2016/09/15",720.00
"Currency","2016/09/14",720.99
"Currency","2016/09/13",720.00
"Currency","2016/09/12",720.96
"Currency","2016/09/10",712.53
"Currency","2016/09/09",720.00
"Currency","2016/09/08",719.84
"Currency","2016/09/07",720.00
"Currency","2016/09/06",720.00
"Currency","2016/09/05",711.25
"Currency","2016/09/03",711.45
"Currency","2016/09/02",711.45
"Currency","2016/09/01",711.91
"Currency","2016/08/31",712.00
"Currency","2016/08/30",711.55
"Currency","2016/08/29",711.43
"Currency","2016/08/26",712.05
"Currency","2016/08/25",711.86
"Currency","2016/08/24",720.73
"Currency","2016/08/23",721.00
"Currency","2016/08/22",720.34
"Currency","2016/08/19",720.66
"Currency","2016/08/18",720.81
"Currency","2016/08/17",719.00
"Currency","2016/08/16",720.65
"Currency","2016/08/15",720.50
"Currency","2016/08/12",720.00
"Currency","2016/08/11",720.66
"Currency","2016/08/10",720.62
"Currency","2016/08/09",720.00
"Currency","2016/08/08",720.45
"Currency","2016/08/05",720.00
"Currency","2016/08/04",720.50
"Currency","2016/08/03",720.52
"Currency","2016/08/02",720.12
"Currency","2016/08/01",720.36
"Currency","2016/07/29",720.00
"Currency","2016/07/28",719.78
"Currency","2016/07/27",716.00
"Currency","2016/07/26",717.50
"Currency","2016/07/25",718.24
"Currency","2016/07/22",717.55
"Currency","2016/07/21",715.00
"Currency","2016/07/20",715.00
"Currency","2016/07/19",715.56
"Currency","2016/07/18",715.40
"Currency","2016/07/15",715.43
"Currency","2016/07/14",715.00
"Currency","2016/07/13",715.14
"Currency","2016/07/12",714.15
"Currency","2016/07/11",714.15
"Currency","2016/07/08",714.15
"Currency","2016/07/07",712.50
"Currency","2016/07/06",715.00
"Currency","2016/07/05",713.66
"Currency","2016/07/04",712.50
"Currency","2016/07/01",712.73
"Currency","2016/06/30",712.70
"Currency","2016/06/29",712.40
"Currency","2016/06/28",712.50
"Currency","2016/06/27",711.99
"Currency","2016/06/24",711.48
"Currency","2016/06/23",711.12
"Currency","2016/06/22",710.28
"Currency","2016/06/21",710.33
"Currency","2016/06/20",710.29
"Currency","2016/06/17",709.85
"Currency","2016/06/16",709.85
"Currency","2016/06/15",709.53
"Currency","2016/06/14",710.04
"Currency","2016/06/13",710.06
"Currency","2016/06/10",708.68
"Currency","2016/06/09",708.37
"Currency","2016/06/08",709.75
"Currency","2016/06/07",708.37
"Currency","2016/06/06",708.96
"Currency","2016/06/04",635.00
"Currency","2016/06/03",635.00
"Currency","2016/06/02",712.69
"Currency","2016/06/01",635.00
"Currency","2016/05/31",708.21
"Currency","2016/05/30",702.10
"Currency","2016/05/27",708.02
"Currency","2016/05/26",708.02
"Currency","2016/05/25",708.37
"Currency","2016/05/24",707.30
"Currency","2016/05/23",706.15
"Currency","2016/05/20",706.71
"Currency","2016/05/19",705.13
"Currency","2016/05/18",703.14
"Currency","2016/05/17",702.54
"Currency","2016/05/16",702.92
"Currency","2016/05/13",700.83
"Currency","2016/05/12",695.09
"Currency","2016/05/11",696.77
"Currency","2016/05/10",687.62
"Currency","2016/05/09",687.68
"Currency","2016/05/06",687.40
"Currency","2016/05/05",686.98
"Currency","2016/05/04",686.34
"Currency","2016/05/03",675.19
"Currency","2016/05/02",677.99
"Currency","2016/04/30",686.47
"Currency","2016/04/29",686.47
"Currency","2016/04/28",684.60
"Currency","2016/04/27",685.24
"Currency","2016/04/26",685.53
"Currency","2016/04/25",676.19
"Currency","2016/04/23",676.19
"Currency","2016/04/22",676.19
"Currency","2016/04/21",686.97
"Currency","2016/04/20",682.46
"Currency","2016/04/19",685.67
"Currency","2016/04/18",683.42
"Currency","2016/04/16",684.96
"Currency","2016/04/15",684.96
"Currency","2016/04/14",684.53
"Currency","2016/04/13",684.52
"Currency","2016/04/12",677.83
"Currency","2016/04/11",684.66
"Currency","2016/04/09",675.08
"Currency","2016/04/08",675.08
"Currency","2016/04/07",685.87
"Currency","2016/04/06",684.09
"Currency","2016/04/05",684.28
"Currency","2016/04/04",684.24
"Currency","2016/04/01",684.69
"Currency","2016/03/31",684.20
"Currency","2016/03/30",685.24
"Currency","2016/03/29",685.13
"Currency","2016/03/28",679.09
"Currency","2016/03/25",679.05
"Currency","2016/03/24",679.23
"Currency","2016/03/23",679.88
"Currency","2016/03/22",685.69
"Currency","2016/03/21",687.71
"Currency","2016/03/18",686.42
"Currency","2016/03/17",678.12
"Currency","2016/03/16",690.50
"Currency","2016/03/15",690.50
"Currency","2016/03/14",701.70
"Currency","2016/03/13",694.87
"Currency","2016/03/11",696.91
"Currency","2016/03/10",710.70
"Currency","2016/03/09",715.81
"Currency","2016/03/08",722.19
"Currency","2016/03/07",722.19
"Currency","2016/03/06",727.74
"Currency","2016/03/04",731.52
"Currency","2016/03/03",742.50
"Currency","2016/03/02",745.00
"Currency","2016/03/01",746.89
"Currency","2016/02/29",754.46
"Currency","2016/02/28",747.51
"Currency","2016/02/26",747.51
"Currency","2016/02/25",751.73
"Currency","2016/02/24",756.41
"Currency","2016/02/23",746.26
"Currency","2016/02/22",747.01
"Currency","2016/02/19",753.26
"Currency","2016/02/18",754.65
"Currency","2016/02/17",752.77
"Currency","2016/02/16",750.43
"Currency","2016/02/15",748.23
"Currency","2016/02/12",745.43
"Currency","2016/02/11",742.19
"Currency","2016/02/10",738.88
"Currency","2016/02/09",734.55
"Currency","2016/02/08",730.72
"Currency","2016/02/05",729.20
"Currency","2016/02/04",720.46
"Currency","2016/02/03",720.00
"Currency","2016/02/02",724.84
"Currency","2016/02/01",723.70
"Currency","2016/01/31",728.22
"Currency","2016/01/29",728.22
"Currency","2016/01/28",722.93
"Currency","2016/01/27",719.72
"Currency","2016/01/26",715.69
"Currency","2016/01/25",711.75
"Currency","2016/01/24",710.34
"Currency","2016/01/22",710.34
"Currency","2016/01/21",708.30
"Currency","2016/01/20",704.60
"Currency","2016/01/19",697.50
"Currency","2016/01/18",691.45
"Currency","2016/01/17",690.25
"Currency","2016/01/15",690.25
"Currency","2016/01/14",690.25
"Currency","2016/01/13",688.55
"Currency","2016/01/12",685.15
"Currency","2016/01/11",683.50
"Currency","2016/01/10",667.10
"Currency","2016/01/08",667.10
"Currency","2016/01/07",675.95
"Currency","2016/01/06",671.30
"Currency","2016/01/05",668.22
"Currency","2016/01/04",668.52
"Currency","2016/01/03",667.77
"Currency","2016/01/01",650.85
"Currency","2015/12/31",667.77
"Currency","2015/12/30",647.50
"Currency","2015/12/29",650.85
"Currency","2015/12/28",650.88
"Currency","2015/12/25",650.88
"Currency","2015/12/24",650.88
"Currency","2015/12/23",650.85
"Currency","2015/12/22",654.13
"Currency","2015/12/21",644.70
"Currency","2015/12/20",643.95
"Currency","2015/12/18",643.94
"Currency","2015/12/17",642.29
"Currency","2015/12/16",639.35
"Currency","2015/12/15",629.78
"Currency","2015/12/14",629.78
"Currency","2015/12/11",629.78
"Currency","2015/12/10",626.27
"Currency","2015/12/09",613.77
"Currency","2015/12/08",616.48
"Currency","2015/12/07",614.17
"Currency","2015/12/06",603.72
"Currency","2015/12/04",607.61
"Currency","2015/12/03",613.55
"Currency","2015/12/02",606.75
"Currency","2015/12/01",605.63
"Currency","2015/11/30",607.50
"Currency","2015/11/28",601.34
"Currency","2015/11/27",602.07
"Currency","2015/11/26",600.06
"Currency","2015/11/25",598.91
"Currency","2015/11/24",596.40
"Currency","2015/11/23",592.50
"Currency","2015/11/20",590.55
"Currency","2015/11/19",588.31
"Currency","2015/11/18",585.16
"Currency","2015/11/17",582.50
"Currency","2015/11/16",580.32
"Currency","2015/11/13",577.50
"Currency","2015/11/12",575.30
"Currency","2015/11/11",572.44
"Currency","2015/11/10",569.21
"Currency","2015/11/09",567.79
"Currency","2015/11/08",556.50
"Currency","2015/11/06",561.06
"Currency","2015/11/05",562.50
"Currency","2015/11/04",561.00
"Currency","2015/11/03",563.67
"Currency","2015/11/02",558.26
"Currency","2015/11/01",555.00
"Currency","2015/10/30",560.00
"Currency","2015/10/29",557.50
"Currency","2015/10/28",555.50
"Currency","2015/10/27",555.71
"Currency","2015/10/26",555.00
"Currency","2015/10/25",553.50
"Currency","2015/10/23",553.11
"Currency","2015/10/22",550.00
"Currency","2015/10/21",550.00
"Currency","2015/10/20",548.79
"Currency","2015/10/19",545.00
"Currency","2015/10/18",556.00
"Currency","2015/10/16",548.50
"Currency","2015/10/15",555.00
"Currency","2015/10/14",547.84
"Currency","2015/10/13",553.80
"Currency","2015/10/12",553.40
"Currency","2015/10/09",545.00
"Currency","2015/10/08",553.77
"Currency","2015/10/07",553.73
"Currency","2015/10/06",552.50
"Currency","2015/10/05",553.74
"Currency","2015/10/04",550.00
"Currency","2015/10/02",550.00
"Currency","2015/10/01",557.50
"Currency","2015/09/30",557.50
"Currency","2015/09/29",560.00
"Currency","2015/09/28",559.00
"Currency","2015/09/27",560.00
"Currency","2015/09/26",560.00
"Currency","2015/09/25",560.00
"Currency","2015/09/24",557.50
"Currency","2015/09/23",560.00
"Currency","2015/09/22",561.00
"Currency","2015/09/21",557.50
"Currency","2015/09/20",557.50
"Currency","2015/09/18",557.50
"Currency","2015/09/17",562.50
"Currency","2015/09/16",557.50
"Currency","2015/09/15",560.00
"Currency","2015/09/14",565.00
"Currency","2015/09/13",560.00
"Currency","2015/09/11",560.00
"Currency","2015/09/10",562.50
"Currency","2015/09/09",561.57
"Currency","2015/09/08",560.77
"Currency","2015/09/07",563.17
"Currency","2015/09/06",562.16
"Currency","2015/09/04",562.16
"Currency","2015/09/03",562.07
"Currency","2015/09/02",561.13
"Currency","2015/09/01",560.35
"Currency","2015/08/31",557.23
"Currency","2015/08/30",556.19
"Currency","2015/08/28",556.19
"Currency","2015/08/27",553.67
"Currency","2015/08/26",551.98
"Currency","2015/08/25",554.46
"Currency","2015/08/24",547.38
"Currency","2015/08/21",550.47
"Currency","2015/08/20",535.38
"Currency","2015/08/19",542.23
"Currency","2015/08/18",539.84
"Currency","2015/08/17",535.17
"Currency","2015/08/14",530.21
"Currency","2015/08/13",531.62
"Currency","2015/08/12",529.67
"Currency","2015/08/11",525.03
"Currency","2015/08/10",519.92
"Currency","2015/08/07",522.02
"Currency","2015/08/06",520.05
"Currency","2015/08/05",518.65
"Currency","2015/08/04",516.30
"Currency","2015/08/03",515.10
"Currency","2015/07/31",512.10
"Currency","2015/07/30",440.00
"Currency","2015/07/29",460.30
"Currency","2015/07/28",460.00
"Currency","2015/07/27",459.50
"Currency","2015/07/24",467.50
"Currency","2015/07/23",440.00
"Currency","2015/07/22",465.20
"Currency","2015/07/21",466.61
"Currency","2015/07/20",442.50
"Currency","2015/07/17",457.00
"Currency","2015/07/16",455.00
"Currency","2015/07/15",455.00
"Currency","2015/07/14",455.00
"Currency","2015/07/13",453.50
"Currency","2015/07/12",452.00
"Currency","2015/07/10",452.00
"Currency","2015/07/09",451.00
"Currency","2015/07/08",440.50
"Currency","2015/07/07",445.25
"Currency","2015/07/06",451.00
"Currency","2015/07/04",439.39
"Currency","2015/07/03",444.75
"Currency","2015/07/02",443.49
"Currency","2015/07/01",442.49
"Currency","2015/06/30",441.02
"Currency","2015/06/29",440.45
"Currency","2015/06/26",439.79
"Currency","2015/06/25",438.04
"Currency","2015/06/24",437.95
"Currency","2015/06/23",437.37
"Currency","2015/06/22",439.18
"Currency","2015/06/19",437.34
"Currency","2015/06/18",437.27
"Currency","2015/06/17",440.50
"Currency","2015/06/16",430.00
"Currency","2015/06/15",437.27
"Currency","2015/06/12",437.34
"Currency","2015/06/11",430.00
"Currency","2015/06/10",437.39
"Currency","2015/06/09",437.45
"Currency","2015/06/08",437.64
"Currency","2015/06/05",437.79
"Currency","2015/06/04",438.09
"Currency","2015/06/03",438.45
"Currency","2015/06/02",438.64
"Currency","2015/06/01",439.04
"Currency","2015/05/29",439.29
"Currency","2015/05/28",439.29
"Currency","2015/05/27",439.54
"Currency","2015/05/26",439.98
"Currency","2015/05/25",440.34
"Currency","2015/05/22",440.34
"Currency","2015/05/21",440.84
"Currency","2015/05/20",440.00
"Currency","2015/05/19",441.04
"Currency","2015/05/18",440.20
"Currency","2015/05/15",440.29
"Currency","2015/05/14",440.39
"Currency","2015/05/13",440.39
"Currency","2015/05/12",440.25
"Currency","2015/05/11",440.27
"Currency","2015/05/08",440.29
"Currency","2015/05/07",448.00
"Currency","2015/05/06",440.34
"Currency","2015/05/05",440.29
"Currency","2015/05/04",440.29
"Currency","2015/05/01",440.39
"Currency","2015/04/30",440.39
"Currency","2015/04/29",440.59
"Currency","2015/04/28",440.59
"Currency","2015/04/27",440.00
"Currency","2015/04/24",441.45
"Currency","2015/04/23",441.45
"Currency","2015/04/22",441.37
"Currency","2015/04/21",441.34
"Currency","2015/04/20",441.00
"Currency","2015/04/17",440.75
"Currency","2015/04/16",440.75
"Currency","2015/04/15",440.75
"Currency","2015/04/14",439.95
"Currency","2015/04/13",452.50
"Currency","2015/04/10",439.45
"Currency","2015/04/09",439.00
