"Indicator","Time","Value (USD/MWK)"
"Currency","2005/10/17",123.92
"Currency","2005/10/14",123.95
"Currency","2005/10/13",124.37
"Currency","2005/10/12",123.99
"Currency","2005/10/11",124.38
"Currency","2005/10/10",123.55
"Currency","2005/10/07",124.41
"Currency","2005/10/06",124.40
"Currency","2005/10/05",122.90
"Currency","2005/10/04",124.39
"Currency","2005/10/03",124.38
"Currency","2005/09/30",122.80
"Currency","2005/09/29",124.48
"Currency","2005/09/28",124.49
"Currency","2005/09/27",124.70
"Currency","2005/09/26",124.48
"Currency","2005/09/23",124.30
"Currency","2005/09/22",124.13
"Currency","2005/09/21",123.98
"Currency","2005/09/20",124.35
"Currency","2005/09/19",124.35
"Currency","2005/09/16",124.16
"Currency","2005/09/15",124.16
"Currency","2005/09/14",121.50
"Currency","2005/09/13",124.16
"Currency","2005/09/12",123.78
"Currency","2005/09/09",121.50
"Currency","2005/09/08",122.56
"Currency","2005/09/07",124.16
"Currency","2005/09/06",123.40
"Currency","2005/09/05",122.75
"Currency","2005/09/02",123.00
"Currency","2005/09/01",124.17
"Currency","2005/08/31",122.60
"Currency","2005/08/30",124.17
"Currency","2005/08/29",123.41
"Currency","2005/08/26",124.00
"Currency","2005/08/25",124.17
"Currency","2005/08/24",123.79
"Currency","2005/08/23",122.50
"Currency","2005/08/22",123.80
"Currency","2005/08/19",123.00
"Currency","2005/08/18",123.81
"Currency","2005/08/17",123.80
"Currency","2005/08/16",124.50
"Currency","2005/08/15",123.98
"Currency","2005/08/12",124.50
"Currency","2005/08/11",123.00
"Currency","2005/08/10",123.69
"Currency","2005/08/09",122.00
"Currency","2005/08/08",122.00
"Currency","2005/08/05",122.00
"Currency","2005/08/04",121.42
"Currency","2005/08/03",122.00
"Currency","2005/08/02",123.69
"Currency","2005/08/01",122.00
"Currency","2005/07/29",123.00
"Currency","2005/07/28",123.05
"Currency","2005/07/27",124.46
"Currency","2005/07/26",122.50
"Currency","2005/07/25",124.10
"Currency","2005/07/22",124.08
"Currency","2005/07/21",124.06
"Currency","2005/07/20",122.00
"Currency","2005/07/19",123.97
"Currency","2005/07/18",123.58
"Currency","2005/07/15",123.55
"Currency","2005/07/14",123.53
"Currency","2005/07/13",123.50
"Currency","2005/07/12",123.48
"Currency","2005/07/11",123.49
"Currency","2005/07/08",123.84
"Currency","2005/07/07",123.82
"Currency","2005/07/06",121.00
"Currency","2005/07/05",123.81
"Currency","2005/07/04",123.74
"Currency","2005/07/01",122.98
"Currency","2005/06/30",122.98
"Currency","2005/06/29",122.97
"Currency","2005/06/28",121.25
"Currency","2005/06/27",124.39
"Currency","2005/06/24",124.39
"Currency","2005/06/23",123.25
"Currency","2005/06/22",123.56
"Currency","2005/06/21",123.05
"Currency","2005/06/20",122.43
"Currency","2005/06/17",122.29
"Currency","2005/06/16",122.41
"Currency","2005/06/15",122.69
"Currency","2005/06/14",122.00
"Currency","2005/06/13",121.92
"Currency","2005/06/10",121.00
"Currency","2005/06/09",122.26
"Currency","2005/06/08",121.40
"Currency","2005/06/07",121.28
"Currency","2005/06/06",120.52
"Currency","2005/06/03",120.52
"Currency","2005/06/02",120.33
"Currency","2005/06/01",119.94
"Currency","2005/05/31",119.81
"Currency","2005/05/30",117.50
"Currency","2005/05/27",119.20
"Currency","2005/05/26",118.85
"Currency","2005/05/25",118.62
"Currency","2005/05/24",118.20
"Currency","2005/05/23",117.95
"Currency","2005/05/20",117.75
"Currency","2005/05/19",117.54
"Currency","2005/05/18",117.45
"Currency","2005/05/17",116.63
"Currency","2005/05/16",116.06
"Currency","2005/05/13",111.20
"Currency","2005/05/12",111.25
"Currency","2005/05/11",111.00
"Currency","2005/05/10",111.45
"Currency","2005/05/09",111.25
"Currency","2005/05/06",111.30
"Currency","2005/05/05",111.25
"Currency","2005/05/04",110.75
"Currency","2005/05/03",110.30
"Currency","2005/05/02",110.30
"Currency","2005/04/29",110.30
"Currency","2005/04/28",110.50
"Currency","2005/04/27",111.00
"Currency","2005/04/26",111.00
"Currency","2005/04/25",111.25
"Currency","2005/04/22",111.25
"Currency","2005/04/21",111.00
"Currency","2005/04/20",113.06
"Currency","2005/04/19",110.00
"Currency","2005/04/18",110.45
"Currency","2005/04/15",110.45
"Currency","2005/04/14",110.50
"Currency","2005/04/13",110.25
"Currency","2005/04/12",110.45
"Currency","2005/04/11",110.50
"Currency","2005/04/08",110.50
"Currency","2005/04/07",110.60
"Currency","2005/04/06",112.42
"Currency","2005/04/05",112.42
"Currency","2005/04/04",113.13
"Currency","2005/04/01",112.14
"Currency","2005/03/31",111.94
"Currency","2005/03/30",112.11
"Currency","2005/03/29",111.57
"Currency","2005/03/28",111.40
"Currency","2005/03/25",111.40
"Currency","2005/03/24",111.40
"Currency","2005/03/23",111.31
"Currency","2005/03/22",111.11
"Currency","2005/03/21",110.94
"Currency","2005/03/18",108.25
"Currency","2005/03/17",108.00
"Currency","2005/03/16",110.40
"Currency","2005/03/15",110.20
"Currency","2005/03/14",110.03
"Currency","2005/03/11",108.05
"Currency","2005/03/10",109.83
"Currency","2005/03/09",108.05
"Currency","2005/03/08",109.57
"Currency","2005/03/07",108.05
"Currency","2005/03/04",108.00
"Currency","2005/03/03",108.60
"Currency","2005/03/02",108.00
"Currency","2005/03/01",108.10
"Currency","2005/02/28",108.00
"Currency","2005/02/25",108.12
"Currency","2005/02/24",108.00
"Currency","2005/02/23",108.05
"Currency","2005/02/22",108.00
"Currency","2005/02/21",108.91
"Currency","2005/02/18",108.05
"Currency","2005/02/17",108.00
"Currency","2005/02/16",108.05
"Currency","2005/02/15",108.00
"Currency","2005/02/14",108.00
"Currency","2005/02/11",108.05
"Currency","2005/02/10",108.00
"Currency","2005/02/09",108.25
"Currency","2005/02/08",108.00
"Currency","2005/02/07",108.05
"Currency","2005/02/04",108.00
"Currency","2005/02/03",108.10
"Currency","2005/02/02",108.00
"Currency","2005/02/01",108.05
"Currency","2005/01/31",108.00
"Currency","2005/01/28",108.00
"Currency","2005/01/27",108.55
"Currency","2005/01/26",108.90
"Currency","2005/01/25",109.00
"Currency","2005/01/24",107.50
"Currency","2005/01/21",108.50
"Currency","2005/01/20",108.55
"Currency","2005/01/19",109.00
"Currency","2005/01/18",108.60
"Currency","2005/01/17",108.50
"Currency","2005/01/14",108.65
"Currency","2005/01/13",108.75
"Currency","2005/01/12",108.80
"Currency","2005/01/11",108.00
"Currency","2005/01/10",108.25
"Currency","2005/01/07",108.25
"Currency","2005/01/06",108.00
"Currency","2005/01/05",108.05
"Currency","2005/01/04",108.00
"Currency","2005/01/03",108.05
"Currency","2004/12/31",108.00
"Currency","2004/12/30",108.05
"Currency","2004/12/29",108.00
"Currency","2004/12/28",108.25
"Currency","2004/12/27",108.25
"Currency","2004/12/24",108.25
"Currency","2004/12/23",107.05
"Currency","2004/12/22",108.10
"Currency","2004/12/21",108.00
"Currency","2004/12/20",108.05
"Currency","2004/12/17",108.00
"Currency","2004/12/16",108.91
"Currency","2004/12/15",108.91
"Currency","2004/12/14",108.20
"Currency","2004/12/13",108.25
"Currency","2004/12/10",108.25
"Currency","2004/12/09",108.20
"Currency","2004/12/08",108.25
"Currency","2004/12/07",107.05
"Currency","2004/12/06",108.25
"Currency","2004/12/03",108.50
"Currency","2004/12/02",108.25
"Currency","2004/12/01",108.00
"Currency","2004/11/30",108.25
"Currency","2004/11/29",108.15
"Currency","2004/11/26",108.10
"Currency","2004/11/25",108.00
"Currency","2004/11/24",108.25
"Currency","2004/11/23",109.52
"Currency","2004/11/22",109.50
"Currency","2004/11/19",108.25
"Currency","2004/11/18",108.30
"Currency","2004/11/17",108.75
"Currency","2004/11/16",108.30
"Currency","2004/11/15",108.75
"Currency","2004/11/12",108.30
"Currency","2004/11/11",108.25
"Currency","2004/11/10",108.20
"Currency","2004/11/09",108.10
"Currency","2004/11/08",108.10
"Currency","2004/11/05",108.10
"Currency","2004/11/04",108.55
"Currency","2004/11/03",109.24
"Currency","2004/11/02",109.25
"Currency","2004/11/01",108.75
"Currency","2004/10/29",108.80
"Currency","2004/10/28",109.15
"Currency","2004/10/27",109.10
"Currency","2004/10/26",109.00
"Currency","2004/10/25",109.00
"Currency","2004/10/22",109.00
"Currency","2004/10/21",108.85
"Currency","2004/10/20",109.51
"Currency","2004/10/19",109.25
"Currency","2004/10/18",108.55
"Currency","2004/10/15",108.50
"Currency","2004/10/14",109.00
"Currency","2004/10/13",108.75
"Currency","2004/10/12",108.75
"Currency","2004/10/11",108.75
"Currency","2004/10/08",108.75
"Currency","2004/10/07",108.50
"Currency","2004/10/06",108.75
"Currency","2004/10/05",108.62
"Currency","2004/10/04",108.62
"Currency","2004/10/01",108.75
"Currency","2004/09/30",108.75
"Currency","2004/09/29",108.50
"Currency","2004/09/28",108.75
"Currency","2004/09/27",108.50
"Currency","2004/09/24",108.55
"Currency","2004/09/23",108.55
"Currency","2004/09/22",108.50
"Currency","2004/09/21",108.05
"Currency","2004/09/20",108.50
"Currency","2004/09/17",108.60
"Currency","2004/09/16",108.50
"Currency","2004/09/15",108.75
"Currency","2004/09/14",108.00
"Currency","2004/09/13",108.05
"Currency","2004/09/10",108.50
"Currency","2004/09/09",108.62
"Currency","2004/09/08",108.50
"Currency","2004/09/07",108.75
"Currency","2004/09/06",109.00
"Currency","2004/09/03",109.20
"Currency","2004/09/02",109.20
"Currency","2004/09/01",109.25
"Currency","2004/08/31",109.00
"Currency","2004/08/30",108.75
"Currency","2004/08/27",108.50
"Currency","2004/08/26",108.80
"Currency","2004/08/25",108.75
"Currency","2004/08/24",108.50
"Currency","2004/08/23",108.75
"Currency","2004/08/20",108.85
"Currency","2004/08/19",108.75
"Currency","2004/08/18",108.50
"Currency","2004/08/17",108.50
"Currency","2004/08/16",108.55
"Currency","2004/08/13",109.00
"Currency","2004/08/12",108.25
"Currency","2004/08/11",109.00
"Currency","2004/08/10",108.00
"Currency","2004/08/09",108.10
"Currency","2004/08/06",108.10
"Currency","2004/08/05",108.12
"Currency","2004/08/04",108.30
"Currency","2004/08/03",108.25
"Currency","2004/08/02",108.30
"Currency","2004/07/30",108.25
"Currency","2004/07/29",108.00
"Currency","2004/07/28",108.50
"Currency","2004/07/27",108.25
"Currency","2004/07/26",108.50
"Currency","2004/07/23",108.50
"Currency","2004/07/22",108.45
"Currency","2004/07/21",108.50
"Currency","2004/07/20",108.00
"Currency","2004/07/19",108.25
"Currency","2004/07/16",108.00
"Currency","2004/07/15",108.25
"Currency","2004/07/14",108.50
"Currency","2004/07/13",108.00
"Currency","2004/07/12",108.25
"Currency","2004/07/09",108.75
"Currency","2004/07/08",108.35
"Currency","2004/07/07",109.37
"Currency","2004/07/06",108.50
"Currency","2004/07/05",108.50
"Currency","2004/07/02",108.55
"Currency","2004/07/01",108.50
"Currency","2004/06/30",108.55
"Currency","2004/06/29",108.50
"Currency","2004/06/28",108.55
"Currency","2004/06/25",108.50
"Currency","2004/06/24",108.55
"Currency","2004/06/23",109.36
"Currency","2004/06/22",109.34
"Currency","2004/06/21",108.55
"Currency","2004/06/18",108.50
"Currency","2004/06/17",108.55
"Currency","2004/06/16",108.50
"Currency","2004/06/15",108.50
"Currency","2004/06/14",108.55
"Currency","2004/06/11",109.33
"Currency","2004/06/10",109.00
"Currency","2004/06/09",108.50
"Currency","2004/06/08",108.50
"Currency","2004/06/07",109.20
"Currency","2004/06/04",108.55
"Currency","2004/06/03",108.50
"Currency","2004/06/02",108.50
"Currency","2004/06/01",109.20
"Currency","2004/05/31",108.65
"Currency","2004/05/28",108.50
"Currency","2004/05/27",109.00
"Currency","2004/05/26",109.05
"Currency","2004/05/25",109.00
"Currency","2004/05/24",106.62
"Currency","2004/05/21",109.00
"Currency","2004/05/20",109.05
"Currency","2004/05/19",108.79
"Currency","2004/05/18",109.10
"Currency","2004/05/17",109.00
"Currency","2004/05/14",109.00
"Currency","2004/05/13",109.10
"Currency","2004/05/12",109.00
"Currency","2004/05/11",106.95
"Currency","2004/05/10",109.50
"Currency","2004/05/07",109.10
"Currency","2004/05/06",109.00
"Currency","2004/05/05",109.40
"Currency","2004/05/04",109.20
"Currency","2004/05/03",109.10
"Currency","2004/04/30",109.00
"Currency","2004/04/29",108.90
"Currency","2004/04/28",108.80
"Currency","2004/04/27",108.75
"Currency","2004/04/26",108.75
"Currency","2004/04/23",108.50
"Currency","2004/04/22",108.65
"Currency","2004/04/21",108.60
"Currency","2004/04/20",108.55
"Currency","2004/04/19",108.50
"Currency","2004/04/16",108.75
"Currency","2004/04/15",108.60
"Currency","2004/04/14",108.55
"Currency","2004/04/13",108.55
"Currency","2004/04/12",108.50
"Currency","2004/04/09",108.50
"Currency","2004/04/08",108.50
"Currency","2004/04/07",108.45
"Currency","2004/04/06",108.25
"Currency","2004/04/05",108.00
"Currency","2004/04/02",108.25
"Currency","2004/04/01",107.05
"Currency","2004/03/31",108.00
"Currency","2004/03/30",108.20
"Currency","2004/03/29",108.00
"Currency","2004/03/26",109.00
"Currency","2004/03/25",108.70
"Currency","2004/03/24",108.60
"Currency","2004/03/23",108.50
"Currency","2004/03/22",108.25
"Currency","2004/03/19",108.60
"Currency","2004/03/18",108.50
"Currency","2004/03/17",109.00
"Currency","2004/03/16",109.00
"Currency","2004/03/15",106.55
"Currency","2004/03/12",106.50
"Currency","2004/03/11",106.55
"Currency","2004/03/10",106.50
"Currency","2004/03/09",106.55
"Currency","2004/03/08",106.50
"Currency","2004/03/05",106.55
"Currency","2004/03/04",106.50
"Currency","2004/03/03",106.55
"Currency","2004/03/02",106.50
"Currency","2004/03/01",106.55
"Currency","2004/02/27",106.50
"Currency","2004/02/26",106.60
"Currency","2004/02/25",106.50
"Currency","2004/02/24",106.80
"Currency","2004/02/23",106.75
"Currency","2004/02/20",106.50
"Currency","2004/02/19",106.55
"Currency","2004/02/18",106.50
"Currency","2004/02/17",106.60
"Currency","2004/02/16",106.55
"Currency","2004/02/13",106.50
"Currency","2004/02/12",106.75
"Currency","2004/02/11",106.65
"Currency","2004/02/10",106.80
"Currency","2004/02/09",106.75
"Currency","2004/02/06",106.80
"Currency","2004/02/05",107.00
"Currency","2004/02/04",106.75
"Currency","2004/02/03",106.90
"Currency","2004/02/02",107.00
"Currency","2004/01/30",107.10
"Currency","2004/01/29",107.00
"Currency","2004/01/28",107.10
"Currency","2004/01/27",107.00
"Currency","2004/01/26",106.70
"Currency","2004/01/23",106.75
"Currency","2004/01/22",106.85
"Currency","2004/01/21",106.75
"Currency","2004/01/20",106.65
"Currency","2004/01/19",106.90
"Currency","2004/01/16",106.35
"Currency","2004/01/15",106.30
"Currency","2004/01/14",106.40
"Currency","2004/01/13",106.45
"Currency","2004/01/12",106.40
"Currency","2004/01/09",107.10
"Currency","2004/01/08",107.00
"Currency","2004/01/07",107.10
"Currency","2004/01/06",107.00
"Currency","2004/01/05",107.00
"Currency","2004/01/02",107.20
"Currency","2004/01/01",107.00
"Currency","2003/12/31",107.00
"Currency","2003/12/30",106.00
"Currency","2003/12/29",106.05
"Currency","2003/12/26",106.00
"Currency","2003/12/25",106.00
"Currency","2003/12/24",106.00
"Currency","2003/12/23",106.05
"Currency","2003/12/22",106.00
"Currency","2003/12/19",106.25
"Currency","2003/12/18",106.00
"Currency","2003/12/17",106.02
"Currency","2003/12/16",106.00
"Currency","2003/12/15",106.00
"Currency","2003/12/12",106.05
"Currency","2003/12/11",106.00
"Currency","2003/12/10",106.02
"Currency","2003/12/09",106.00
"Currency","2003/12/08",106.15
"Currency","2003/12/05",106.05
"Currency","2003/12/04",106.05
"Currency","2003/12/03",106.00
"Currency","2003/12/02",106.07
"Currency","2003/12/01",106.05
"Currency","2003/11/28",106.00
"Currency","2003/11/27",106.05
"Currency","2003/11/26",106.00
"Currency","2003/11/25",106.85
"Currency","2003/11/24",106.10
"Currency","2003/11/21",106.00
"Currency","2003/11/20",106.35
"Currency","2003/11/19",106.25
"Currency","2003/11/18",106.10
"Currency","2003/11/17",106.25
"Currency","2003/11/14",105.25
"Currency","2003/11/13",105.40
"Currency","2003/11/12",106.40
"Currency","2003/11/11",106.00
"Currency","2003/11/10",106.25
"Currency","2003/11/07",106.00
"Currency","2003/11/06",106.30
"Currency","2003/11/05",106.20
"Currency","2003/11/04",106.25
"Currency","2003/11/03",106.30
"Currency","2003/10/31",106.40
"Currency","2003/10/30",107.35
"Currency","2003/10/29",106.90
"Currency","2003/10/28",107.00
"Currency","2003/10/27",107.10
"Currency","2003/10/24",107.00
"Currency","2003/10/23",106.80
"Currency","2003/10/22",106.75
"Currency","2003/10/21",106.65
"Currency","2003/10/20",106.62
"Currency","2003/10/17",106.70
"Currency","2003/10/16",106.65
"Currency","2003/10/15",106.70
"Currency","2003/10/14",106.65
"Currency","2003/10/13",106.70
"Currency","2003/10/10",107.25
"Currency","2003/10/09",107.20
"Currency","2003/10/08",107.25
"Currency","2003/10/07",107.20
"Currency","2003/10/06",107.25
"Currency","2003/10/03",107.20
"Currency","2003/10/02",107.25
"Currency","2003/10/01",107.30
"Currency","2003/09/30",107.25
"Currency","2003/09/29",107.20
"Currency","2003/09/26",107.25
"Currency","2003/09/25",107.30
"Currency","2003/09/24",107.40
"Currency","2003/09/23",107.40
"Currency","2003/09/22",107.25
"Currency","2003/09/19",107.00
"Currency","2003/09/18",107.25
"Currency","2003/09/17",107.15
"Currency","2003/09/16",106.62
"Currency","2003/09/15",107.00
"Currency","2003/09/12",107.25
"Currency","2003/09/11",106.75
"Currency","2003/09/10",108.00
"Currency","2003/09/09",107.00
"Currency","2003/09/08",107.50
"Currency","2003/09/05",107.75
"Currency","2003/09/04",107.50
"Currency","2003/09/03",107.50
"Currency","2003/09/02",107.00
"Currency","2003/09/01",106.50
"Currency","2003/08/29",106.00
"Currency","2003/08/28",105.50
"Currency","2003/08/27",107.50
"Currency","2003/08/26",107.50
"Currency","2003/08/25",107.35
"Currency","2003/08/22",107.40
"Currency","2003/08/21",107.60
"Currency","2003/08/20",107.60
"Currency","2003/08/19",107.60
"Currency","2003/08/18",98.45
"Currency","2003/08/15",98.70
"Currency","2003/08/14",96.99
"Currency","2003/08/13",98.20
"Currency","2003/08/12",98.20
"Currency","2003/08/11",99.46
"Currency","2003/08/08",98.78
"Currency","2003/08/07",98.31
"Currency","2003/08/06",98.20
"Currency","2003/08/05",97.00
"Currency","2003/08/04",95.25
"Currency","2003/08/01",96.62
"Currency","2003/07/31",96.37
"Currency","2003/07/30",94.60
"Currency","2003/07/29",91.50
"Currency","2003/07/28",90.00
"Currency","2003/07/25",92.37
"Currency","2003/07/24",92.75
"Currency","2003/07/23",91.50
"Currency","2003/07/22",90.47
"Currency","2003/07/21",89.50
"Currency","2003/07/18",89.50
"Currency","2003/07/17",89.59
"Currency","2003/07/16",89.70
"Currency","2003/07/15",89.42
"Currency","2003/07/14",89.40
"Currency","2003/07/11",89.40
"Currency","2003/07/10",89.39
"Currency","2003/07/09",90.39
"Currency","2003/07/08",88.59
"Currency","2003/07/07",89.50
"Currency","2003/07/04",89.34
"Currency","2003/07/03",89.34
"Currency","2003/07/02",89.50
"Currency","2003/07/01",89.37
"Currency","2003/06/30",89.45
"Currency","2003/06/27",89.50
"Currency","2003/06/26",89.50
"Currency","2003/06/25",89.50
"Currency","2003/06/24",89.01
"Currency","2003/06/23",89.01
"Currency","2003/06/20",90.28
"Currency","2003/06/19",90.28
"Currency","2003/06/18",90.34
"Currency","2003/06/17",89.39
"Currency","2003/06/16",89.39
"Currency","2003/06/13",89.39
"Currency","2003/06/12",90.88
"Currency","2003/06/11",91.20
"Currency","2003/06/10",88.00
"Currency","2003/06/09",91.17
"Currency","2003/06/06",92.03
"Currency","2003/06/05",92.09
"Currency","2003/06/04",92.00
"Currency","2003/06/03",92.09
"Currency","2003/06/02",92.04
"Currency","2003/05/30",92.00
"Currency","2003/05/29",92.09
"Currency","2003/05/28",92.00
"Currency","2003/05/27",91.00
"Currency","2003/05/26",90.70
"Currency","2003/05/23",90.79
"Currency","2003/05/22",92.09
"Currency","2003/05/21",92.00
"Currency","2003/05/20",92.07
"Currency","2003/05/19",90.70
"Currency","2003/05/16",92.78
"Currency","2003/05/15",91.66
"Currency","2003/05/14",90.50
"Currency","2003/05/13",92.23
"Currency","2003/05/12",91.12
"Currency","2003/05/09",90.84
"Currency","2003/05/08",91.17
"Currency","2003/05/07",90.97
"Currency","2003/05/06",90.00
"Currency","2003/05/05",90.81
"Currency","2003/05/02",90.56
"Currency","2003/05/01",90.00
"Currency","2003/04/30",90.00
"Currency","2003/04/29",89.50
"Currency","2003/04/28",90.00
"Currency","2003/04/25",90.00
"Currency","2003/04/24",90.00
"Currency","2003/04/23",89.50
"Currency","2003/04/22",90.56
"Currency","2003/04/21",89.75
"Currency","2003/04/18",89.75
"Currency","2003/04/17",89.75
"Currency","2003/04/16",90.96
"Currency","2003/04/15",90.29
"Currency","2003/04/14",90.39
"Currency","2003/04/11",90.09
"Currency","2003/04/10",90.09
"Currency","2003/04/09",90.00
"Currency","2003/04/08",90.09
"Currency","2003/04/07",90.00
"Currency","2003/04/04",90.09
"Currency","2003/04/03",90.00
"Currency","2003/04/02",90.50
"Currency","2003/04/01",89.50
"Currency","2003/03/31",90.50
"Currency","2003/03/28",90.09
"Currency","2003/03/27",90.00
"Currency","2003/03/26",90.09
"Currency","2003/03/25",90.00
"Currency","2003/03/24",89.70
"Currency","2003/03/21",89.79
"Currency","2003/03/20",89.79
"Currency","2003/03/19",89.39
"Currency","2003/03/18",89.39
"Currency","2003/03/17",89.50
"Currency","2003/03/14",89.00
"Currency","2003/03/13",91.06
"Currency","2003/03/12",89.79
"Currency","2003/03/11",91.12
"Currency","2003/03/10",89.50
"Currency","2003/03/07",88.20
"Currency","2003/03/06",89.00
"Currency","2003/03/05",88.50
"Currency","2003/03/04",90.37
"Currency","2003/03/03",87.20
"Currency","2003/02/28",88.20
"Currency","2003/02/27",88.50
"Currency","2003/02/26",88.70
"Currency","2003/02/25",88.70
"Currency","2003/02/24",88.79
"Currency","2003/02/21",88.72
"Currency","2003/02/20",88.50
"Currency","2003/02/19",88.50
"Currency","2003/02/18",88.50
"Currency","2003/02/17",89.96
"Currency","2003/02/14",88.09
"Currency","2003/02/13",87.20
"Currency","2003/02/12",88.09
"Currency","2003/02/11",89.87
"Currency","2003/02/10",88.55
"Currency","2003/02/07",88.55
"Currency","2003/02/06",87.70
"Currency","2003/02/05",87.70
"Currency","2003/02/04",87.79
"Currency","2003/02/03",89.71
"Currency","2003/01/31",86.39
"Currency","2003/01/30",89.71
"Currency","2003/01/29",89.14
"Currency","2003/01/28",86.00
"Currency","2003/01/27",86.95
"Currency","2003/01/24",88.71
"Currency","2003/01/23",87.00
"Currency","2003/01/22",86.97
"Currency","2003/01/21",86.90
"Currency","2003/01/20",86.90
"Currency","2003/01/17",86.90
"Currency","2003/01/16",86.90
"Currency","2003/01/15",86.90
"Currency","2003/01/14",86.90
"Currency","2003/01/13",86.90
"Currency","2003/01/10",86.90
"Currency","2003/01/09",86.90
"Currency","2003/01/08",86.65
"Currency","2003/01/07",86.65
"Currency","2003/01/06",86.65
"Currency","2003/01/03",86.65
"Currency","2003/01/02",86.65
"Currency","2003/01/01",86.65
"Currency","2002/12/31",86.65
"Currency","2002/12/30",86.65
"Currency","2002/12/27",86.65
"Currency","2002/12/26",86.65
"Currency","2002/12/25",86.65
"Currency","2002/12/24",86.65
"Currency","2002/12/23",86.65
"Currency","2002/12/20",86.65
"Currency","2002/12/19",86.65
"Currency","2002/12/18",86.65
"Currency","2002/12/17",86.18
"Currency","2002/12/16",86.25
"Currency","2002/12/13",84.50
"Currency","2002/12/12",84.50
"Currency","2002/12/11",84.50
"Currency","2002/12/10",84.50
"Currency","2002/12/09",84.50
"Currency","2002/12/06",84.50
"Currency","2002/12/05",84.50
"Currency","2002/12/04",83.50
"Currency","2002/12/03",83.50
"Currency","2002/12/02",82.50
"Currency","2002/11/29",81.25
"Currency","2002/11/28",82.34
"Currency","2002/11/27",81.25
"Currency","2002/11/26",81.25
"Currency","2002/11/25",81.25
"Currency","2002/11/22",81.25
"Currency","2002/11/21",80.75
"Currency","2002/11/20",81.12
"Currency","2002/11/19",80.95
"Currency","2002/11/18",80.71
"Currency","2002/11/15",80.71
"Currency","2002/11/14",80.71
"Currency","2002/11/13",80.71
"Currency","2002/11/12",80.56
"Currency","2002/11/11",80.40
"Currency","2002/11/08",80.31
"Currency","2002/11/07",80.21
"Currency","2002/11/06",80.17
"Currency","2002/11/05",80.14
"Currency","2002/11/04",80.14
"Currency","2002/11/01",80.14
"Currency","2002/10/31",80.10
"Currency","2002/10/30",80.10
"Currency","2002/10/29",80.10
"Currency","2002/10/28",80.06
"Currency","2002/10/25",80.06
"Currency","2002/10/24",80.06
"Currency","2002/10/23",80.06
"Currency","2002/10/22",80.06
"Currency","2002/10/21",80.06
"Currency","2002/10/18",80.06
"Currency","2002/10/17",80.06
"Currency","2002/10/16",80.06
"Currency","2002/10/15",80.06
"Currency","2002/10/14",80.03
"Currency","2002/10/11",80.03
"Currency","2002/10/10",80.03
"Currency","2002/10/09",80.03
"Currency","2002/10/08",80.03
"Currency","2002/10/07",80.03
"Currency","2002/10/04",80.03
"Currency","2002/10/03",80.00
"Currency","2002/10/02",79.84
"Currency","2002/10/01",79.84
"Currency","2002/09/30",79.84
"Currency","2002/09/27",79.84
"Currency","2002/09/26",79.84
"Currency","2002/09/25",79.84
"Currency","2002/09/24",79.84
"Currency","2002/09/23",79.79
"Currency","2002/09/20",79.82
"Currency","2002/09/19",79.78
"Currency","2002/09/18",79.40
"Currency","2002/09/17",78.92
"Currency","2002/09/16",78.57
"Currency","2002/09/13",78.57
"Currency","2002/09/12",77.95
"Currency","2002/09/11",77.70
"Currency","2002/09/10",77.20
"Currency","2002/09/09",77.20
"Currency","2002/09/06",77.09
"Currency","2002/09/05",76.78
"Currency","2002/09/04",76.64
"Currency","2002/09/03",76.53
"Currency","2002/09/02",76.48
"Currency","2002/08/30",76.40
"Currency","2002/08/29",76.23
"Currency","2002/08/28",76.14
"Currency","2002/08/27",76.09
"Currency","2002/08/26",75.87
"Currency","2002/08/23",75.75
"Currency","2002/08/22",75.68
"Currency","2002/08/21",75.48
"Currency","2002/08/20",75.48
"Currency","2002/08/19",75.45
"Currency","2002/08/16",75.42
"Currency","2002/08/15",75.37
"Currency","2002/08/14",75.23
"Currency","2002/08/13",75.12
"Currency","2002/08/12",75.10
"Currency","2002/08/09",75.10
"Currency","2002/08/08",75.09
"Currency","2002/08/07",75.12
"Currency","2002/08/06",75.23
"Currency","2002/08/05",75.25
"Currency","2002/08/02",75.28
"Currency","2002/08/01",75.28
"Currency","2002/07/31",75.31
"Currency","2002/07/30",75.31
"Currency","2002/07/29",75.37
"Currency","2002/07/26",75.37
"Currency","2002/07/25",75.57
"Currency","2002/07/24",75.59
"Currency","2002/07/23",75.59
"Currency","2002/07/22",75.59
"Currency","2002/07/19",75.62
"Currency","2002/07/18",75.65
"Currency","2002/07/17",75.70
"Currency","2002/07/16",75.81
"Currency","2002/07/15",76.01
"Currency","2002/07/12",76.01
"Currency","2002/07/11",76.10
"Currency","2002/07/10",76.25
"Currency","2002/07/09",76.28
"Currency","2002/07/08",76.28
"Currency","2002/07/05",76.28
"Currency","2002/07/04",76.39
"Currency","2002/07/03",76.28
"Currency","2002/07/02",76.28
"Currency","2002/07/01",76.34
"Currency","2002/06/28",76.28
"Currency","2002/06/27",76.00
"Currency","2002/06/26",76.00
"Currency","2002/06/25",75.59
"Currency","2002/06/24",75.59
"Currency","2002/06/21",75.59
"Currency","2002/06/20",75.59
"Currency","2002/06/19",75.59
"Currency","2002/06/18",75.59
"Currency","2002/06/17",75.59
"Currency","2002/06/14",75.56
"Currency","2002/06/13",75.56
