"Indicator","Time","Value (USD/LBP)"
"Currency","2012/12/19",1505.50
"Currency","2012/12/18",1505.50
"Currency","2012/12/17",1505.50
"Currency","2012/12/14",1505.50
"Currency","2012/12/13",1505.50
"Currency","2012/12/12",1505.50
"Currency","2012/12/11",1505.50
"Currency","2012/12/10",1505.50
"Currency","2012/12/07",1504.50
"Currency","2012/12/06",1504.00
"Currency","2012/12/05",1505.00
"Currency","2012/12/04",1504.00
"Currency","2012/12/03",1504.00
"Currency","2012/11/30",1504.00
"Currency","2012/11/29",1504.00
"Currency","2012/11/28",1504.50
"Currency","2012/11/27",1504.00
"Currency","2012/11/26",1504.50
"Currency","2012/11/23",1504.00
"Currency","2012/11/22",1505.50
"Currency","2012/11/21",1504.00
"Currency","2012/11/20",1504.50
"Currency","2012/11/19",1504.50
"Currency","2012/11/16",1505.00
"Currency","2012/11/15",1504.50
"Currency","2012/11/14",1504.00
"Currency","2012/11/13",1504.50
"Currency","2012/11/12",1505.50
"Currency","2012/11/09",1505.00
"Currency","2012/11/08",1505.50
"Currency","2012/11/07",1503.50
"Currency","2012/11/06",1504.00
"Currency","2012/11/05",1504.00
"Currency","2012/11/02",1504.00
"Currency","2012/11/01",1503.50
"Currency","2012/10/31",1504.00
"Currency","2012/10/30",1502.00
"Currency","2012/10/29",1502.00
"Currency","2012/10/26",1504.00
"Currency","2012/10/25",1504.00
"Currency","2012/10/24",1504.00
"Currency","2012/10/23",1503.50
"Currency","2012/10/22",1503.50
"Currency","2012/10/19",1503.50
"Currency","2012/10/18",1504.00
"Currency","2012/10/17",1503.50
"Currency","2012/10/16",1504.00
"Currency","2012/10/15",1504.00
"Currency","2012/10/12",1503.50
"Currency","2012/10/11",1503.50
"Currency","2012/10/10",1503.50
"Currency","2012/10/09",1504.00
"Currency","2012/10/08",1500.50
"Currency","2012/10/05",1504.00
"Currency","2012/10/04",1503.50
"Currency","2012/10/03",1503.50
"Currency","2012/10/02",1504.00
"Currency","2012/10/01",1504.00
"Currency","2012/09/28",1504.00
"Currency","2012/09/27",1503.50
"Currency","2012/09/26",1503.50
"Currency","2012/09/25",1504.00
"Currency","2012/09/24",1504.00
"Currency","2012/09/21",1504.00
"Currency","2012/09/20",1503.50
"Currency","2012/09/19",1504.00
"Currency","2012/09/18",1504.00
"Currency","2012/09/17",1504.00
"Currency","2012/09/14",1504.00
"Currency","2012/09/13",1503.50
"Currency","2012/09/12",1505.50
"Currency","2012/09/11",1505.50
"Currency","2012/09/10",1505.50
"Currency","2012/09/07",1505.50
"Currency","2012/09/06",1505.50
"Currency","2012/09/05",1505.50
"Currency","2012/09/04",1505.50
"Currency","2012/09/03",1505.50
"Currency","2012/08/31",1505.50
"Currency","2012/08/30",1505.50
"Currency","2012/08/29",1505.50
"Currency","2012/08/28",1505.50
"Currency","2012/08/27",1505.50
"Currency","2012/08/24",1505.50
"Currency","2012/08/23",1505.50
"Currency","2012/08/22",1505.50
"Currency","2012/08/21",1505.50
"Currency","2012/08/20",1504.00
"Currency","2012/08/17",1503.50
"Currency","2012/08/16",1503.50
"Currency","2012/08/15",1504.00
"Currency","2012/08/14",1504.00
"Currency","2012/08/13",1503.50
"Currency","2012/08/10",1503.50
"Currency","2012/08/09",1503.50
"Currency","2012/08/08",1504.00
"Currency","2012/08/07",1505.50
"Currency","2012/08/06",1503.50
"Currency","2012/08/03",1504.00
"Currency","2012/08/02",1503.50
"Currency","2012/08/01",1503.50
"Currency","2012/07/31",1503.50
"Currency","2012/07/30",1503.50
"Currency","2012/07/27",1503.00
"Currency","2012/07/26",1503.50
"Currency","2012/07/25",1503.00
"Currency","2012/07/24",1502.50
"Currency","2012/07/23",1501.50
"Currency","2012/07/20",1502.50
"Currency","2012/07/19",1502.00
"Currency","2012/07/18",1501.50
"Currency","2012/07/17",1501.50
"Currency","2012/07/16",1502.50
"Currency","2012/07/13",1502.50
"Currency","2012/07/12",1502.50
"Currency","2012/07/11",1502.00
"Currency","2012/07/10",1502.00
"Currency","2012/07/09",1502.00
"Currency","2012/07/06",1502.50
"Currency","2012/07/05",1501.00
"Currency","2012/07/04",1505.50
"Currency","2012/07/03",1501.50
"Currency","2012/07/02",1501.50
"Currency","2012/06/29",1503.00
"Currency","2012/06/28",1503.50
"Currency","2012/06/27",1503.00
"Currency","2012/06/26",1503.50
"Currency","2012/06/25",1503.50
"Currency","2012/06/22",1505.50
"Currency","2012/06/21",1503.00
"Currency","2012/06/20",1503.50
"Currency","2012/06/19",1503.50
"Currency","2012/06/18",1503.00
"Currency","2012/06/15",1503.00
"Currency","2012/06/14",1503.50
"Currency","2012/06/13",1503.50
"Currency","2012/06/12",1503.00
"Currency","2012/06/11",1503.50
"Currency","2012/06/08",1503.00
"Currency","2012/06/07",1503.50
"Currency","2012/06/06",1503.00
"Currency","2012/06/05",1503.50
"Currency","2012/06/04",1503.00
"Currency","2012/06/01",1503.50
"Currency","2012/05/31",1503.50
"Currency","2012/05/30",1503.50
"Currency","2012/05/29",1503.50
"Currency","2012/05/28",1505.50
"Currency","2012/05/25",1503.50
"Currency","2012/05/24",1503.00
"Currency","2012/05/23",1503.00
"Currency","2012/05/22",1503.00
"Currency","2012/05/21",1503.50
"Currency","2012/05/18",1503.50
"Currency","2012/05/17",1503.50
"Currency","2012/05/16",1504.00
"Currency","2012/05/15",1503.50
"Currency","2012/05/14",1503.50
"Currency","2012/05/11",1503.00
"Currency","2012/05/10",1504.00
"Currency","2012/05/09",1504.50
"Currency","2012/05/08",1505.50
"Currency","2012/05/07",1504.50
"Currency","2012/05/04",1505.50
"Currency","2012/05/03",1504.00
"Currency","2012/05/02",1504.50
"Currency","2012/05/01",1503.50
"Currency","2012/04/30",1504.00
"Currency","2012/04/27",1504.50
"Currency","2012/04/26",1504.50
"Currency","2012/04/25",1504.00
"Currency","2012/04/24",1503.50
"Currency","2012/04/23",1504.00
"Currency","2012/04/20",1504.50
"Currency","2012/04/19",1504.50
"Currency","2012/04/18",1504.50
"Currency","2012/04/17",1504.00
"Currency","2012/04/16",1504.00
"Currency","2012/04/13",1504.00
"Currency","2012/04/12",1504.00
"Currency","2012/04/11",1503.50
"Currency","2012/04/10",1504.50
"Currency","2012/04/09",1505.00
"Currency","2012/04/06",1504.50
"Currency","2012/04/05",1503.50
"Currency","2012/04/04",1504.00
"Currency","2012/04/03",1505.00
"Currency","2012/04/02",1505.50
"Currency","2012/03/30",1504.00
"Currency","2012/03/29",1505.50
"Currency","2012/03/28",1504.50
"Currency","2012/03/27",1504.50
"Currency","2012/03/26",1505.50
"Currency","2012/03/23",1504.50
"Currency","2012/03/22",1504.00
"Currency","2012/03/21",1504.50
"Currency","2012/03/20",1504.00
"Currency","2012/03/19",1503.50
"Currency","2012/03/16",1504.00
"Currency","2012/03/15",1504.50
"Currency","2012/03/14",1505.00
"Currency","2012/03/13",1503.50
"Currency","2012/03/12",1504.50
"Currency","2012/03/09",1503.50
"Currency","2012/03/08",1504.00
"Currency","2012/03/07",1504.00
"Currency","2012/03/06",1504.00
"Currency","2012/03/05",1503.50
"Currency","2012/03/02",1503.50
"Currency","2012/03/01",1503.50
"Currency","2012/02/29",1503.00
"Currency","2012/02/28",1503.50
"Currency","2012/02/27",1503.50
"Currency","2012/02/24",1503.00
"Currency","2012/02/23",1504.00
"Currency","2012/02/22",1504.00
"Currency","2012/02/21",1504.00
"Currency","2012/02/20",1505.50
"Currency","2012/02/17",1503.50
"Currency","2012/02/16",1503.50
"Currency","2012/02/15",1504.00
"Currency","2012/02/14",1504.00
"Currency","2012/02/13",1503.50
"Currency","2012/02/10",1503.50
"Currency","2012/02/09",1504.50
"Currency","2012/02/08",1504.00
"Currency","2012/02/07",1504.00
"Currency","2012/02/06",1504.50
"Currency","2012/02/03",1504.00
"Currency","2012/02/02",1504.50
"Currency","2012/02/01",1504.00
"Currency","2012/01/31",1504.00
"Currency","2012/01/30",1505.50
"Currency","2012/01/27",1505.50
"Currency","2012/01/26",1505.50
"Currency","2012/01/25",1505.00
"Currency","2012/01/24",1505.50
"Currency","2012/01/23",1505.50
"Currency","2012/01/20",1505.00
"Currency","2012/01/19",1506.00
"Currency","2012/01/18",1506.00
"Currency","2012/01/17",1505.50
"Currency","2012/01/16",1505.50
"Currency","2012/01/13",1505.50
"Currency","2012/01/12",1505.00
"Currency","2012/01/11",1505.50
"Currency","2012/01/10",1505.50
"Currency","2012/01/09",1505.50
"Currency","2012/01/06",1506.00
"Currency","2012/01/05",1505.00
"Currency","2012/01/04",1505.50
"Currency","2012/01/03",1505.50
"Currency","2012/01/02",1505.50
"Currency","2011/12/30",1505.50
"Currency","2011/12/29",1505.00
"Currency","2011/12/28",1506.00
"Currency","2011/12/27",1505.50
"Currency","2011/12/26",1505.50
"Currency","2011/12/23",1505.50
"Currency","2011/12/22",1505.00
"Currency","2011/12/21",1505.50
"Currency","2011/12/20",1505.00
"Currency","2011/12/19",1506.00
"Currency","2011/12/16",1505.50
"Currency","2011/12/15",1505.00
"Currency","2011/12/14",1505.00
"Currency","2011/12/13",1505.50
"Currency","2011/12/12",1505.50
"Currency","2011/12/09",1505.00
"Currency","2011/12/08",1505.50
"Currency","2011/12/07",1505.50
"Currency","2011/12/06",1505.50
"Currency","2011/12/05",1505.50
"Currency","2011/12/02",1505.50
"Currency","2011/12/01",1506.00
"Currency","2011/11/30",1506.00
"Currency","2011/11/29",1506.00
"Currency","2011/11/28",1505.00
"Currency","2011/11/25",1505.00
"Currency","2011/11/24",1505.50
"Currency","2011/11/23",1506.00
"Currency","2011/11/22",1505.50
"Currency","2011/11/21",1505.00
"Currency","2011/11/18",1505.00
"Currency","2011/11/17",1505.50
"Currency","2011/11/16",1505.00
"Currency","2011/11/15",1505.50
"Currency","2011/11/14",1504.50
"Currency","2011/11/11",1504.50
"Currency","2011/11/10",1504.50
"Currency","2011/11/09",1504.50
"Currency","2011/11/08",1504.50
"Currency","2011/11/07",1504.50
"Currency","2011/11/04",1504.50
"Currency","2011/11/03",1504.00
"Currency","2011/11/02",1505.50
"Currency","2011/11/01",1505.50
"Currency","2011/10/31",1505.50
"Currency","2011/10/28",1505.00
"Currency","2011/10/27",1504.50
"Currency","2011/10/26",1504.50
"Currency","2011/10/25",1505.50
"Currency","2011/10/24",1505.50
"Currency","2011/10/21",1504.50
"Currency","2011/10/20",1504.50
"Currency","2011/10/19",1504.00
"Currency","2011/10/18",1504.50
"Currency","2011/10/17",1504.50
"Currency","2011/10/14",1505.50
"Currency","2011/10/13",1504.50
"Currency","2011/10/12",1504.50
"Currency","2011/10/11",1502.50
"Currency","2011/10/10",1505.50
"Currency","2011/10/07",1502.50
"Currency","2011/10/06",1503.00
"Currency","2011/10/05",1502.50
"Currency","2011/10/04",1503.00
"Currency","2011/10/03",1505.50
"Currency","2011/09/30",1506.50
"Currency","2011/09/29",1506.00
"Currency","2011/09/28",1506.00
"Currency","2011/09/27",1506.50
"Currency","2011/09/26",1507.50
"Currency","2011/09/23",1507.50
"Currency","2011/09/22",1505.50
"Currency","2011/09/21",1505.50
"Currency","2011/09/20",1505.00
"Currency","2011/09/19",1505.50
"Currency","2011/09/16",1506.00
"Currency","2011/09/15",1505.50
"Currency","2011/09/14",1506.00
"Currency","2011/09/13",1505.00
"Currency","2011/09/12",1504.00
"Currency","2011/09/09",1504.50
"Currency","2011/09/08",1505.00
"Currency","2011/09/07",1505.00
"Currency","2011/09/06",1505.00
"Currency","2011/09/05",1505.50
"Currency","2011/09/02",1504.50
"Currency","2011/09/01",1504.00
"Currency","2011/08/31",1505.50
"Currency","2011/08/30",1504.50
"Currency","2011/08/29",1504.50
"Currency","2011/08/26",1504.00
"Currency","2011/08/25",1504.00
"Currency","2011/08/24",1504.50
"Currency","2011/08/23",1505.50
"Currency","2011/08/22",1504.50
"Currency","2011/08/19",1504.00
"Currency","2011/08/18",1504.00
"Currency","2011/08/17",1513.00
"Currency","2011/08/16",1513.00
"Currency","2011/08/15",1513.00
"Currency","2011/08/12",1513.00
"Currency","2011/08/11",1513.00
"Currency","2011/08/10",1513.00
"Currency","2011/08/09",1513.00
"Currency","2011/08/08",1513.00
"Currency","2011/08/05",1513.00
"Currency","2011/08/04",1513.00
"Currency","2011/08/03",1513.00
"Currency","2011/08/02",1513.00
"Currency","2011/08/01",1513.00
"Currency","2011/07/29",1513.00
"Currency","2011/07/28",1513.00
"Currency","2011/07/27",1513.00
"Currency","2011/07/26",1513.00
"Currency","2011/07/25",1512.50
"Currency","2011/07/22",1512.50
"Currency","2011/07/21",1513.00
"Currency","2011/07/20",1513.00
"Currency","2011/07/19",1513.00
"Currency","2011/07/18",1513.00
"Currency","2011/07/15",1513.00
"Currency","2011/07/14",1513.00
"Currency","2011/07/13",1512.50
"Currency","2011/07/12",1512.50
"Currency","2011/07/11",1512.50
"Currency","2011/07/08",1513.00
"Currency","2011/07/07",1513.00
"Currency","2011/07/06",1513.00
"Currency","2011/07/05",1512.50
"Currency","2011/07/04",1513.00
"Currency","2011/07/01",1513.00
"Currency","2011/06/30",1512.50
"Currency","2011/06/29",1512.50
"Currency","2011/06/28",1512.50
"Currency","2011/06/27",1513.00
"Currency","2011/06/24",1512.50
"Currency","2011/06/23",1512.50
"Currency","2011/06/22",1512.50
"Currency","2011/06/21",1512.50
"Currency","2011/06/20",1513.00
"Currency","2011/06/17",1512.50
"Currency","2011/06/16",1512.50
"Currency","2011/06/15",1513.00
"Currency","2011/06/14",1507.50
"Currency","2011/06/13",1513.00
"Currency","2011/06/10",1513.00
"Currency","2011/06/09",1513.00
"Currency","2011/06/08",1513.00
"Currency","2011/06/07",1511.00
"Currency","2011/06/06",1511.00
"Currency","2011/06/03",1510.50
"Currency","2011/06/02",1511.00
"Currency","2011/06/01",1511.00
"Currency","2011/05/31",1511.50
"Currency","2011/05/30",1507.50
"Currency","2011/05/27",1511.00
"Currency","2011/05/26",1511.50
"Currency","2011/05/25",1511.00
"Currency","2011/05/24",1510.50
"Currency","2011/05/23",1511.50
"Currency","2011/05/20",1510.50
"Currency","2011/05/19",1509.50
"Currency","2011/05/18",1510.00
"Currency","2011/05/17",1510.00
"Currency","2011/05/16",1510.00
"Currency","2011/05/13",1511.00
"Currency","2011/05/12",1510.00
"Currency","2011/05/11",1510.00
"Currency","2011/05/10",1510.50
"Currency","2011/05/09",1510.50
"Currency","2011/05/06",1511.50
"Currency","2011/05/05",1509.50
"Currency","2011/05/04",1502.50
"Currency","2011/05/03",1502.50
"Currency","2011/05/02",1502.50
"Currency","2011/04/29",1502.50
"Currency","2011/04/28",1502.50
"Currency","2011/04/27",1502.50
"Currency","2011/04/26",1502.50
"Currency","2011/04/25",1503.50
"Currency","2011/04/22",1502.50
"Currency","2011/04/21",1502.50
"Currency","2011/04/20",1502.50
"Currency","2011/04/19",1503.50
"Currency","2011/04/18",1502.50
"Currency","2011/04/15",1502.50
"Currency","2011/04/14",1502.50
"Currency","2011/04/13",1502.50
"Currency","2011/04/12",1502.50
"Currency","2011/04/11",1500.50
"Currency","2011/04/08",1501.50
"Currency","2011/04/07",1501.50
"Currency","2011/04/06",1501.50
"Currency","2011/04/05",1501.50
"Currency","2011/04/04",1501.50
"Currency","2011/04/01",1502.50
"Currency","2011/03/31",1500.50
"Currency","2011/03/30",1501.50
"Currency","2011/03/29",1502.50
"Currency","2011/03/28",1501.50
"Currency","2011/03/25",1501.50
"Currency","2011/03/24",1501.50
"Currency","2011/03/23",1501.50
"Currency","2011/03/22",1501.50
"Currency","2011/03/21",1500.50
"Currency","2011/03/18",1500.50
"Currency","2011/03/17",1500.50
"Currency","2011/03/16",1501.50
"Currency","2011/03/15",1500.50
"Currency","2011/03/14",1501.50
"Currency","2011/03/11",1500.50
"Currency","2011/03/10",1500.50
"Currency","2011/03/09",1501.50
"Currency","2011/03/08",1500.50
"Currency","2011/03/07",1501.00
"Currency","2011/03/04",1501.50
"Currency","2011/03/03",1501.50
"Currency","2011/03/02",1501.50
"Currency","2011/03/01",1500.50
"Currency","2011/02/28",1501.50
"Currency","2011/02/25",1501.50
"Currency","2011/02/24",1501.50
"Currency","2011/02/23",1500.50
"Currency","2011/02/22",1501.50
"Currency","2011/02/21",1501.50
"Currency","2011/02/18",1500.50
"Currency","2011/02/17",1501.50
"Currency","2011/02/16",1500.50
"Currency","2011/02/15",1500.50
"Currency","2011/02/14",1501.50
"Currency","2011/02/11",1501.50
"Currency","2011/02/10",1500.50
"Currency","2011/02/09",1501.50
"Currency","2011/02/08",1501.50
"Currency","2011/02/07",1500.50
"Currency","2011/02/04",1501.50
"Currency","2011/02/03",1500.50
"Currency","2011/02/02",1501.50
"Currency","2011/02/01",1501.50
"Currency","2011/01/31",1500.50
"Currency","2011/01/28",1507.50
"Currency","2011/01/27",1507.50
"Currency","2011/01/26",1501.50
"Currency","2011/01/25",1501.50
"Currency","2011/01/24",1501.50
"Currency","2011/01/21",1500.50
"Currency","2011/01/20",1500.50
"Currency","2011/01/19",1500.50
"Currency","2011/01/18",1501.50
"Currency","2011/01/17",1501.50
"Currency","2011/01/14",1500.50
"Currency","2011/01/13",1501.50
"Currency","2011/01/12",1501.00
"Currency","2011/01/11",1500.50
"Currency","2011/01/10",1501.00
"Currency","2011/01/07",1501.00
"Currency","2011/01/06",1501.00
"Currency","2011/01/05",1501.00
"Currency","2011/01/04",1501.50
"Currency","2011/01/03",1501.50
"Currency","2010/12/31",1500.50
"Currency","2010/12/30",1501.00
"Currency","2010/12/29",1500.50
"Currency","2010/12/28",1501.50
"Currency","2010/12/27",1501.00
"Currency","2010/12/24",1501.00
"Currency","2010/12/23",1500.50
"Currency","2010/12/22",1501.50
"Currency","2010/12/21",1500.50
"Currency","2010/12/20",1501.00
"Currency","2010/12/17",1501.00
"Currency","2010/12/16",1501.00
"Currency","2010/12/15",1500.50
"Currency","2010/12/14",1500.50
"Currency","2010/12/13",1500.50
"Currency","2010/12/10",1501.00
"Currency","2010/12/09",1501.00
"Currency","2010/12/08",1501.00
"Currency","2010/12/07",1500.50
"Currency","2010/12/06",1500.50
"Currency","2010/12/03",1501.00
"Currency","2010/12/02",1500.50
"Currency","2010/12/01",1501.00
"Currency","2010/11/30",1501.00
"Currency","2010/11/29",1500.50
"Currency","2010/11/26",1500.50
"Currency","2010/11/25",1507.50
"Currency","2010/11/24",1500.50
"Currency","2010/11/23",1500.50
"Currency","2010/11/22",1500.50
"Currency","2010/11/19",1501.00
"Currency","2010/11/18",1501.00
"Currency","2010/11/17",1501.50
"Currency","2010/11/16",1500.50
"Currency","2010/11/15",1500.50
"Currency","2010/11/12",1501.00
"Currency","2010/11/11",1501.00
"Currency","2010/11/10",1501.00
"Currency","2010/11/09",1501.00
"Currency","2010/11/08",1501.00
"Currency","2010/11/05",1501.00
"Currency","2010/11/04",1501.50
"Currency","2010/11/03",1500.50
"Currency","2010/11/02",1501.00
"Currency","2010/11/01",1501.00
"Currency","2010/10/29",1500.50
"Currency","2010/10/28",1501.00
"Currency","2010/10/27",1500.50
"Currency","2010/10/26",1501.50
"Currency","2010/10/25",1501.50
"Currency","2010/10/22",1500.50
"Currency","2010/10/21",1501.00
"Currency","2010/10/20",1501.00
"Currency","2010/10/19",1501.50
"Currency","2010/10/18",1500.50
"Currency","2010/10/15",1500.50
"Currency","2010/10/14",1501.00
"Currency","2010/10/13",1501.50
"Currency","2010/10/12",1500.50
"Currency","2010/10/11",1501.00
"Currency","2010/10/08",1501.00
"Currency","2010/10/07",1501.00
"Currency","2010/10/06",1501.00
"Currency","2010/10/05",1501.50
"Currency","2010/10/04",1500.50
"Currency","2010/10/01",1500.50
"Currency","2010/09/30",1507.50
"Currency","2010/09/29",1500.50
"Currency","2010/09/28",1501.50
"Currency","2010/09/27",1500.50
"Currency","2010/09/24",1501.00
"Currency","2010/09/23",1500.50
"Currency","2010/09/22",1500.50
"Currency","2010/09/21",1501.00
"Currency","2010/09/20",1501.50
"Currency","2010/09/17",1500.50
"Currency","2010/09/16",1501.50
"Currency","2010/09/15",1500.50
"Currency","2010/09/14",1501.00
"Currency","2010/09/13",1501.00
"Currency","2010/09/10",1501.00
"Currency","2010/09/09",1507.50
"Currency","2010/09/08",1501.00
"Currency","2010/09/07",1501.50
"Currency","2010/09/06",1507.50
"Currency","2010/09/03",1500.50
"Currency","2010/09/02",1501.00
"Currency","2010/09/01",1500.50
"Currency","2010/08/31",1507.50
"Currency","2010/08/30",1507.50
"Currency","2010/08/27",1507.50
"Currency","2010/08/26",1507.50
"Currency","2010/08/25",1507.50
"Currency","2010/08/24",1507.50
"Currency","2010/08/23",1507.50
"Currency","2010/08/20",1507.50
"Currency","2010/08/19",1507.50
"Currency","2010/08/18",1507.50
"Currency","2010/08/17",1507.50
"Currency","2010/08/16",1507.50
"Currency","2010/08/13",1501.00
"Currency","2010/08/12",1501.00
"Currency","2010/08/11",1500.50
"Currency","2010/08/10",1501.00
"Currency","2010/08/09",1501.50
"Currency","2010/08/06",1501.00
"Currency","2010/08/05",1500.50
"Currency","2010/08/04",1500.50
"Currency","2010/08/03",1500.50
"Currency","2010/08/02",1500.50
"Currency","2010/07/30",1501.00
"Currency","2010/07/29",1500.50
"Currency","2010/07/28",1501.00
"Currency","2010/07/27",1507.50
"Currency","2010/07/26",1501.00
"Currency","2010/07/23",1500.50
"Currency","2010/07/22",1501.00
"Currency","2010/07/21",1501.50
"Currency","2010/07/20",1501.50
"Currency","2010/07/19",1501.50
"Currency","2010/07/16",1500.50
"Currency","2010/07/15",1501.00
"Currency","2010/07/14",1500.50
"Currency","2010/07/13",1501.00
"Currency","2010/07/12",1501.00
"Currency","2010/07/09",1500.50
"Currency","2010/07/08",1501.00
"Currency","2010/07/07",1501.00
"Currency","2010/07/06",1501.00
"Currency","2010/07/05",1507.50
"Currency","2010/07/02",1500.50
"Currency","2010/07/01",1501.50
"Currency","2010/06/30",1501.50
"Currency","2010/06/29",1501.00
"Currency","2010/06/28",1500.50
"Currency","2010/06/25",1500.50
"Currency","2010/06/24",1501.00
"Currency","2010/06/23",1500.50
"Currency","2010/06/22",1500.50
"Currency","2010/06/21",1500.50
"Currency","2010/06/18",1500.50
"Currency","2010/06/17",1500.50
"Currency","2010/06/16",1500.50
"Currency","2010/06/15",1500.50
"Currency","2010/06/14",1500.00
"Currency","2010/06/11",1501.50
"Currency","2010/06/10",1500.50
"Currency","2010/06/09",1500.50
"Currency","2010/06/08",1500.50
"Currency","2010/06/07",1500.50
"Currency","2010/06/04",1501.00
"Currency","2010/06/03",1501.00
"Currency","2010/06/02",1501.00
"Currency","2010/06/01",1500.50
"Currency","2010/05/31",1507.50
"Currency","2010/05/28",1500.50
"Currency","2010/05/27",1501.00
"Currency","2010/05/26",1501.00
"Currency","2010/05/25",1500.50
"Currency","2010/05/24",1500.50
"Currency","2010/05/21",1500.50
"Currency","2010/05/20",1501.00
"Currency","2010/05/19",1501.50
"Currency","2010/05/18",1501.50
"Currency","2010/05/17",1500.50
"Currency","2010/05/14",1501.50
"Currency","2010/05/13",1501.50
"Currency","2010/05/12",1501.00
"Currency","2010/05/11",1500.50
"Currency","2010/05/10",1500.50
"Currency","2010/05/07",1501.00
"Currency","2010/05/06",1500.50
"Currency","2010/05/05",1500.50
"Currency","2010/05/04",1500.50
"Currency","2010/05/03",1501.50
"Currency","2010/04/30",1500.50
"Currency","2010/04/29",1501.00
"Currency","2010/04/28",1501.50
"Currency","2010/04/27",1500.50
"Currency","2010/04/26",1501.00
"Currency","2010/04/23",1501.00
"Currency","2010/04/22",1501.00
"Currency","2010/04/21",1500.50
"Currency","2010/04/20",1501.00
"Currency","2010/04/19",1501.00
"Currency","2010/04/16",1500.50
"Currency","2010/04/15",1501.00
"Currency","2010/04/14",1501.50
"Currency","2010/04/13",1500.50
"Currency","2010/04/12",1500.50
"Currency","2010/04/09",1501.00
"Currency","2010/04/08",1501.50
"Currency","2010/04/07",1500.50
"Currency","2010/04/06",1500.50
"Currency","2010/04/05",1501.50
"Currency","2010/04/02",1500.50
"Currency","2010/04/01",1500.50
"Currency","2010/03/31",1500.50
"Currency","2010/03/30",1501.50
"Currency","2010/03/29",1501.50
"Currency","2010/03/26",1500.50
"Currency","2010/03/25",1500.50
"Currency","2010/03/24",1501.00
"Currency","2010/03/23",1501.50
"Currency","2010/03/22",1501.50
"Currency","2010/03/19",1500.50
"Currency","2010/03/18",1500.50
"Currency","2010/03/17",1500.50
"Currency","2010/03/16",1500.50
"Currency","2010/03/15",1507.50
"Currency","2010/03/12",1501.00
"Currency","2010/03/11",1500.50
"Currency","2010/03/10",1507.50
"Currency","2010/03/09",1507.50
"Currency","2010/03/08",1502.50
"Currency","2010/03/05",1500.50
"Currency","2010/03/04",1501.50
"Currency","2010/03/03",1501.50
"Currency","2010/03/02",1501.00
"Currency","2010/03/01",1501.50
"Currency","2010/02/26",1502.50
"Currency","2010/02/25",1501.50
"Currency","2010/02/24",1501.00
"Currency","2010/02/23",1501.00
"Currency","2010/02/22",1501.50
"Currency","2010/02/19",1502.50
"Currency","2010/02/18",1501.50
"Currency","2010/02/17",1501.50
"Currency","2010/02/16",1501.50
"Currency","2010/02/15",1501.00
"Currency","2010/02/12",1501.50
"Currency","2010/02/11",1500.50
"Currency","2010/02/10",1501.50
"Currency","2010/02/09",1500.50
"Currency","2010/02/08",1501.50
"Currency","2010/02/05",1500.50
"Currency","2010/02/04",1500.50
"Currency","2010/02/03",1500.50
"Currency","2010/02/02",1501.50
"Currency","2010/02/01",1500.50
"Currency","2010/01/29",1500.50
"Currency","2010/01/28",1501.50
"Currency","2010/01/27",1503.00
"Currency","2010/01/26",1501.50
"Currency","2010/01/25",1502.50
"Currency","2010/01/22",1501.50
"Currency","2010/01/21",1502.50
"Currency","2010/01/20",1501.50
"Currency","2010/01/19",1502.50
"Currency","2010/01/18",1507.50
"Currency","2010/01/15",1502.50
"Currency","2010/01/14",1502.50
"Currency","2010/01/13",1502.50
"Currency","2010/01/12",1501.50
"Currency","2010/01/11",1502.50
"Currency","2010/01/08",1502.50
"Currency","2010/01/07",1501.50
"Currency","2010/01/06",1502.50
"Currency","2010/01/05",1503.00
"Currency","2010/01/04",1501.50
"Currency","2010/01/01",1502.50
"Currency","2009/12/31",1502.50
"Currency","2009/12/30",1502.50
"Currency","2009/12/29",1502.50
"Currency","2009/12/28",1502.50
"Currency","2009/12/25",1507.50
"Currency","2009/12/24",1507.50
"Currency","2009/12/23",1502.50
"Currency","2009/12/22",1502.00
"Currency","2009/12/21",1502.00
"Currency","2009/12/18",1503.00
"Currency","2009/12/17",1502.50
"Currency","2009/12/16",1501.50
"Currency","2009/12/15",1501.50
"Currency","2009/12/14",1502.50
"Currency","2009/12/11",1501.50
"Currency","2009/12/10",1502.50
"Currency","2009/12/09",1502.50
"Currency","2009/12/08",1507.50
"Currency","2009/12/07",1502.50
"Currency","2009/12/04",1502.50
"Currency","2009/12/03",1503.00
"Currency","2009/12/02",1502.50
"Currency","2009/12/01",1502.50
"Currency","2009/11/30",1502.50
"Currency","2009/11/27",1502.50
"Currency","2009/11/26",1507.50
"Currency","2009/11/25",1502.00
"Currency","2009/11/24",1502.50
"Currency","2009/11/23",1501.50
"Currency","2009/11/20",1501.50
"Currency","2009/11/19",1502.50
"Currency","2009/11/18",1502.50
"Currency","2009/11/17",1501.50
"Currency","2009/11/16",1501.50
"Currency","2009/11/13",1501.50
"Currency","2009/11/12",1501.50
"Currency","2009/11/11",1502.50
"Currency","2009/11/10",1501.50
"Currency","2009/11/09",1507.50
"Currency","2009/11/06",1501.50
"Currency","2009/11/05",1501.50
"Currency","2009/11/04",1501.50
"Currency","2009/11/03",1501.50
"Currency","2009/11/02",1501.50
"Currency","2009/10/30",1502.00
"Currency","2009/10/29",1501.50
"Currency","2009/10/28",1501.50
"Currency","2009/10/27",1501.50
