"Indicator","Time","Value (USD/LBP)"
"Currency","2018/06/08",1505.00
"Currency","2018/06/07",1505.00
"Currency","2018/06/06",1505.70
"Currency","2018/06/05",1505.00
"Currency","2018/06/04",1505.00
"Currency","2018/06/01",1505.00
"Currency","2018/05/31",1505.00
"Currency","2018/05/30",1505.50
"Currency","2018/05/29",1509.19
"Currency","2018/05/28",1505.70
"Currency","2018/05/25",1505.00
"Currency","2018/05/24",1505.00
"Currency","2018/05/23",1508.59
"Currency","2018/05/22",1505.50
"Currency","2018/05/21",1505.00
"Currency","2018/05/18",1505.00
"Currency","2018/05/17",1505.00
"Currency","2018/05/16",1505.00
"Currency","2018/05/15",1508.99
"Currency","2018/05/14",1505.70
"Currency","2018/05/11",1505.00
"Currency","2018/05/10",1505.00
"Currency","2018/05/09",1505.00
"Currency","2018/05/08",1505.00
"Currency","2018/05/07",1505.60
"Currency","2018/05/04",1505.00
"Currency","2018/05/03",1505.00
"Currency","2018/05/02",1505.00
"Currency","2018/05/01",1505.00
"Currency","2018/04/30",1505.00
"Currency","2018/04/27",1505.00
"Currency","2018/04/26",1505.00
"Currency","2018/04/25",1505.00
"Currency","2018/04/24",1505.00
"Currency","2018/04/23",1505.00
"Currency","2018/04/20",1505.00
"Currency","2018/04/19",1505.00
"Currency","2018/04/18",1505.00
"Currency","2018/04/17",1505.70
"Currency","2018/04/16",1505.00
"Currency","2018/04/13",1505.00
"Currency","2018/04/12",1505.00
"Currency","2018/04/11",1505.00
"Currency","2018/04/10",1505.00
"Currency","2018/04/09",1505.00
"Currency","2018/04/06",1505.00
"Currency","2018/04/05",1505.00
"Currency","2018/04/04",1510.00
"Currency","2018/04/03",1510.00
"Currency","2018/04/02",1510.00
"Currency","2018/03/30",1510.00
"Currency","2018/03/29",1510.00
"Currency","2018/03/28",1510.00
"Currency","2018/03/27",1510.00
"Currency","2018/03/26",1505.70
"Currency","2018/03/23",1510.00
"Currency","2018/03/22",1510.00
"Currency","2018/03/21",1510.00
"Currency","2018/03/20",1510.00
"Currency","2018/03/19",1510.00
"Currency","2018/03/16",1510.00
"Currency","2018/03/15",1510.00
"Currency","2018/03/14",1510.00
"Currency","2018/03/13",1505.50
"Currency","2018/03/12",1510.00
"Currency","2018/03/09",1510.00
"Currency","2018/03/08",1510.00
"Currency","2018/03/07",1510.00
"Currency","2018/03/06",1510.00
"Currency","2018/03/05",1510.00
"Currency","2018/03/02",1510.00
"Currency","2018/03/01",1505.50
"Currency","2018/02/28",1510.00
"Currency","2018/02/27",1510.00
"Currency","2018/02/26",1505.60
"Currency","2018/02/23",1510.49
"Currency","2018/02/22",1512.00
"Currency","2018/02/21",1510.00
"Currency","2018/02/20",1510.00
"Currency","2018/02/19",1505.40
"Currency","2018/02/16",1505.40
"Currency","2018/02/15",1510.00
"Currency","2018/02/14",1510.00
"Currency","2018/02/13",1510.00
"Currency","2018/02/12",1505.40
"Currency","2018/02/09",1505.40
"Currency","2018/02/08",1510.00
"Currency","2018/02/07",1510.00
"Currency","2018/02/06",1508.49
"Currency","2018/02/05",1508.49
"Currency","2018/02/02",1505.00
"Currency","2018/02/01",1505.60
"Currency","2018/01/31",1505.40
"Currency","2018/01/30",1509.49
"Currency","2018/01/29",1511.00
"Currency","2018/01/26",1505.40
"Currency","2018/01/25",1505.40
"Currency","2018/01/24",1511.00
"Currency","2018/01/23",1508.49
"Currency","2018/01/22",1511.00
"Currency","2018/01/19",1505.40
"Currency","2018/01/18",1511.00
"Currency","2018/01/17",1508.49
"Currency","2018/01/16",1505.40
"Currency","2018/01/15",1505.40
"Currency","2018/01/12",1505.50
"Currency","2018/01/11",1505.50
"Currency","2018/01/10",1505.50
"Currency","2018/01/09",1511.00
"Currency","2018/01/08",1511.00
"Currency","2018/01/05",1505.50
"Currency","2018/01/04",1511.00
"Currency","2018/01/03",1511.00
"Currency","2018/01/02",1511.00
"Currency","2017/12/29",1505.70
"Currency","2017/12/28",1511.00
"Currency","2017/12/27",1505.60
"Currency","2017/12/26",1511.00
"Currency","2017/12/22",1505.50
"Currency","2017/12/21",1511.49
"Currency","2017/12/20",1512.00
"Currency","2017/12/19",1511.00
"Currency","2017/12/18",1511.00
"Currency","2017/12/15",1505.50
"Currency","2017/12/14",1505.50
"Currency","2017/12/13",1511.00
"Currency","2017/12/12",1505.50
"Currency","2017/12/11",1505.70
"Currency","2017/12/08",1505.50
"Currency","2017/12/07",1505.50
"Currency","2017/12/06",1506.49
"Currency","2017/12/05",1505.40
"Currency","2017/12/04",1507.00
"Currency","2017/12/01",1505.40
"Currency","2017/11/30",1505.60
"Currency","2017/11/29",1506.49
"Currency","2017/11/28",1505.50
"Currency","2017/11/27",1511.00
"Currency","2017/11/24",1505.60
"Currency","2017/11/23",1511.00
"Currency","2017/11/22",1505.60
"Currency","2017/11/21",1511.00
"Currency","2017/11/20",1505.50
"Currency","2017/11/17",1505.50
"Currency","2017/11/16",1505.70
"Currency","2017/11/15",1511.00
"Currency","2017/11/14",1507.98
"Currency","2017/11/13",1505.40
"Currency","2017/11/10",1505.40
"Currency","2017/11/09",1506.49
"Currency","2017/11/08",1505.40
"Currency","2017/11/07",1505.49
"Currency","2017/11/06",1505.60
"Currency","2017/11/03",1505.60
"Currency","2017/11/02",1511.00
"Currency","2017/11/01",1505.60
"Currency","2017/10/31",1504.00
"Currency","2017/10/30",1511.00
"Currency","2017/10/27",1505.50
"Currency","2017/10/26",1505.50
"Currency","2017/10/25",1504.00
"Currency","2017/10/24",1505.50
"Currency","2017/10/23",1504.00
"Currency","2017/10/21",1505.40
"Currency","2017/10/20",1505.40
"Currency","2017/10/19",1504.00
"Currency","2017/10/18",1505.60
"Currency","2017/10/17",1505.50
"Currency","2017/10/16",1504.00
"Currency","2017/10/13",1505.40
"Currency","2017/10/12",1505.70
"Currency","2017/10/11",1506.49
"Currency","2017/10/10",1504.00
"Currency","2017/10/09",1505.40
"Currency","2017/10/06",1505.60
"Currency","2017/10/05",1504.00
"Currency","2017/10/04",1505.50
"Currency","2017/10/03",1505.50
"Currency","2017/10/02",1505.70
"Currency","2017/09/30",1505.50
"Currency","2017/09/29",1505.50
"Currency","2017/09/28",1504.00
"Currency","2017/09/27",1505.50
"Currency","2017/09/26",1504.00
"Currency","2017/09/25",1505.40
"Currency","2017/09/22",1506.50
"Currency","2017/09/21",1504.00
"Currency","2017/09/20",1505.70
"Currency","2017/09/19",1505.50
"Currency","2017/09/18",1505.70
"Currency","2017/09/16",1505.40
"Currency","2017/09/15",1505.40
"Currency","2017/09/14",1505.70
"Currency","2017/09/13",1505.60
"Currency","2017/09/12",1505.70
"Currency","2017/09/11",1505.70
"Currency","2017/09/08",1505.70
"Currency","2017/09/07",1504.00
"Currency","2017/09/06",1505.70
"Currency","2017/09/05",1505.50
"Currency","2017/09/04",1504.00
"Currency","2017/09/01",1505.60
"Currency","2017/08/31",1503.49
"Currency","2017/08/30",1505.50
"Currency","2017/08/29",1505.50
"Currency","2017/08/28",1504.00
"Currency","2017/08/25",1502.50
"Currency","2017/08/24",1505.50
"Currency","2017/08/23",1505.40
"Currency","2017/08/22",1504.00
"Currency","2017/08/21",1504.00
"Currency","2017/08/19",1505.40
"Currency","2017/08/18",1505.40
"Currency","2017/08/17",1505.60
"Currency","2017/08/16",1504.00
"Currency","2017/08/15",1505.50
"Currency","2017/08/14",1505.70
"Currency","2017/08/11",1505.70
"Currency","2017/08/10",1505.60
"Currency","2017/08/09",1505.70
"Currency","2017/08/08",1506.00
"Currency","2017/08/07",1505.70
"Currency","2017/08/04",1505.70
"Currency","2017/08/03",1505.70
"Currency","2017/08/02",1505.60
"Currency","2017/08/01",1505.60
"Currency","2017/07/31",1506.00
"Currency","2017/07/28",1505.70
"Currency","2017/07/27",1507.85
"Currency","2017/07/26",1504.00
"Currency","2017/07/25",1504.49
"Currency","2017/07/24",1504.49
"Currency","2017/07/21",1505.40
"Currency","2017/07/20",1504.49
"Currency","2017/07/19",1505.70
"Currency","2017/07/18",1505.50
"Currency","2017/07/17",1505.60
"Currency","2017/07/14",1505.60
"Currency","2017/07/13",1505.50
"Currency","2017/07/12",1505.70
"Currency","2017/07/11",1504.49
"Currency","2017/07/10",1506.70
"Currency","2017/07/08",1506.60
"Currency","2017/07/07",1506.60
"Currency","2017/07/06",1506.60
"Currency","2017/07/05",1503.49
"Currency","2017/07/04",1505.70
"Currency","2017/07/03",1504.00
"Currency","2017/06/30",1505.50
"Currency","2017/06/29",1505.60
"Currency","2017/06/28",1505.70
"Currency","2017/06/27",1504.19
"Currency","2017/06/26",1505.60
"Currency","2017/06/24",1505.60
"Currency","2017/06/23",1505.60
"Currency","2017/06/22",1505.60
"Currency","2017/06/21",1505.60
"Currency","2017/06/20",1505.60
"Currency","2017/06/19",1504.00
"Currency","2017/06/17",1505.70
"Currency","2017/06/16",1505.70
"Currency","2017/06/15",1505.70
"Currency","2017/06/14",1504.00
"Currency","2017/06/13",1505.70
"Currency","2017/06/12",1505.70
"Currency","2017/06/10",1505.70
"Currency","2017/06/09",1505.70
"Currency","2017/06/08",1506.50
"Currency","2017/06/07",1505.70
"Currency","2017/06/06",1505.70
"Currency","2017/06/05",1505.70
"Currency","2017/06/02",1504.00
"Currency","2017/06/01",1505.70
"Currency","2017/05/31",1505.70
"Currency","2017/05/30",1505.70
"Currency","2017/05/29",1505.60
"Currency","2017/05/26",1505.70
"Currency","2017/05/25",1505.50
"Currency","2017/05/24",1505.50
"Currency","2017/05/23",1506.50
"Currency","2017/05/22",1504.00
"Currency","2017/05/20",1505.60
"Currency","2017/05/19",1505.60
"Currency","2017/05/18",1505.60
"Currency","2017/05/17",1510.00
"Currency","2017/05/16",1511.17
"Currency","2017/05/15",1508.20
"Currency","2017/05/12",1505.60
"Currency","2017/05/11",1506.50
"Currency","2017/05/10",1506.50
"Currency","2017/05/09",1504.00
"Currency","2017/05/08",1507.49
"Currency","2017/05/05",1506.70
"Currency","2017/05/04",1506.70
"Currency","2017/05/03",1506.70
"Currency","2017/05/02",1506.70
"Currency","2017/05/01",1506.70
"Currency","2017/04/28",1506.70
"Currency","2017/04/27",1511.00
"Currency","2017/04/26",1510.00
"Currency","2017/04/25",1509.20
"Currency","2017/04/24",1509.20
"Currency","2017/04/21",1509.20
"Currency","2017/04/20",1506.20
"Currency","2017/04/19",1505.50
"Currency","2017/04/18",1510.00
"Currency","2017/04/17",1506.70
"Currency","2017/04/14",1510.00
"Currency","2017/04/13",1507.50
"Currency","2017/04/12",1506.50
"Currency","2017/04/11",1506.40
"Currency","2017/04/10",1506.50
"Currency","2017/04/08",1505.70
"Currency","2017/04/07",1505.70
"Currency","2017/04/06",1509.50
"Currency","2017/04/05",1506.40
"Currency","2017/04/04",1508.49
"Currency","2017/04/03",1505.70
"Currency","2017/04/01",1505.70
"Currency","2017/03/31",1505.70
"Currency","2017/03/30",1504.00
"Currency","2017/03/29",1506.90
"Currency","2017/03/28",1506.70
"Currency","2017/03/27",1506.50
"Currency","2017/03/24",1505.70
"Currency","2017/03/23",1505.40
"Currency","2017/03/22",1504.00
"Currency","2017/03/21",1505.50
"Currency","2017/03/20",1505.10
"Currency","2017/03/17",1505.30
"Currency","2017/03/16",1505.50
"Currency","2017/03/15",1505.40
"Currency","2017/03/14",1511.00
"Currency","2017/03/13",1505.50
"Currency","2017/03/10",1505.60
"Currency","2017/03/09",1502.40
"Currency","2017/03/08",1505.70
"Currency","2017/03/07",1505.40
"Currency","2017/03/06",1506.40
"Currency","2017/03/03",1505.50
"Currency","2017/03/02",1505.60
"Currency","2017/03/01",1512.00
"Currency","2017/02/28",1507.20
"Currency","2017/02/27",1504.00
"Currency","2017/02/24",1507.10
"Currency","2017/02/23",1507.50
"Currency","2017/02/22",1506.50
"Currency","2017/02/21",1507.40
"Currency","2017/02/20",1504.00
"Currency","2017/02/17",1512.00
"Currency","2017/02/16",1506.70
"Currency","2017/02/15",1504.00
"Currency","2017/02/14",1506.40
"Currency","2017/02/13",1512.40
"Currency","2017/02/10",1505.60
"Currency","2017/02/09",1506.90
"Currency","2017/02/08",1504.00
"Currency","2017/02/07",1506.70
"Currency","2017/02/06",1512.00
"Currency","2017/02/03",1505.40
"Currency","2017/02/02",1505.50
"Currency","2017/02/01",1505.40
"Currency","2017/01/31",1512.00
"Currency","2017/01/30",1512.00
"Currency","2017/01/27",1505.70
"Currency","2017/01/26",1504.00
"Currency","2017/01/25",1505.50
"Currency","2017/01/24",1512.00
"Currency","2017/01/23",1505.40
"Currency","2017/01/20",1511.00
"Currency","2017/01/19",1511.00
"Currency","2017/01/18",1505.20
"Currency","2017/01/17",1512.20
"Currency","2017/01/16",1505.50
"Currency","2017/01/13",1511.00
"Currency","2017/01/12",1505.50
"Currency","2017/01/11",1505.60
"Currency","2017/01/10",1505.60
"Currency","2017/01/09",1512.50
"Currency","2017/01/06",1512.00
"Currency","2017/01/05",1504.00
"Currency","2017/01/04",1505.50
"Currency","2017/01/03",1505.40
"Currency","2017/01/02",1505.50
"Currency","2016/12/30",1512.00
"Currency","2016/12/29",1505.40
"Currency","2016/12/28",1505.50
"Currency","2016/12/27",1512.00
"Currency","2016/12/26",1504.00
"Currency","2016/12/23",1505.70
"Currency","2016/12/22",1505.50
"Currency","2016/12/21",1512.00
"Currency","2016/12/20",1505.40
"Currency","2016/12/19",1507.00
"Currency","2016/12/16",1505.70
"Currency","2016/12/15",1505.50
"Currency","2016/12/14",1505.20
"Currency","2016/12/13",1505.70
"Currency","2016/12/12",1505.50
"Currency","2016/12/10",1507.40
"Currency","2016/12/09",1509.90
"Currency","2016/12/08",1514.32
"Currency","2016/12/07",1512.00
"Currency","2016/12/06",1512.00
"Currency","2016/12/05",1505.80
"Currency","2016/12/02",1505.70
"Currency","2016/12/01",1506.40
"Currency","2016/11/30",1506.20
"Currency","2016/11/29",1507.00
"Currency","2016/11/28",1507.00
"Currency","2016/11/25",1506.40
"Currency","2016/11/24",1505.70
"Currency","2016/11/23",1505.70
"Currency","2016/11/22",1507.00
"Currency","2016/11/21",1506.00
"Currency","2016/11/19",1505.60
"Currency","2016/11/18",1505.60
"Currency","2016/11/17",1505.70
"Currency","2016/11/16",1506.00
"Currency","2016/11/15",1507.00
"Currency","2016/11/14",1504.50
"Currency","2016/11/12",1507.30
"Currency","2016/11/11",1507.30
"Currency","2016/11/10",1507.20
"Currency","2016/11/09",1507.30
"Currency","2016/11/08",1507.00
"Currency","2016/11/07",1507.30
"Currency","2016/11/04",1507.40
"Currency","2016/11/03",1507.00
"Currency","2016/11/02",1507.50
"Currency","2016/11/01",1507.50
"Currency","2016/10/31",1506.50
"Currency","2016/10/28",1506.50
"Currency","2016/10/27",1504.50
"Currency","2016/10/26",1504.50
"Currency","2016/10/25",1504.30
"Currency","2016/10/24",1507.40
"Currency","2016/10/21",1507.40
"Currency","2016/10/20",1514.38
"Currency","2016/10/19",1514.38
"Currency","2016/10/18",1514.00
"Currency","2016/10/17",1513.50
"Currency","2016/10/14",1513.50
"Currency","2016/10/13",1504.00
"Currency","2016/10/12",1514.00
"Currency","2016/10/11",1514.38
"Currency","2016/10/10",1514.00
"Currency","2016/10/07",1504.40
"Currency","2016/10/06",1513.50
"Currency","2016/10/05",1514.38
"Currency","2016/10/04",1514.38
"Currency","2016/10/03",1514.25
"Currency","2016/10/01",1504.40
"Currency","2016/09/30",1514.13
"Currency","2016/09/29",1514.00
"Currency","2016/09/28",1514.38
"Currency","2016/09/27",1514.38
"Currency","2016/09/26",1513.75
"Currency","2016/09/24",1504.30
"Currency","2016/09/23",1514.00
"Currency","2016/09/22",1514.38
"Currency","2016/09/21",1514.38
"Currency","2016/09/20",1513.50
"Currency","2016/09/19",1514.25
"Currency","2016/09/17",1504.40
"Currency","2016/09/16",1513.50
"Currency","2016/09/15",1514.00
"Currency","2016/09/14",1514.00
"Currency","2016/09/13",1514.00
"Currency","2016/09/12",1504.50
"Currency","2016/09/10",1504.50
"Currency","2016/09/09",1514.00
"Currency","2016/09/08",1513.75
"Currency","2016/09/07",1513.50
"Currency","2016/09/06",1514.38
"Currency","2016/09/05",1505.70
"Currency","2016/09/03",1504.50
"Currency","2016/09/02",1504.50
"Currency","2016/09/01",1504.50
"Currency","2016/08/31",1504.50
"Currency","2016/08/30",1504.40
"Currency","2016/08/29",1504.50
"Currency","2016/08/26",1504.40
"Currency","2016/08/25",1504.50
"Currency","2016/08/24",1513.50
"Currency","2016/08/23",1513.75
"Currency","2016/08/22",1514.00
"Currency","2016/08/19",1514.00
"Currency","2016/08/18",1514.25
"Currency","2016/08/17",1513.75
"Currency","2016/08/16",1514.00
"Currency","2016/08/15",1513.50
"Currency","2016/08/12",1513.50
"Currency","2016/08/11",1513.50
"Currency","2016/08/10",1513.00
"Currency","2016/08/09",1513.00
"Currency","2016/08/08",1513.00
"Currency","2016/08/05",1513.00
"Currency","2016/08/04",1514.00
"Currency","2016/08/03",1514.00
"Currency","2016/08/02",1513.75
"Currency","2016/08/01",1513.50
"Currency","2016/07/29",1513.50
"Currency","2016/07/28",1514.00
"Currency","2016/07/27",1514.00
"Currency","2016/07/26",1514.00
"Currency","2016/07/25",1513.75
"Currency","2016/07/22",1514.00
"Currency","2016/07/21",1514.00
"Currency","2016/07/20",1513.75
"Currency","2016/07/19",1514.00
"Currency","2016/07/18",1514.00
"Currency","2016/07/15",1514.00
"Currency","2016/07/14",1514.00
"Currency","2016/07/13",1514.00
"Currency","2016/07/12",1514.00
"Currency","2016/07/11",1514.00
"Currency","2016/07/08",1514.00
"Currency","2016/07/07",1506.00
"Currency","2016/07/06",1514.00
"Currency","2016/07/05",1514.00
"Currency","2016/07/04",1514.00
"Currency","2016/07/01",1514.00
"Currency","2016/06/30",1513.50
"Currency","2016/06/29",1513.75
"Currency","2016/06/28",1514.00
"Currency","2016/06/27",1513.50
"Currency","2016/06/24",1514.00
"Currency","2016/06/23",1513.50
"Currency","2016/06/22",1514.00
"Currency","2016/06/21",1513.88
"Currency","2016/06/20",1513.50
"Currency","2016/06/17",1513.75
"Currency","2016/06/16",1514.00
"Currency","2016/06/15",1514.00
"Currency","2016/06/14",1514.00
"Currency","2016/06/13",1513.50
"Currency","2016/06/10",1514.13
"Currency","2016/06/09",1513.50
"Currency","2016/06/08",1511.00
"Currency","2016/06/07",1513.50
"Currency","2016/06/06",1511.00
"Currency","2016/06/04",1508.00
"Currency","2016/06/03",1508.00
"Currency","2016/06/02",1508.00
"Currency","2016/06/01",1507.90
"Currency","2016/05/31",1507.50
"Currency","2016/05/30",1509.00
"Currency","2016/05/27",1509.00
"Currency","2016/05/26",1508.90
"Currency","2016/05/25",1509.00
"Currency","2016/05/24",1509.00
"Currency","2016/05/23",1509.50
"Currency","2016/05/20",1508.00
"Currency","2016/05/19",1507.50
"Currency","2016/05/18",1507.60
"Currency","2016/05/17",1507.50
"Currency","2016/05/16",1507.50
"Currency","2016/05/13",1507.50
"Currency","2016/05/12",1507.50
"Currency","2016/05/11",1509.00
"Currency","2016/05/10",1506.50
"Currency","2016/05/09",1508.00
"Currency","2016/05/06",1508.00
"Currency","2016/05/05",1508.00
"Currency","2016/05/04",1508.90
"Currency","2016/05/03",1509.00
"Currency","2016/05/02",1508.10
"Currency","2016/04/30",1508.20
"Currency","2016/04/29",1508.20
"Currency","2016/04/28",1508.10
"Currency","2016/04/27",1509.50
"Currency","2016/04/26",1509.90
"Currency","2016/04/25",1510.00
"Currency","2016/04/23",1511.85
"Currency","2016/04/22",1508.00
"Currency","2016/04/21",1508.10
"Currency","2016/04/20",1508.20
"Currency","2016/04/19",1508.00
"Currency","2016/04/18",1508.00
"Currency","2016/04/16",1508.00
"Currency","2016/04/15",1508.00
"Currency","2016/04/14",1509.00
"Currency","2016/04/13",1509.00
"Currency","2016/04/12",1507.90
"Currency","2016/04/11",1509.25
"Currency","2016/04/09",1508.10
"Currency","2016/04/08",1508.10
"Currency","2016/04/07",1508.10
"Currency","2016/04/06",1509.00
"Currency","2016/04/05",1509.20
"Currency","2016/04/04",1509.40
"Currency","2016/04/01",1507.90
"Currency","2016/03/31",1508.00
"Currency","2016/03/30",1510.00
"Currency","2016/03/29",1509.25
"Currency","2016/03/28",1508.20
"Currency","2016/03/25",1507.10
"Currency","2016/03/24",1507.10
"Currency","2016/03/23",1507.10
"Currency","2016/03/22",1509.90
"Currency","2016/03/21",1509.90
"Currency","2016/03/18",1508.00
"Currency","2016/03/17",1507.90
"Currency","2016/03/16",1507.90
"Currency","2016/03/15",1508.00
"Currency","2016/03/14",1508.10
"Currency","2016/03/13",1509.90
"Currency","2016/03/11",1510.00
"Currency","2016/03/10",1509.90
"Currency","2016/03/09",1508.20
"Currency","2016/03/08",1509.70
"Currency","2016/03/07",1509.70
"Currency","2016/03/06",1508.70
"Currency","2016/03/04",1508.70
"Currency","2016/03/03",1513.00
"Currency","2016/03/02",1508.90
"Currency","2016/03/01",1508.90
"Currency","2016/02/29",1509.00
"Currency","2016/02/28",1508.10
"Currency","2016/02/26",1510.00
"Currency","2016/02/25",1509.70
"Currency","2016/02/24",1509.70
"Currency","2016/02/23",1509.50
"Currency","2016/02/22",1510.00
"Currency","2016/02/19",1510.00
"Currency","2016/02/18",1508.10
"Currency","2016/02/17",1508.00
"Currency","2016/02/16",1508.00
"Currency","2016/02/15",1510.00
"Currency","2016/02/12",1510.00
"Currency","2016/02/11",1508.00
"Currency","2016/02/10",1508.90
"Currency","2016/02/09",1507.90
"Currency","2016/02/08",1507.70
"Currency","2016/02/05",1508.00
"Currency","2016/02/04",1509.40
"Currency","2016/02/03",1511.50
"Currency","2016/02/02",1513.06
"Currency","2016/02/01",1512.50
"Currency","2016/01/29",1511.82
"Currency","2016/01/28",1512.50
"Currency","2016/01/27",1512.32
"Currency","2016/01/26",1512.32
"Currency","2016/01/25",1514.50
"Currency","2016/01/22",1509.00
"Currency","2016/01/21",1510.00
"Currency","2016/01/20",1513.50
"Currency","2016/01/19",1508.20
"Currency","2016/01/18",1512.50
"Currency","2016/01/15",1508.35
"Currency","2016/01/14",1508.10
"Currency","2016/01/13",1508.20
"Currency","2016/01/12",1508.20
"Currency","2016/01/11",1507.32
"Currency","2016/01/08",1511.82
"Currency","2016/01/07",1512.50
"Currency","2016/01/06",1513.50
"Currency","2016/01/05",1512.50
"Currency","2016/01/04",1513.50
"Currency","2016/01/01",1508.10
"Currency","2015/12/31",1508.10
"Currency","2015/12/30",1508.10
"Currency","2015/12/29",1508.20
"Currency","2015/12/28",1508.20
"Currency","2015/12/25",1508.00
"Currency","2015/12/24",1508.00
"Currency","2015/12/23",1506.50
"Currency","2015/12/22",1508.20
"Currency","2015/12/21",1508.20
"Currency","2015/12/18",1513.45
"Currency","2015/12/17",1513.95
"Currency","2015/12/16",1513.95
"Currency","2015/12/15",1513.95
"Currency","2015/12/14",1503.80
"Currency","2015/12/11",1518.20
"Currency","2015/12/10",1513.95
"Currency","2015/12/09",1506.95
"Currency","2015/12/08",1505.45
"Currency","2015/12/07",1505.45
"Currency","2015/12/06",1508.20
"Currency","2015/12/04",1505.95
"Currency","2015/12/03",1507.45
"Currency","2015/12/02",1507.45
"Currency","2015/12/01",1506.45
"Currency","2015/11/30",1505.95
"Currency","2015/11/28",1508.20
"Currency","2015/11/27",1507.45
"Currency","2015/11/26",1508.20
"Currency","2015/11/25",1513.00
"Currency","2015/11/24",1506.50
"Currency","2015/11/23",1508.20
"Currency","2015/11/20",1508.20
"Currency","2015/11/19",1513.00
"Currency","2015/11/18",1510.05
"Currency","2015/11/17",1506.95
"Currency","2015/11/16",1506.60
"Currency","2015/11/13",1511.50
"Currency","2015/11/12",1506.45
"Currency","2015/11/11",1508.00
"Currency","2015/11/10",1511.45
"Currency","2015/11/09",1510.60
"Currency","2015/11/08",1508.10
"Currency","2015/11/06",1508.10
"Currency","2015/11/05",1507.50
"Currency","2015/11/04",1508.20
"Currency","2015/11/03",1508.10
"Currency","2015/11/02",1507.00
"Currency","2015/11/01",1508.10
"Currency","2015/10/30",1508.10
"Currency","2015/10/29",1508.20
"Currency","2015/10/28",1508.10
"Currency","2015/10/27",1508.10
"Currency","2015/10/26",1507.90
"Currency","2015/10/25",1508.10
"Currency","2015/10/23",1508.10
"Currency","2015/10/22",1508.00
"Currency","2015/10/21",1508.10
"Currency","2015/10/20",1510.00
"Currency","2015/10/19",1508.20
"Currency","2015/10/18",1508.10
"Currency","2015/10/16",1508.10
"Currency","2015/10/15",1508.10
"Currency","2015/10/14",1508.10
"Currency","2015/10/13",1507.90
"Currency","2015/10/12",1508.10
"Currency","2015/10/09",1506.50
"Currency","2015/10/08",1506.50
"Currency","2015/10/07",1506.50
"Currency","2015/10/06",1508.20
"Currency","2015/10/05",1508.00
"Currency","2015/10/04",1508.20
"Currency","2015/10/02",1508.20
"Currency","2015/10/01",1508.20
"Currency","2015/09/30",1507.70
"Currency","2015/09/29",1509.70
"Currency","2015/09/28",1510.00
"Currency","2015/09/27",1509.90
"Currency","2015/09/26",1509.90
"Currency","2015/09/25",1509.90
"Currency","2015/09/24",1510.00
"Currency","2015/09/23",1506.50
"Currency","2015/09/22",1510.08
"Currency","2015/09/21",1510.00
"Currency","2015/09/20",1506.50
"Currency","2015/09/18",1506.50
"Currency","2015/09/17",1506.50
"Currency","2015/09/16",1506.50
"Currency","2015/09/15",1506.50
"Currency","2015/09/14",1506.50
"Currency","2015/09/13",1507.40
"Currency","2015/09/11",1507.40
"Currency","2015/09/10",1508.20
"Currency","2015/09/09",1507.50
"Currency","2015/09/08",1509.90
"Currency","2015/09/07",1506.50
"Currency","2015/09/06",1506.50
"Currency","2015/09/04",1506.50
"Currency","2015/09/03",1506.50
"Currency","2015/09/02",1506.50
"Currency","2015/09/01",1506.50
"Currency","2015/08/31",1506.50
"Currency","2015/08/30",1506.50
"Currency","2015/08/28",1506.50
"Currency","2015/08/27",1506.50
"Currency","2015/08/26",1509.45
"Currency","2015/08/25",1509.70
"Currency","2015/08/24",1510.20
"Currency","2015/08/21",1508.55
"Currency","2015/08/20",1507.70
"Currency","2015/08/19",1508.00
"Currency","2015/08/18",1508.40
"Currency","2015/08/17",1508.50
"Currency","2015/08/14",1509.00
"Currency","2015/08/13",1507.00
"Currency","2015/08/12",1506.50
"Currency","2015/08/11",1509.00
"Currency","2015/08/10",1507.25
"Currency","2015/08/07",1507.28
"Currency","2015/08/06",1507.30
"Currency","2015/08/05",1509.00
"Currency","2015/08/04",1507.30
"Currency","2015/08/03",1507.00
"Currency","2015/07/31",1507.20
"Currency","2015/07/30",1507.50
"Currency","2015/07/29",1507.90
"Currency","2015/07/28",1508.00
"Currency","2015/07/27",1508.00
"Currency","2015/07/24",1508.30
"Currency","2015/07/23",1506.50
"Currency","2015/07/22",1507.50
"Currency","2015/07/21",1505.50
"Currency","2015/07/20",1507.50
"Currency","2015/07/17",1507.50
"Currency","2015/07/16",1506.50
"Currency","2015/07/15",1507.50
"Currency","2015/07/14",1508.50
"Currency","2015/07/13",1507.50
"Currency","2015/07/12",1507.50
"Currency","2015/07/10",1507.50
"Currency","2015/07/09",1506.50
"Currency","2015/07/08",1509.40
"Currency","2015/07/07",1510.40
"Currency","2015/07/06",1509.00
"Currency","2015/07/04",1508.50
"Currency","2015/07/03",1506.50
"Currency","2015/07/02",1507.50
"Currency","2015/07/01",1508.50
"Currency","2015/06/30",1509.50
"Currency","2015/06/29",1506.50
"Currency","2015/06/26",1507.50
"Currency","2015/06/25",1507.50
"Currency","2015/06/24",1507.50
"Currency","2015/06/23",1506.50
"Currency","2015/06/22",1508.00
"Currency","2015/06/19",1507.50
"Currency","2015/06/18",1507.50
"Currency","2015/06/17",1510.50
"Currency","2015/06/16",1509.50
"Currency","2015/06/15",1507.50
"Currency","2015/06/12",1508.50
"Currency","2015/06/11",1507.50
