,currency,year,month,value
1911,BOB,2011,03,6.866086956521742
1912,BOB,2011,04,6.869500000000002
1913,BOB,2011,05,6.879545454545456
1914,BOB,2011,06,6.867727272727274
1915,BOB,2011,07,6.868571428571429
1916,BOB,2011,08,6.86
1917,BOB,2011,09,6.866363636363636
1918,BOB,2011,10,6.855238095238097
1919,BOB,2011,11,6.827272727272728
1920,BOB,2011,12,6.773636363636364
1921,BOB,2012,01,6.762272727272727
1922,BOB,2012,02,6.761428571428572
1923,BOB,2012,03,6.751363636363636
1924,BOB,2012,04,6.82047619047619
1925,BOB,2012,05,6.8252173913043475
1926,BOB,2012,06,6.842380952380954
1927,BOB,2012,07,6.848636363636365
1928,BOB,2012,08,6.843043478260869
1929,BOB,2012,09,6.842500000000001
1930,BOB,2012,10,6.856086956521739
1931,BOB,2012,11,6.853636363636363
1932,BOB,2012,12,6.856666666666667
1933,BOB,2013,01,6.851304347826085
1934,BOB,2013,02,6.869
1935,BOB,2013,03,6.859523809523809
1936,BOB,2013,04,6.855
1937,BOB,2013,05,6.858260869565218
1938,BOB,2013,06,6.7955
1939,BOB,2013,07,6.752608695652174
1940,BOB,2013,08,6.753636363636364
1941,BOB,2013,09,6.754285714285716
1942,BOB,2013,10,6.757727272727272
1943,BOB,2013,11,6.758571428571429
1944,BOB,2013,12,6.76409090909091
1945,BOB,2014,01,6.765217391304349
1946,BOB,2014,02,6.761500000000001
1947,BOB,2014,03,6.7647619047619045
1948,BOB,2014,04,6.767727272727274
1949,BOB,2014,05,6.763636363636365
1950,BOB,2014,06,6.792222222222221
1951,BOB,2014,07,6.787857142857142
1952,BOB,2014,08,6.759047619047619
1953,BOB,2014,09,6.795714285714284
1954,BOB,2014,10,6.7874193548387085
1955,BOB,2014,11,6.7960714285714285
1956,BOB,2014,12,6.7504347826086954
1957,BOB,2015,01,6.7390909090909075
1958,BOB,2015,02,6.7345000000000015
1959,BOB,2015,03,6.722272727272727
1960,BOB,2015,04,6.710454545454544
1961,BOB,2015,05,6.7284999999999995
1962,BOB,2015,06,6.720454545454547
1963,BOB,2015,07,6.734399999999998
1964,BOB,2015,08,6.873181818181817
1965,BOB,2015,09,6.903703703703705
1966,BOB,2015,10,6.9048
1967,BOB,2015,11,6.904583333333334
1968,BOB,2015,12,6.905999999999999
1969,BOB,2016,01,6.903913043478262
1970,BOB,2016,02,6.892272727272727
1971,BOB,2016,03,6.835999999999999
1972,BOB,2016,04,6.9049999999999985
1973,BOB,2016,05,6.899090909090909
1974,BOB,2016,06,6.8956521739130405
1975,BOB,2016,07,6.91190476190476
1976,BOB,2016,08,6.92
1977,BOB,2016,09,6.91423076923077
1978,BOB,2016,10,6.908181818181819
1979,BOB,2016,11,6.867500000000002
1980,BOB,2016,12,6.86608695652174
1981,BOB,2017,01,6.862500000000002
1982,BOB,2017,02,6.863000000000001
1983,BOB,2017,03,6.870434782608697
1984,BOB,2017,04,6.871111111111111
1985,BOB,2017,05,6.897391304347828
1986,BOB,2017,06,6.8954166666666685
1987,BOB,2017,07,6.8927272727272735
1988,BOB,2017,08,6.8930434782608705
1989,BOB,2017,09,6.877391304347827
1990,BOB,2017,10,6.8563636363636355
1991,BOB,2017,11,6.855454545454546
1992,BOB,2017,12,6.85857142857143
1993,BOB,2018,01,6.85909090909091
1994,BOB,2018,02,6.859
1995,BOB,2018,03,6.856363636363636
1996,BOB,2018,04,6.857142857142857
1997,BOB,2018,05,6.857826086956524
1998,BOB,2018,06,6.8566666666666665
1999,TRY,1991,10,0.01
2000,TRY,1991,12,0.01
2001,TRY,1992,01,0.009999999999999998
2002,TRY,1992,02,0.01
2003,TRY,1992,03,0.01
2004,TRY,1992,04,0.01
2005,TRY,1992,05,0.01
2006,TRY,1992,06,0.01
2007,TRY,1992,07,0.01
2008,TRY,1992,08,0.01
2009,TRY,1992,09,0.009999999999999998
2010,TRY,1992,10,0.009999999999999998
2011,TRY,1992,11,0.009999999999999998
2012,TRY,1992,12,0.01
2013,TRY,1993,01,0.01
2014,TRY,1993,02,0.01
2015,TRY,1993,03,0.01
2016,TRY,1993,04,0.01
2017,TRY,1993,05,0.01
2018,TRY,1993,06,0.01
2019,TRY,1993,07,0.01
2020,TRY,1993,08,0.01
2021,TRY,1993,09,0.009999999999999998
2022,TRY,1993,10,0.009999999999999998
2023,TRY,1993,11,0.009999999999999998
2024,TRY,1993,12,0.009999999999999998
2025,TRY,1994,01,0.016923076923076926
2026,TRY,1994,02,0.019999999999999997
2027,TRY,1994,03,0.021500000000000005
2028,TRY,1994,04,0.03312500000000001
2029,TRY,1994,05,0.032
2030,TRY,1994,06,0.030000000000000013
2031,TRY,1994,07,0.030000000000000006
2032,TRY,1994,08,0.03000000000000001
2033,TRY,1994,09,0.03000000000000001
2034,TRY,1994,10,0.036875
2035,TRY,1994,11,0.039999999999999994
2036,TRY,1994,12,0.039999999999999994
2037,TRY,1995,01,0.039999999999999994
2038,TRY,1995,02,0.039999999999999994
2039,TRY,1995,03,0.039999999999999994
2040,TRY,1995,04,0.039999999999999994
2041,TRY,1995,05,0.04
2042,TRY,1995,06,0.039999999999999994
2043,TRY,1995,07,0.04181818181818181
2044,TRY,1995,08,0.049999999999999996
2045,TRY,1995,09,0.05000000000000001
2046,TRY,1995,10,0.05000000000000001
2047,TRY,1995,11,0.05000000000000001
2048,TRY,1995,12,0.060000000000000026
2049,TRY,1996,01,0.06000000000000003
2050,TRY,1996,02,0.06375000000000003
2051,TRY,1996,03,0.07000000000000003
2052,TRY,1996,04,0.07062500000000003
2053,TRY,1996,05,0.08000000000000002
2054,TRY,1996,06,0.08
2055,TRY,1996,07,0.08
2056,TRY,1996,08,0.08550000000000002
2057,TRY,1996,09,0.09000000000000002
2058,TRY,1996,10,0.09444444444444447
2059,TRY,1996,11,0.10000000000000003
2060,TRY,1996,12,0.10550000000000004
2061,TRY,1997,01,0.11263157894736846
2062,TRY,1997,02,0.12000000000000004
2063,TRY,1997,03,0.12625000000000003
2064,TRY,1997,04,0.1315384615384615
2065,TRY,1997,05,0.14000000000000007
2066,TRY,1997,06,0.14562500000000003
2067,TRY,1997,07,0.15421052631578944
2068,TRY,1997,08,0.16400000000000003
2069,TRY,1997,09,0.16999999999999996
2070,TRY,1997,10,0.17950000000000005
2071,TRY,1997,11,0.1877777777777778
2072,TRY,1997,12,0.20050000000000007
2073,TRY,1998,01,0.21277777777777776
2074,TRY,1998,02,0.22470588235294128
2075,TRY,1998,03,0.236842105263158
2076,TRY,1998,04,0.24941176470588236
2077,TRY,1998,05,0.25222222222222224
2078,TRY,1998,06,0.2609523809523808
2079,TRY,1998,07,0.2699999999999999
2080,TRY,1998,08,0.27444444444444444
2081,TRY,1998,09,0.27823529411764714
2082,TRY,1998,10,0.28150000000000014
2083,TRY,1998,11,0.29611111111111105
2084,TRY,1998,12,0.3066666666666666
2085,TRY,1999,01,0.3244444444444445
2086,TRY,1999,02,0.3438888888888888
2087,TRY,1999,03,0.363913043478261
2088,TRY,1999,04,0.38285714285714284
2089,TRY,1999,05,0.39809523809523806
2090,TRY,1999,06,0.41500000000000004
2091,TRY,1999,07,0.42954545454545445
2092,TRY,1999,08,0.43863636363636366
2093,TRY,1999,09,0.4559090909090908
2094,TRY,1999,10,0.4705263157894737
2095,TRY,1999,11,0.5000000000000001
2096,TRY,1999,12,0.5309090909090908
2097,TRY,2000,01,0.547222222222222
2098,TRY,2000,02,0.5633333333333336
2099,TRY,2000,03,0.5800000000000001
2100,TRY,2000,04,0.5959999999999999
2101,TRY,2000,05,0.6182608695652171
2102,TRY,2000,06,0.6154545454545453
2103,TRY,2000,07,0.6276190476190473
2104,TRY,2000,08,0.6460869565217394
2105,TRY,2000,09,0.6638095238095238
2106,TRY,2000,10,0.6781818181818181
2107,TRY,2000,11,0.6844999999999998
2108,TRY,2000,12,0.6764999999999999
2109,TRY,2001,01,0.6709090909090909
2110,TRY,2001,02,0.7668421052631578
2111,TRY,2001,03,0.9636363636363636
2112,TRY,2001,04,1.2214285714285715
2113,TRY,2001,05,1.1391304347826086
2114,TRY,2001,06,1.2189999999999999
2115,TRY,2001,07,1.3299999999999998
2116,TRY,2001,08,1.4065217391304348
2117,TRY,2001,09,1.488
2118,TRY,2001,10,1.6090909090909093
2119,TRY,2001,11,1.5227272727272727
2120,TRY,2001,12,1.4555
2121,TRY,2002,01,1.3721739130434785
2122,TRY,2002,02,1.3657894736842102
2123,TRY,2002,03,1.3605000000000003
2124,TRY,2002,04,1.3242857142857143
2125,TRY,2002,05,1.401304347826087
2126,TRY,2002,06,1.5395000000000003
2127,TRY,2002,07,1.6630434782608696
2128,TRY,2002,08,1.641428571428571
2129,TRY,2002,09,1.656
2130,TRY,2002,10,1.6590476190476184
2131,TRY,2002,11,1.6061904761904764
2132,TRY,2002,12,1.599047619047619
2133,TRY,2003,01,1.6647826086956519
2134,TRY,2003,02,1.6331578947368417
2135,TRY,2003,03,1.6715
2136,TRY,2003,04,1.6249999999999998
2137,TRY,2003,05,1.4933333333333334
2138,TRY,2003,06,1.4285714285714288
2139,TRY,2003,07,1.4047826086956519
2140,TRY,2003,08,1.4024999999999996
2141,TRY,2003,09,1.3790909090909091
2142,TRY,2003,10,1.4369565217391307
2143,TRY,2003,11,1.478235294117647
2144,TRY,2003,12,1.432608695652174
2145,TRY,2004,01,1.3504545454545458
2146,TRY,2004,02,1.3305000000000002
2147,TRY,2004,03,1.3213636363636363
2148,TRY,2004,04,1.3672727272727272
2149,TRY,2004,05,1.5166666666666668
2150,TRY,2004,06,1.4931818181818182
2151,TRY,2004,07,1.4547619047619051
2152,TRY,2004,08,1.4786363636363637
2153,TRY,2004,09,1.5052380952380955
2154,TRY,2004,10,1.4889999999999999
2155,TRY,2004,11,1.4495238095238097
2156,TRY,2004,12,1.396521739130435
2157,TRY,2005,01,1.3538095238095236
2158,TRY,2005,02,1.3105882352941176
2159,TRY,2005,03,1.3140909090909094
2160,TRY,2005,04,1.3638095238095242
2161,TRY,2005,05,1.3705
2162,TRY,2005,06,1.3590476190476188
2163,TRY,2005,07,1.3347619047619048
2164,TRY,2005,08,1.3430434782608696
2165,TRY,2005,09,1.3390909090909084
2166,TRY,2005,10,1.3561904761904766
2167,TRY,2005,11,1.3568181818181817
2168,TRY,2005,12,1.3513636363636365
2169,TRY,2006,01,1.331363636363636
2170,TRY,2006,02,1.3235
2171,TRY,2006,03,1.3334782608695652
2172,TRY,2006,04,1.3304999999999998
2173,TRY,2006,05,1.433478260869565
2174,TRY,2006,06,1.595909090909091
2175,TRY,2006,07,1.5428571428571427
2176,TRY,2006,08,1.4647826086956524
2177,TRY,2006,09,1.4771428571428573
2178,TRY,2006,10,1.4690909090909088
2179,TRY,2006,11,1.4509090909090914
2180,TRY,2006,12,1.422380952380953
2181,TRY,2007,01,1.4195652173913047
2182,TRY,2007,02,1.3914999999999993
2183,TRY,2007,03,1.4004545454545452
2184,TRY,2007,04,1.3499999999999999
2185,TRY,2007,05,1.3282608695652174
2186,TRY,2007,06,1.3123809523809524
2187,TRY,2007,07,1.2740909090909092
2188,TRY,2007,08,1.3113043478260866
2189,TRY,2007,09,1.2530000000000001
2190,TRY,2007,10,1.195217391304348
2191,TRY,2007,11,1.1868181818181818
2192,TRY,2007,12,1.1757142857142857
2193,TRY,2008,01,1.1700000000000002
2194,TRY,2008,02,1.1942857142857142
2195,TRY,2008,03,1.2442857142857144
2196,TRY,2008,04,1.2950000000000002
2197,TRY,2008,05,1.2409090909090912
2198,TRY,2008,06,1.23
2199,TRY,2008,07,1.2065217391304344
2200,TRY,2008,08,1.175238095238095
2201,TRY,2008,09,1.239090909090909
2202,TRY,2008,10,1.4730434782608697
2203,TRY,2008,11,1.592
2204,TRY,2008,12,1.5360869565217394
2205,TRY,2009,01,1.5999999999999999
2206,TRY,2009,02,1.6640000000000001
2207,TRY,2009,03,1.707272727272727
2208,TRY,2009,04,1.603636363636364
2209,TRY,2009,05,1.5499999999999998
2210,TRY,2009,06,1.5459090909090911
2211,TRY,2009,07,1.5156521739130435
2212,TRY,2009,08,1.480952380952381
2213,TRY,2009,09,1.488181818181818
2214,TRY,2009,10,1.4713636363636367
2215,TRY,2009,11,1.4909523809523808
2216,TRY,2009,12,1.5069565217391303
2217,TRY,2010,01,1.4719999999999998
2218,TRY,2010,02,1.5195
2219,TRY,2010,03,1.5326086956521743
2220,TRY,2010,04,1.4899999999999998
2221,TRY,2010,05,1.5542857142857143
2222,TRY,2010,06,1.5772727272727272
2223,TRY,2010,07,1.5354545454545452
2224,TRY,2010,08,1.509666666666667
2225,TRY,2010,09,1.4936666666666663
2226,TRY,2010,10,1.4258064516129036
2227,TRY,2010,11,1.4400000000000002
2228,TRY,2010,12,1.5190322580645157
2229,TRY,2011,01,1.5648387096774188
2230,TRY,2011,02,1.588214285714286
2231,TRY,2011,03,1.5796774193548389
2232,TRY,2011,04,1.5206666666666668
2233,TRY,2011,05,1.5692592592592594
2234,TRY,2011,06,1.5995454545454548
2235,TRY,2011,07,1.6519047619047615
2236,TRY,2011,08,1.7504347826086952
2237,TRY,2011,09,1.7904545454545457
2238,TRY,2011,10,1.8309523809523813
2239,TRY,2011,11,1.810909090909091
2240,TRY,2011,12,1.8677272727272722
2241,TRY,2012,01,1.8431818181818187
2242,TRY,2012,02,1.7561904761904763
2243,TRY,2012,03,1.7868181818181823
2244,TRY,2012,04,1.7876190476190477
2245,TRY,2012,05,1.8065217391304347
2246,TRY,2012,06,1.8214285714285714
2247,TRY,2012,07,1.809545454545454
2248,TRY,2012,08,1.7952173913043479
2249,TRY,2012,09,1.8025000000000002
2250,TRY,2012,10,1.8021739130434777
2251,TRY,2012,11,1.7927272727272727
2252,TRY,2012,12,1.7866666666666668
2253,TRY,2013,01,1.771304347826087
2254,TRY,2013,02,1.7754999999999999
2255,TRY,2013,03,1.8080952380952378
2256,TRY,2013,04,1.795909090909091
2257,TRY,2013,05,1.8217391304347823
2258,TRY,2013,06,1.8979999999999997
2259,TRY,2013,07,1.9282608695652173
2260,TRY,2013,08,1.9572727272727273
2261,TRY,2013,09,2.013809523809524
2262,TRY,2013,10,1.9828571428571427
2263,TRY,2013,11,2.022666666666667
2264,TRY,2013,12,2.064193548387097
2265,TRY,2014,01,2.211333333333334
2266,TRY,2014,02,2.21
2267,TRY,2014,03,2.2151612903225804
2268,TRY,2014,04,2.1256666666666666
2269,TRY,2014,05,2.0916666666666663
2270,TRY,2014,06,2.1169999999999995
2271,TRY,2014,07,2.1182142857142865
2272,TRY,2014,08,2.158095238095238
2273,TRY,2014,09,2.2128571428571426
2274,TRY,2014,10,2.2558064516129037
2275,TRY,2014,11,2.2325
2276,TRY,2014,12,2.2895652173913037
2277,TRY,2015,01,2.331363636363636
2278,TRY,2015,02,2.4594999999999994
2279,TRY,2015,03,2.5863636363636364
2280,TRY,2015,04,2.6504545454545454
2281,TRY,2015,05,2.6399999999999997
2282,TRY,2015,06,2.700909090909091
2283,TRY,2015,07,2.6956000000000007
2284,TRY,2015,08,2.8619047619047624
2285,TRY,2015,09,3.021851851851852
2286,TRY,2015,10,2.9247999999999994
2287,TRY,2015,11,2.88125
2288,TRY,2015,12,2.920454545454545
2289,TRY,2016,01,3.0115
2290,TRY,2016,02,2.946521739130435
2291,TRY,2016,03,2.8788
2292,TRY,2016,04,2.8331999999999997
2293,TRY,2016,05,2.9403846153846156
2294,TRY,2016,06,2.9130769230769236
2295,TRY,2016,07,2.9684000000000004
2296,TRY,2016,08,2.9583999999999997
2297,TRY,2016,09,2.9663999999999997
2298,TRY,2016,10,3.0714285714285716
2299,TRY,2016,11,3.290434782608696
2300,TRY,2016,12,3.5023999999999997
2301,TRY,2017,01,3.75
2302,TRY,2017,02,3.662499999999999
2303,TRY,2017,03,3.6700000000000013
2304,TRY,2017,04,3.654
2305,TRY,2017,05,3.5629166666666663
2306,TRY,2017,06,3.5170833333333342
2307,TRY,2017,07,3.5571428571428574
2308,TRY,2017,08,3.503478260869566
2309,TRY,2017,09,3.4742857142857146
2310,TRY,2017,10,3.6808333333333327
2311,TRY,2017,11,3.8891999999999998
2312,TRY,2017,12,3.8370833333333336
2313,TRY,2018,01,3.77
2314,TRY,2018,02,3.7849999999999997
2315,TRY,2018,03,3.8840000000000003
2316,TRY,2018,04,4.06
2317,TRY,2018,05,4.422916666666667
2318,TRY,2018,06,4.57
2319,IDR,1991,11,1978.6
2320,IDR,1991,12,1986.0
2321,IDR,1992,01,1995.3684210526317
2322,IDR,1992,02,2006.4705882352941
2323,IDR,1992,03,2012.125
2324,IDR,1992,04,2017.1666666666667
2325,IDR,1992,05,2025.6
2326,IDR,1992,06,2031.8333333333333
2327,IDR,1992,07,2032.4666666666667
2328,IDR,1992,08,2031.3076923076924
2329,IDR,1992,09,2039.090909090909
2330,IDR,1992,10,2041.5384615384614
2331,IDR,1992,11,2057.5384615384614
2332,IDR,1992,12,2064.9166666666665
2333,IDR,1993,01,2063.6428571428573
2334,IDR,1993,02,2062.4444444444443
2335,IDR,1993,03,2066.722222222222
2336,IDR,1993,04,2072.133333333333
2337,IDR,1993,05,2079.8333333333335
2338,IDR,1993,06,2084.9285714285716
2339,IDR,1993,07,2092.9333333333334
2340,IDR,1993,08,2096.076923076923
2341,IDR,1993,09,2103.923076923077
2342,IDR,1993,10,2102.6363636363635
2343,IDR,1993,11,2098.6666666666665
2344,IDR,1993,12,2103.7272727272725
2345,IDR,1994,01,2108.5555555555557
2346,IDR,1994,02,2123.6875
2347,IDR,1994,03,2148.5
2348,IDR,1994,04,2156.6
2349,IDR,1994,05,2160.6923076923076
2350,IDR,1994,06,2166.4615384615386
2351,IDR,1994,07,2167.3333333333335
2352,IDR,1994,08,2163.6470588235293
2353,IDR,1994,09,2174.6
2354,IDR,1994,10,2172.5
2355,IDR,1994,11,2174.5
2356,IDR,1994,12,2188.25
2357,IDR,1995,01,2209.6111111111113
2358,IDR,1995,02,2217.1666666666665
2359,IDR,1995,03,2223.8125
2360,IDR,1995,04,2229.25
2361,IDR,1995,05,2228.8888888888887
2362,IDR,1995,06,2227.3076923076924
2363,IDR,1995,07,2231.0
2364,IDR,1995,08,2253.684210526316
2365,IDR,1995,09,2271.823529411765
2366,IDR,1995,10,2266.0
2367,IDR,1995,11,2281.294117647059
2368,IDR,1995,12,2286.5
2369,IDR,1996,01,2289.785714285714
2370,IDR,1996,02,2303.4666666666667
2371,IDR,1996,03,2330.0
2372,IDR,1996,04,2330.0625
2373,IDR,1996,05,2329.285714285714
2374,IDR,1996,06,2328.866666666667
2375,IDR,1996,07,2333.470588235294
2376,IDR,1996,08,2341.8888888888887
2377,IDR,1996,09,2331.733333333333
2378,IDR,1996,10,2324.0
2379,IDR,1996,11,2337.0625
2380,IDR,1996,12,2354.8571428571427
2381,IDR,1997,01,2370.6470588235293
2382,IDR,1997,02,2384.3125
2383,IDR,1997,03,2400.0
2384,IDR,1997,04,2413.3684210526317
2385,IDR,1997,05,2435.3888888888887
2386,IDR,1997,06,2430.076923076923
2387,IDR,1997,07,2511.904761904762
2388,IDR,1997,08,2724.7619047619046
2389,IDR,1997,09,3004.909090909091
2390,IDR,1997,10,3581.8636363636365
2391,IDR,1997,11,3452.4736842105262
2392,IDR,1997,12,4837.227272727273
2393,IDR,1998,01,9424.619047619048
2394,IDR,1998,02,9025.263157894737
2395,IDR,1998,03,9558.55
2396,IDR,1998,04,8081.944444444444
2397,IDR,1998,05,10337.0
2398,IDR,1998,06,13767.619047619048
2399,IDR,1998,07,14260.47619047619
2400,IDR,1998,08,12228.0
2401,IDR,1998,09,11156.25
2402,IDR,1998,10,8570.238095238095
2403,IDR,1998,11,7841.714285714285
2404,IDR,1998,12,7687.391304347826
2405,IDR,1999,01,8518.47619047619
2406,IDR,1999,02,8746.65
2407,IDR,1999,03,8926.565217391304
2408,IDR,1999,04,8611.727272727272
2409,IDR,1999,05,7972.428571428572
2410,IDR,1999,06,7378.952380952381
2411,IDR,1999,07,6772.666666666667
2412,IDR,1999,08,7443.142857142857
2413,IDR,1999,09,8256.47619047619
2414,IDR,1999,10,7475.7
2415,IDR,1999,11,7000.227272727273
2416,IDR,1999,12,7137.0
2417,IDR,2000,01,7270.315789473684
2418,IDR,2000,02,7437.9047619047615
2419,IDR,2000,03,7462.826086956522
2420,IDR,2000,04,7793.210526315789
2421,IDR,2000,05,8340.173913043478
2422,IDR,2000,06,8601.142857142857
2423,IDR,2000,07,9153.57142857143
2424,IDR,2000,08,8440.772727272728
2425,IDR,2000,09,8631.333333333334
2426,IDR,2000,10,8936.045454545454
2427,IDR,2000,11,9349.285714285714
2428,IDR,2000,12,9435.05
2429,IDR,2001,01,9491.0
2430,IDR,2001,02,9655.538461538461
2431,IDR,2001,03,10222.318181818182
2432,IDR,2001,04,11111.7
2433,IDR,2001,05,11270.578947368422
2434,IDR,2001,06,11311.105263157895
2435,IDR,2001,07,10994.666666666666
2436,IDR,2001,08,8966.65
2437,IDR,2001,09,9287.684210526315
2438,IDR,2001,10,10079.238095238095
2439,IDR,2001,11,10559.863636363636
2440,IDR,2001,12,10253.894736842105
2441,IDR,2002,01,10391.818181818182
2442,IDR,2002,02,10229.2
2443,IDR,2002,03,9908.842105263158
2444,IDR,2002,04,9501.666666666666
2445,IDR,2002,05,9117.826086956522
2446,IDR,2002,06,8703.05
2447,IDR,2002,07,8971.695652173914
2448,IDR,2002,08,8922.59090909091
2449,IDR,2002,09,8962.5
2450,IDR,2002,10,9142.565217391304
2451,IDR,2002,11,9064.714285714286
2452,IDR,2002,12,8920.931818181818
2453,IDR,2003,01,8891.782608695652
2454,IDR,2003,02,8894.225
2455,IDR,2003,03,8924.357142857143
2456,IDR,2003,04,8802.204545454546
2457,IDR,2003,05,8425.704545454546
2458,IDR,2003,06,8227.92857142857
2459,IDR,2003,07,8340.934782608696
2460,IDR,2003,08,8508.97619047619
2461,IDR,2003,09,8457.454545454546
2462,IDR,2003,10,8438.608695652174
2463,IDR,2003,11,8500.35
2464,IDR,2003,12,8477.134782608695
2465,IDR,2004,01,8388.854545454544
2466,IDR,2004,02,8431.939999999999
2467,IDR,2004,03,8601.53043478261
2468,IDR,2004,04,8638.513636363637
2469,IDR,2004,05,8999.942857142858
2470,IDR,2004,06,9381.609090909093
2471,IDR,2004,07,9029.19090909091
2472,IDR,2004,08,9241.159090909088
2473,IDR,2004,09,9171.086363636363
2474,IDR,2004,10,9091.419047619045
2475,IDR,2004,11,9010.795454545454
2476,IDR,2004,12,9221.382608695652
2477,IDR,2005,01,9193.152380952382
2478,IDR,2005,02,9240.560000000001
2479,IDR,2005,03,9375.152173913042
2480,IDR,2005,04,9545.890476190476
2481,IDR,2005,05,9470.15909090909
2482,IDR,2005,06,9619.577272727272
2483,IDR,2005,07,9795.447619047618
2484,IDR,2005,08,9963.821739130435
2485,IDR,2005,09,10232.545454545454
2486,IDR,2005,10,10074.380952380952
2487,IDR,2005,11,10022.90909090909
2488,IDR,2005,12,9846.78181818182
2489,IDR,2006,01,9450.995454545455
2490,IDR,2006,02,9247.7
2491,IDR,2006,03,9142.069565217393
2492,IDR,2006,04,8913.330000000002
2493,IDR,2006,05,9016.226086956522
2494,IDR,2006,06,9325.118181818181
2495,IDR,2006,07,9071.509523809524
2496,IDR,2006,08,9088.426086956524
2497,IDR,2006,09,9138.385714285714
2498,IDR,2006,10,9170.927272727271
2499,IDR,2006,11,9128.413636363637
2500,IDR,2006,12,9074.257142857143
2501,IDR,2007,01,9053.31739130435
2502,IDR,2007,02,9057.58
2503,IDR,2007,03,9153.97727272727
2504,IDR,2007,04,9087.509523809524
2505,IDR,2007,05,8836.891304347826
2506,IDR,2007,06,8981.252380952383
2507,IDR,2007,07,9055.93181818182
2508,IDR,2007,08,9355.352173913043
2509,IDR,2007,09,9281.865
2510,IDR,2007,10,9084.93043478261
2511,IDR,2007,11,9232.836363636363
2512,IDR,2007,12,9338.714285714286
2513,IDR,2008,01,9402.399999999998
2514,IDR,2008,02,9174.342857142856
2515,IDR,2008,03,9146.780952380954
2516,IDR,2008,04,9204.404545454547
2517,IDR,2008,05,9269.172727272728
2518,IDR,2008,06,9289.790476190476
2519,IDR,2008,07,9156.852173913045
2520,IDR,2008,08,9254.114285714286
2521,IDR,2008,09,9375.85909090909
2522,IDR,2008,10,9962.378260869567
2523,IDR,2008,11,11685.8
2524,IDR,2008,12,11276.869565217392
2525,IDR,2009,01,11111.045454545454
2526,IDR,2009,02,11827.55
2527,IDR,2009,03,11833.545454545454
2528,IDR,2009,04,11047.136363636364
2529,IDR,2009,05,10338.0
2530,IDR,2009,06,10179.522727272728
2531,IDR,2009,07,10081.065217391304
2532,IDR,2009,08,9951.561904761904
2533,IDR,2009,09,9821.072727272727
2534,IDR,2009,10,9458.43181818182
2535,IDR,2009,11,9431.40476190476
2536,IDR,2009,12,9518.732608695653
2537,IDR,2010,01,9248.370000000003
2538,IDR,2010,02,9353.15
2539,IDR,2010,03,9144.617391304348
2540,IDR,2010,04,9029.454545454544
2541,IDR,2010,05,9194.44761904762
2542,IDR,2010,06,9147.522727272728
2543,IDR,2010,07,9019.345454545455
2544,IDR,2010,08,8947.515666666666
2545,IDR,2010,09,8989.153666666667
2546,IDR,2010,10,8928.221612903226
2547,IDR,2010,11,8924.834666666668
2548,IDR,2010,12,9031.75677419355
2549,IDR,2011,01,9038.93419354839
2550,IDR,2011,02,8897.086428571429
2551,IDR,2011,03,8749.723225806454
2552,IDR,2011,04,8645.371666666666
2553,IDR,2011,05,8555.83074074074
2554,IDR,2011,06,8551.227272727274
2555,IDR,2011,07,8523.476190476193
2556,IDR,2011,08,8478.382608695652
2557,IDR,2011,09,8691.729545454547
2558,IDR,2011,10,8830.94285714286
2559,IDR,2011,11,8982.004545454547
2560,IDR,2011,12,9052.45681818182
2561,IDR,2012,01,9047.113636363634
2562,IDR,2012,02,8983.7
2563,IDR,2012,03,9125.429545454546
2564,IDR,2012,04,9151.385714285712
2565,IDR,2012,05,9228.76304347826
2566,IDR,2012,06,9389.102380952381
2567,IDR,2012,07,9413.85454545455
2568,IDR,2012,08,9472.526086956525
2569,IDR,2012,09,9530.2425
2570,IDR,2012,10,9568.956521739134
2571,IDR,2012,11,9588.65909090909
2572,IDR,2012,12,9626.073809523808
2573,IDR,2013,01,9658.991304347826
2574,IDR,2013,02,9655.605000000001
2575,IDR,2013,03,9679.002380952381
2576,IDR,2013,04,9693.013636363636
2577,IDR,2013,05,9730.98043478261
2578,IDR,2013,06,9796.597222222223
2579,IDR,2013,07,10012.872727272728
2580,IDR,2013,08,10543.619047619048
2581,IDR,2013,09,11229.6
2582,IDR,2013,10,11253.592592592593
2583,IDR,2013,11,11565.111111111111
2584,IDR,2013,12,12064.642857142857
2585,IDR,2014,01,12080.166666666666
2586,IDR,2014,02,11884.214285714286
2587,IDR,2014,03,11434.516129032258
2588,IDR,2014,04,11421.566666666668
2589,IDR,2014,05,11521.6
2590,IDR,2014,06,11884.1
2591,IDR,2014,07,11677.892857142857
2592,IDR,2014,08,11709.809523809523
2593,IDR,2014,09,11896.42857142857
2594,IDR,2014,10,12141.290322580646
2595,IDR,2014,11,12152.357142857143
2596,IDR,2014,12,12421.608695652174
2597,IDR,2015,01,12549.09090909091
2598,IDR,2015,02,12739.0
2599,IDR,2015,03,13044.59090909091
2600,IDR,2015,04,12940.363636363636
2601,IDR,2015,05,13096.5
2602,IDR,2015,06,13290.09090909091
2603,IDR,2015,07,13353.62
2604,IDR,2015,08,13800.431818181818
2605,IDR,2015,09,14415.833333333334
2606,IDR,2015,10,13796.38
2607,IDR,2015,11,13689.36
2608,IDR,2015,12,13846.5
2609,IDR,2016,01,13871.095238095239
2610,IDR,2016,02,13511.886363636364
2611,IDR,2016,03,13165.62
2612,IDR,2016,04,13169.173913043478
